table,column,rule,pattern,sibling,new_columns,expr
PORTAL_ARC_NEW_MEXICO_OPEN_3382D9F21E,EVENT_START_TIME,time_pair,content_date,EVENT_START_DATE,EVENT_START_TIME_FULL paired with EVENT_START_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_NEW_MEXICO_OPEN_3382D9F21E,EVENT_END_TIME,time_pair,content_date,EVENT_END_DATE,EVENT_END_TIME_FULL paired with EVENT_END_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_NEW_MEXICO_OPEN_6E34862F8D,DISCOVERY_TIME,time_pair,content_date,DISCOVERY_DATE,DISCOVERY_TIME_FULL paired with DISCOVERY_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""DISCOVERY_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""DISCOVERY_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""DISCOVERY_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""DISCOVERY_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""DISCOVERY_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""DISCOVERY_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""DISCOVERY_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""DISCOVERY_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_NEW_MEXICO_OPEN_6E34862F8D,EVENT_START_TIME,time_pair,content_date,EVENT_START_DATE,EVENT_START_TIME_FULL paired with EVENT_START_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_START_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_START_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_NEW_MEXICO_OPEN_6E34862F8D,EVENT_END_TIME,time_pair,content_date,EVENT_END_DATE,EVENT_END_TIME_FULL paired with EVENT_END_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""EVENT_END_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""EVENT_END_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_NEW_MEXICO_OPEN_7DE8F482F1,VAL_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_DC_59913164D2,BSTP_EFF_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_DC_74D9616143,BSTP_EFF_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_DC_9A20CE1FC5,STOP_TIME,time_pair,content_date,STOP_DATE,STOP_TIME_FULL paired with STOP_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""STOP_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""STOP_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""STOP_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""STOP_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""STOP_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""STOP_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((DATEADD('millisecond', TRY_TO_NUMBER(SPLIT_PART(""STOP_DATE"", '.', 1)), '1970-01-01'::timestamp_ntz)), 'YYYY-MM-DD') || ' ' || TRIM(""STOP_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_ARC_OPEN_DATA_DC_D359158BC8,TRANSACTION_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_DC_D359158BC8,OBSOLESCENCE_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_0426858DFE,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_09E3680FD2,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_1AD7E106E4,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_4C5820FD0A,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_5AC94C44DA,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_6CDCE692AA,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_7EFDCA0423,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_BD6A1CACBB,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_MINNEA_D808F6BF62,TIME,still_manual,,,,
PORTAL_ARC_OPEN_DATA_RALEIG_8EE851C810,TRANSACTION_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_RALEIG_DF19DCBB03,TRANSACTION_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_RALEIG_EFBB617010,TRANSACTION_DATE,still_manual,,,,
PORTAL_ARC_OPEN_DATA_RALEIG_F18F09F22F,APPLICATION_DATE,still_manual,,,,
PORTAL_ARC_ORANGE_COUNTY_OP_75EFFF54D5,INSPECTION_DATE,still_manual,,,,
PORTAL_ARC_TN_DATA_TENNESSE_655F6BCC6D,TRANSACTION_DATE,still_manual,,,,
PORTAL_ARC_TN_DATA_TENNESSE_655F6BCC6D,OBSOLESCENCE_DATE,still_manual,,,,
PORTAL_ARC_TUCSON_OPEN_DATA_0F83B7C628,PHASE_I_DATE,still_manual,,,,
PORTAL_ARC_TUCSON_OPEN_DATA_0F83B7C628,PHASE_II_DATE,still_manual,,,,
PORTAL_ARC_TUCSON_OPEN_DATA_81EB8BA37C,DT_ENT,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_897A9990FC,TIME,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_92EF0E3576,DT,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_9A0FE05B1B,FY_CNTRCT_BEGIN_DT,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_9A0FE05B1B,FYQ_CNTRCT_BEGIN_DT,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_9FE0838E9F,DATE_BUSINESS_ESTABLISHED,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_A4A4828973,CONST_DATE,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_ACCA0DF381,START_TIME,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_ACCA0DF381,END_TIME,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_DB29EC5366,DATE_PLANT,still_manual,,,,
PORTAL_CKA_ANALYZE_BOSTON_E4C004D662,ON_TIME,still_manual,,,,
PORTAL_CKA_CALIFORNIA_OPEN_5DD35F95D8,START_DATE,still_manual,,,,
PORTAL_CKA_CALIFORNIA_OPEN_A6FC6EE30B,DATE_NOTICE_ISSUED,still_manual,,,,
PORTAL_CKA_CALIFORNIA_OPEN_A6FC6EE30B,NOA_DUE_DATE,still_manual,,,,
PORTAL_CKA_HOUSTON_OPEN_DAT_A4490182BA,SR_CREATE_TIME,time_pair,content_date,SR_CREATE_DATE,SR_CREATE_TIME_FULL paired with SR_CREATE_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""SR_CREATE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""SR_CREATE_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""SR_CREATE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""SR_CREATE_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""SR_CREATE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""SR_CREATE_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""SR_CREATE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""SR_CREATE_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_HOUSTON_OPEN_DAT_A4490182BA,DUE_TIME,time_pair,content_date,DUE_DATE,DUE_TIME_FULL paired with DUE_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DUE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""DUE_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DUE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""DUE_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DUE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""DUE_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DUE_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""DUE_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_HOUSTON_OPEN_DAT_A4490182BA,TIME_CLOSED,time_pair,content_date,DATE_CLOSED,TIME_CLOSED_FULL paired with DATE_CLOSED,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DATE_CLOSED"")), 'YYYY-MM-DD') || ' ' || TRIM(""TIME_CLOSED""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DATE_CLOSED"")), 'YYYY-MM-DD') || ' ' || TRIM(""TIME_CLOSED""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DATE_CLOSED"")), 'YYYY-MM-DD') || ' ' || TRIM(""TIME_CLOSED""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""DATE_CLOSED"")), 'YYYY-MM-DD') || ' ' || TRIM(""TIME_CLOSED""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_HOUSTON_OPEN_DAT_F10142914F,START_TIME,still_manual,,,,
PORTAL_CKA_HOUSTON_OPEN_DAT_F10142914F,END_TIME,still_manual,,,,
PORTAL_CKA_HOUSTON_OPEN_DAT_F10142914F,CREATED_TIME,time_pair,content_date,CREATED_DATE,CREATED_TIME_FULL paired with CREATED_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""CREATED_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""CREATED_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""CREATED_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""CREATED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""CREATED_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_HOUSTON_OPEN_DAT_F10142914F,LAST_MODIFIED_TIME,time_pair,content_date,LAST_MODIFIED_DATE,LAST_MODIFIED_TIME_FULL paired with LAST_MODIFIED_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""LAST_MODIFIED_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""LAST_MODIFIED_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""LAST_MODIFIED_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""LAST_MODIFIED_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""LAST_MODIFIED_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_INDIANA_DATA_HUB_83BA6435C2,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE,still_manual,,,,
PORTAL_CKA_INDIANA_DATA_HUB_90C2A3CA78,OTP_DRIVE_TIME_IN_MINUTES,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_05CD5564C6,LICENSING_ENDING_DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_338EF2B642,INCEPTION_DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_338EF2B642,YEAR_TO_DATE_YIELD,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_5A45B45E6B,VERIFICATION_DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_5A45B45E6B,PUBLISHING_DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_6C5E40114C,YEAR_TO_DATE_YIELD,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_936E1A0BA2,AVAILABILITY_TIME,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_D59087E169,INCEPTION_DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_D59087E169,YEAR_TO_DATE_YIELD,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_DA9560F407,DATE,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_E3D369B05F,DATE_WEB_FRST,still_manual,,,,
PORTAL_CKA_ISRAEL_NATIONAL_E3D369B05F,DATE_WEB_LAST,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_042A7F3ED2,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_089B4E30CE,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_0E22A8C042,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_136A4DCD44,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_2A27DEA617,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_2D8A48CE3D,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_314BB9E894,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_49A4D42820,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_4CB3B085D7,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_62289BD012,INVOICE_DT,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_62289BD012,PYMNT_DT,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_62289BD012,OCP_DS_DATE,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_6382F88AFE,PO_DATE,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_6382F88AFE,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_6382F88AFE,REQUISITION_DATE,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_6C534D482A,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_BEBD242D3D,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_CDF9BDC1C8,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_CE3CC11024,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_DE6EE9058E,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OKLAHOMA_OPEN_DA_F095948AC7,PO_DATE_EXCEL,still_manual,,,,
PORTAL_CKA_OPEN_DATA_SA_4B1A24AA85,CONSTRUCTION_START_DATE,still_manual,,,,
PORTAL_CKA_OPEN_DATA_SA_4B1A24AA85,CONSTRUCTION_END_DATE,still_manual,,,,
PORTAL_CKA_OPEN_DATA_SA_7073B94B84,MEETING_DAY_AND_TIME,still_manual,,,,
PORTAL_CKA_OPEN_DATA_SA_7CBC348F9D,CONSTRUCTION_START_DATE,still_manual,,,,
PORTAL_CKA_OPEN_DATA_SA_7CBC348F9D,CONSTRUCTION_END_DATE,still_manual,,,,
PORTAL_CKA_SAN_JOSE_OPEN_DA_399CADBC5E,OFFENSE_TIME,time_pair,content_date,OFFENSE_DATE,OFFENSE_TIME_FULL paired with OFFENSE_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""OFFENSE_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""OFFENSE_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""OFFENSE_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((COALESCE(TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(""OFFENSE_DATE"", 'MM/DD/YYYY'))), 'YYYY-MM-DD') || ' ' || TRIM(""OFFENSE_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_VIRGINIA_OPEN_DA_11B79485F6,ENTERED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_11B79485F6,APPROVAL_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_1598EAD304,REPORT_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_3BB10A6097,APPROVAL_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_651C0C423A,STARTING_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_651C0C423A,EXPIRATION_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_651C0C423A,INSERTED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_651C0C423A,CHANGED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_A1B2888C0A,DATE_JOINED,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_ACE8AC0352,INSERTED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_ACE8AC0352,CHANGED_DATE,still_manual,,,,
