A,B,KEY,TIER,A_COL,B_COL,MATCHED,A_DISTINCT,B_DISTINCT,MATCH_RATE,CONFIDENCE,SAMPLE,RUN_ID,BUILT_AT
FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,FED_MSHA_ACCIDENTS,FIPS,GEO,RNDRNG_PRVDR_STATE_FIPS,FIPS_STATE_CD,49,50.0,54.0,98.0,0.987,"[
  ""18"",
  ""25"",
  ""02"",
  ""54""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,FED_EPA_FRS_FULL,FRS_ID,STEEL,REGISTRY_ID,REGISTRY_ID,158798,162513.0,5300149.0,97.7,0.986,"[
  ""110071806971"",
  ""110017439146"",
  ""110071872023"",
  ""110023128738""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,XC_EPA_CORPORATE_CROSSWALK,FRS_ID,STEEL,REGISTRY_ID,EPA_REGISTRY_ID,158798,162513.0,5300149.0,97.7,0.986,"[
  ""110009558308"",
  ""110041376258"",
  ""110071161913"",
  ""110041528718""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,NPI,STEEL,NPI,NPI,11196,11467.0,2541258.0,97.6,0.986,"[
  ""1093710287"",
  ""1538142005"",
  ""1609352970"",
  ""1376840959""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,NPI,NPI,11196,11467.0,2541258.0,97.6,0.986,"[
  ""1891432688"",
  ""1376087411"",
  ""1770958134"",
  ""1831137132""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HCRIS,FED_CMS_HOSPITAL_GENERAL,CCN,STEEL,PROVIDER_CCN,CCN,5144,6040.0,5268.0,97.6,0.986,"[
  ""140034"",
  ""360236"",
  ""051338"",
  ""354003""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FACILITY_AFFILIATION,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,2975,38103.0,3044.0,97.7,0.986,"[
  ""450148"",
  ""420010"",
  ""240100"",
  ""050441""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_FRS_FRS_PROGRAM_LINKS,XC_EPA_CORPORATE_CROSSWALK,FRS_ID,STEEL,REGISTRY_ID,EPA_REGISTRY_ID,3337501,3422891.0,5300149.0,97.5,0.985,"[
  ""110070475090"",
  ""110071780268"",
  ""110002135083"",
  ""110004296208""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_FRS_FULL,FRS_ID,STEEL,REGISTRY_ID,REGISTRY_ID,3337501,3422891.0,5300149.0,97.5,0.985,"[
  ""110002951627"",
  ""110071314342"",
  ""110051312744"",
  ""110071054734""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,NPI,STEEL,NPI,RNDRNG_NPI,1176695,2541258.0,1207473.0,97.5,0.985,"[
  ""1285191841"",
  ""1730148263"",
  ""1457311599"",
  ""1982126595""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,RNDRNG_NPI,NPI,1176695,1207473.0,2541258.0,97.5,0.985,"[
  ""1508813999"",
  ""1356911069"",
  ""1619027752"",
  ""1568425510""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,NPI,STEEL,NPI,NPI,441623,2541258.0,453202.0,97.4,0.985,"[
  ""1730280512"",
  ""1295023612"",
  ""1720716798"",
  ""1437687159""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_PECOS_PROVIDER_ENROLLMENT,FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,NPI,STEEL,NPI,NPI,441623,2541258.0,453202.0,97.4,0.985,"[
  ""1730280512"",
  ""1295023612"",
  ""1720716798"",
  ""1437687159""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_FEC_CANDIDATES,FED_FEC_CAND_CMTE_LINKAGE,FEC_CAND_ID,STEEL,C1,C1,14768,19142.0,15153.0,97.5,0.985,"[
  ""H8IL09224"",
  ""H4MS02191"",
  ""P60006210"",
  ""H0NJ06214""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FACILITY_AFFILIATION,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,3050,38103.0,3126.0,97.6,0.985,"[
  ""360236"",
  ""140034"",
  ""050231"",
  ""250782""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,RNDRNG_PRVDR_CCN,RNDRNG_PRVDR_CCN,2833,2906.0,3126.0,97.5,0.985,"[
  ""360236"",
  ""140034"",
  ""050231"",
  ""420002""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FACILITY_AFFILIATION,FED_CMS_LTCH,CCN,STEEL,CCN,CCN,303,38103.0,311.0,97.4,0.985,"[
  ""352004"",
  ""182006"",
  ""192037"",
  ""392036""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,FED_CMS_POS_OTHER,FIPS,GEO,FIPS_COUNTY_CODE,FIPS_CNTY_CD,290,296.0,321.0,98.0,0.985,"[
  ""367"",
  ""150"",
  ""053"",
  ""479""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_FRS_FRS_FACILITIES,FED_EPA_FRS_FULL,FRS_ID,STEEL,REGISTRY_ID,REGISTRY_ID,3192631,3277557.0,5300149.0,97.4,0.984,"[
  ""110002951627"",
  ""110071314342"",
  ""110051312744"",
  ""110071054734""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_FRS_FRS_FACILITIES,XC_EPA_CORPORATE_CROSSWALK,FRS_ID,STEEL,REGISTRY_ID,EPA_REGISTRY_ID,3192631,3277557.0,5300149.0,97.4,0.984,"[
  ""110070475090"",
  ""110071780268"",
  ""110002135083"",
  ""110004296208""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,RNDRNG_NPI,NPI,1262885,1296739.0,2541258.0,97.4,0.984,"[
  ""1366104044"",
  ""1508813999"",
  ""1447522503"",
  ""1912005216""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,NPI,STEEL,NPI,RNDRNG_NPI,1262885,2541258.0,1296739.0,97.4,0.984,"[
  ""1114214301"",
  ""1275603086"",
  ""1215285689"",
  ""1013960095""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_PROVIDER,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,NPI,NPI,1262885,1296739.0,2541258.0,97.4,0.984,"[
  ""1366104044"",
  ""1508813999"",
  ""1447522503"",
  ""1912005216""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,FED_CMS_MEDICARE_PROVIDER,NPI,STEEL,NPI,NPI,1262885,2541258.0,1296739.0,97.4,0.984,"[
  ""1215918826"",
  ""1225792641"",
  ""1720099682"",
  ""1689699597""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,NPI,STEEL,RFRG_NPI,NPI,371231,381228.0,2541258.0,97.4,0.984,"[
  ""1144367772"",
  ""1164484325"",
  ""1689636375"",
  ""1528616885""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,RFRG_NPI,NPI,371231,381228.0,2541258.0,97.4,0.984,"[
  ""1366104044"",
  ""1568425510"",
  ""1982220281"",
  ""1922663053""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_FEC_CAND_CMTE_LINKAGE,FED_FEC_COMMITTEES,FEC_CMTE_ID,STEEL,C4,C1,15822,16251.0,38693.0,97.4,0.984,"[
  ""C00636761"",
  ""C00813261"",
  ""C00818948"",
  ""C00712760""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_DIALYSIS,FED_CMS_FACILITY_AFFILIATION,CCN,STEEL,CCN,CCN,7353,7557.0,38103.0,97.3,0.984,"[
  ""452636"",
  ""352503"",
  ""262501"",
  ""092527""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_ATF_FFL,FED_ATF_FFL_LOCATIONS,COUNTRY,GEO,COUNTRY,ATTRIBUTES_COUNTRY,3,5.0,3.0,100.0,0.984,"[
  ""PRI"",
  ""USA"",
  ""VIR""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,NPI,STEEL,NPI,NPI,1991160,2047826.0,2541258.0,97.2,0.983,"[
  ""1447361555"",
  ""1144367772"",
  ""1083827380"",
  ""1306062245""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,FED_CMS_PECOS_PROVIDER_ENROLLMENT,NPI,STEEL,NPI,NPI,1991160,2047826.0,2541258.0,97.2,0.983,"[
  ""1386332518"",
  ""1235824574"",
  ""1851044812"",
  ""1023217692""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,FED_CMS_PART_D_PRESCRIBERS,NPI,STEEL,RFRG_NPI,NPI,370529,381228.0,1416883.0,97.2,0.983,"[
  ""1194799965"",
  ""1306512108"",
  ""1992095467"",
  ""1346339751""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HCRIS,FED_CMS_LTCH,CCN,STEEL,PROVIDER_CCN,CCN,302,6040.0,311.0,97.1,0.983,"[
  ""352004"",
  ""182006"",
  ""312014"",
  ""192037""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,RNDRNG_PRVDR_CCN,RNDRNG_PRVDR_CCN,2954,3044.0,3126.0,97.0,0.982,"[
  ""360236"",
  ""140034"",
  ""050231"",
  ""420002""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOSPITAL_ENROLLMENTS,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,2820,5966.0,2906.0,97.0,0.982,"[
  ""450148"",
  ""420010"",
  ""240100"",
  ""060125""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_COURTLISTENER_COURTHOUSES,FED_COURTLISTENER_DOCKETS,CL_COURT_ID,STEEL,COURT_ID,COURT_ID,2134,3286.0,2199.0,97.0,0.982,"[
  ""NYHYDEPKJUSTCT"",
  ""OHCTINSOLVCUYAH"",
  ""NJSUPERBERGEN"",
  ""OHCTCOMPLSUMMIT""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,FED_EPA_SDWA_SDWA_SERVICE_AREAS,PWSID,STEEL,PWSID,PWSID,366538,413877.0,378450.0,96.9,0.981,"[
  ""AL0001433"",
  ""063503114"",
  ""CA1000217"",
  ""CA1000315""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q3,FED_SEC_EDGAR_FINANCIALS,EIN,STEEL,EIN,EIN,4346,4494.0,5771.0,96.7,0.98,"[
  ""860766246"",
  ""272978010"",
  ""310411980"",
  ""202714444""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,FED_CMS_PARTD_PRESCRIBER_DRUG,NPI,STEEL,NPI,Prscrbr_NPI,6278,6510.0,1057566.0,96.4,0.979,"[
  ""1407839806"",
  ""1447259742"",
  ""1013177369"",
  ""1093801581""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_SDWA_SDWA_SERVICE_AREAS,FED_EPA_SDWA_SDWA_SITE_VISITS,PWSID,STEEL,PWSID,PWSID,257087,378450.0,267052.0,96.3,0.978,"[
  ""WV9930006"",
  ""IL0078642"",
  ""SC2960013"",
  ""VA4087400""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_SDWA_SDWA_LCR_SAMPLES,FED_EPA_SDWA_SDWA_SITE_VISITS,PWSID,STEEL,PWSID,PWSID,86577,89800.0,267052.0,96.4,0.978,"[
  ""WA5341150"",
  ""WI2670393"",
  ""MI0001327"",
  ""MO3079537""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_HHS_OIG_LEIE,FED_SAM_EXCLUSIONS_FULL_R2,NPI,STEEL,NPI,NPI,4595,8503.0,4770.0,96.3,0.978,"[
  ""1194716001"",
  ""1982697413"",
  ""1093701039"",
  ""1780955195""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOSPITAL_GENERAL,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,3012,5268.0,3126.0,96.4,0.978,"[
  ""360236"",
  ""140034"",
  ""050231"",
  ""250782""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_FEC_COMMITTEES,FED_FEC_LEADERSHIP_PAC,FEC_CAND_ID,STEEL,C15,FEC_CANDIDATE_ID,7772,14591.0,8076.0,96.2,0.977,"[
  ""H4PA14106"",
  ""H8GA06369"",
  ""H2WV01110"",
  ""H2MI13311""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HCRIS,FED_CMS_HOSPITAL_ENROLLMENTS,CCN,STEEL,PROVIDER_CCN,CCN,5738,6040.0,5966.0,96.2,0.977,"[
  ""161359"",
  ""140034"",
  ""360236"",
  ""050231""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q3,FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,EIN,EIN,4320,4494.0,4501.0,96.1,0.977,"[
  ""320610316"",
  ""383993849"",
  ""760582150"",
  ""453560292""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOSPITAL_ENROLLMENTS,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,3004,5966.0,3126.0,96.1,0.977,"[
  ""360236"",
  ""140034"",
  ""050231"",
  ""250782""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q2,FED_SEC_EDGAR_FINANCIALS,CIK,STEEL,CIK,CIK,5841,6081.0,8112.0,96.1,0.976,"[
  ""0000733269"",
  ""0001694617"",
  ""0001130144"",
  ""0001163389""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q4,FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,EIN,EIN,4133,4663.0,4305.0,96.0,0.976,"[
  ""272978010"",
  ""860766246"",
  ""871779429"",
  ""310411980""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_HOSPITAL_ENROLLMENTS,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,CCN,STEEL,CCN,RNDRNG_PRVDR_CCN,2921,5966.0,3044.0,96.0,0.976,"[
  ""450148"",
  ""420010"",
  ""240100"",
  ""050441""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_IRS_990,FED_IRS_BMF,EIN,STEEL,EIN,EIN,192,200.0,1974830.0,96.0,0.976,"[
  ""853982923"",
  ""870430188"",
  ""631048934"",
  ""471079440""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q3,FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,EIN,EIN,4471,4686.0,4663.0,95.9,0.975,"[
  ""860766246"",
  ""272978010"",
  ""202714444"",
  ""130872805""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q2,FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,EIN,EIN,4305,4508.0,4494.0,95.8,0.975,"[
  ""272978010"",
  ""860766246"",
  ""202714444"",
  ""130872805""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,FED_CMS_ORDER_AND_REFERRING,NPI,STEEL,NPI,NPI,1929287,2047826.0,2018350.0,95.6,0.974,"[
  ""1386060887"",
  ""1093484438"",
  ""1568195121"",
  ""1508537762""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q2,FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,EIN,EIN,4480,4744.0,4686.0,95.6,0.974,"[
  ""251724540"",
  ""320610316"",
  ""383993849"",
  ""760582150""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q4,FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,EIN,EIN,4309,4663.0,4508.0,95.6,0.974,"[
  ""320610316"",
  ""383993849"",
  ""760582150"",
  ""134004153""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q4,FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,EIN,EIN,4049,4501.0,4236.0,95.6,0.974,"[
  ""391795614"",
  ""330963637"",
  ""592262718"",
  ""731373454""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_NPDES_NPDES_QNCR_HISTORY,FED_EPA_NPDES_NPDES_SE_VIOLATIONS,NPDES_ID,STEEL,NPDES_ID,NPDES_ID,72963,690126.0,76438.0,95.5,0.973,"[
  ""FLR20FY27"",
  ""GMG290044"",
  ""CA0103179"",
  ""KYG500035""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_POS_OTHER,FED_EPA_EGRID_PLANT_2022,FIPS,GEO,FIPS_CNTY_CD,PLANT_FIPS_COUNTY_CODE,245,321.0,255.0,96.1,0.973,"[
  ""457"",
  ""233"",
  ""285"",
  ""277""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_IRS_990,FED_IRS_EO_BMF,EIN,STEEL,EIN,EIN,191,200.0,1983563.0,95.5,0.973,"[
  ""853982923"",
  ""562056523"",
  ""470550989"",
  ""842841237""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,FED_CMS_NURSING_HOME_PENALTIES,CCN,STEEL,CMS_CERTIFICATION_NUMBER_CCN,CMS_CERTIFICATION_NUMBER_CCN,6446,13686.0,6771.0,95.2,0.971,"[
  ""265379"",
  ""106138"",
  ""056111"",
  ""395498""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q1,FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,EIN,EIN,4097,4305.0,4508.0,95.2,0.971,"[
  ""870426358"",
  ""330963637"",
  ""592262718"",
  ""431128385""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_NPDES_NPDES_NAICS,FED_EPA_NPDES_NPDES_SICS,NPDES_ID,STEEL,NPDES_ID,NPDES_ID,291620,306831.0,715074.0,95.0,0.97,"[
  ""AL0079324"",
  ""AKR10H0V3"",
  ""ALR10A850"",
  ""ALR10B908""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CMS_NPPES,FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS,NPI,STEEL,NPI,NPI,6879,9606683.0,7239.0,95.0,0.97,"[
  ""1447749759"",
  ""1316526858"",
  ""1124655055"",
  ""1699462085""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
IRS527_8871_ORGS,IRS527_8872_REPORTS,EIN,STEEL,EIN,EIN,3940,58915.0,4150.0,94.9,0.97,"[
  ""205443354"",
  ""844129154"",
  ""813408016"",
  ""010714791""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CDC_INJURY_VIOLENCE_COUNTY,XC_VERA_INCARCERATION_TRENDS,FIPS,GEO,GEOID,COUNTY_FIPS,3075,3144.0,3075.0,100.0,0.97,"[
  ""37069"",
  ""01021"",
  ""49013"",
  ""42027""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_SDWA_SDWA_LCR_SAMPLES,FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,PWSID,STEEL,PWSID,PWSID,85097,89800.0,258445.0,94.8,0.969,"[
  ""KY1030375"",
  ""GA1570088"",
  ""ID6150001"",
  ""NC1088013""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q2,FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,EIN,EIN,4424,4744.0,4663.0,94.9,0.969,"[
  ""860766246"",
  ""272978010"",
  ""202714444"",
  ""130872805""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2025Q4,FED_SEC_EDGAR_FINANCIALS,EIN,STEEL,EIN,EIN,4270,4501.0,5771.0,94.9,0.969,"[
  ""320610316"",
  ""731373454"",
  ""431128385"",
  ""593410234""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
IRS527_8872_REPORTS,IRS527_DIRECTORS_OFFICERS,EIN,STEEL,EIN,EIN,3939,4150.0,58881.0,94.9,0.969,"[
  ""562429902"",
  ""824985304"",
  ""844129154"",
  ""010714791""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CDC_DRUG_POISONING_COUNTY,XC_VERA_INCARCERATION_TRENDS,FIPS,GEO,FIPS,COUNTY_FIPS,3074,3141.0,3075.0,100.0,0.969,"[
  ""28107"",
  ""27067"",
  ""05071"",
  ""05037""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_ECHO,FED_EPA_GHGRP_FACILITY,FIPS,GEO,FAC_FIPS_CODE,COUNTY_FIPS,2163,3232.0,2163.0,100.0,0.969,"[
  ""26159"",
  ""48285"",
  ""01101"",
  ""55117""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_FEC_BULK_COMMITTEES,FED_FEC_COMMITTEE_TO_CANDIDATE,FEC_CMTE_ID,STEEL,FEC_CMTE_ID,CMTE_ID,5939,20007.0,6270.0,94.7,0.968,"[
  ""C00890020"",
  ""C00837427"",
  ""C00487827"",
  ""C00693531""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q3,FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,EIN,EIN,4072,4686.0,4305.0,94.6,0.968,"[
  ""621721435"",
  ""383993849"",
  ""760582150"",
  ""871240344""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_SEC_DERA_SUB_2024Q1,FED_SEC_DERA_SUB_2024Q2,EIN,STEEL,EIN,EIN,4009,4238.0,4744.0,94.6,0.968,"[
  ""251724540"",
  ""383993849"",
  ""760582150"",
  ""871240344""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_HRSA_HPSA_PRIMARY_CARE,FED_HRSA_SHORTAGE_AREAS,FIPS,GEO,COMMON_STATE_COUNTY_FIPS_CODE,COMMON_STATE_COUNTY_FIPS_CODE,3234,3234.0,3290.0,100.0,0.968,"[
  ""53009"",
  ""13227"",
  ""13229"",
  ""48363""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CDC_INJURY_VIOLENCE_COUNTY,FED_EPA_ECHO,FIPS,GEO,GEOID,FAC_FIPS_CODE,3141,3144.0,3232.0,99.9,0.968,"[
  ""54013"",
  ""27091"",
  ""19119"",
  ""41039""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CDC_DRUG_POISONING_COUNTY,FED_EPA_ECHO,FIPS,GEO,FIPS,FAC_FIPS_CODE,3136,3141.0,3232.0,99.8,0.968,"[
  ""54013"",
  ""27091"",
  ""19119"",
  ""41039""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_CDC_DRUG_POISONING_COUNTY,FED_CDC_INJURY_VIOLENCE_COUNTY,FIPS,GEO,FIPS,GEOID,3135,3141.0,3144.0,99.8,0.968,"[
  ""53041"",
  ""19095"",
  ""26159"",
  ""48285""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_ECHO,XC_VERA_INCARCERATION_TRENDS,FIPS,GEO,FAC_FIPS_CODE,COUNTY_FIPS,3073,3232.0,3075.0,99.9,0.968,"[
  ""37069"",
  ""01021"",
  ""49013"",
  ""42027""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_ECHO,FED_EPA_TRI_FACILITY,FIPS,GEO,FAC_FIPS_CODE,STATE_COUNTY_FIPS_CODE,2852,3232.0,2855.0,99.9,0.968,"[
  ""18029"",
  ""51085"",
  ""39083"",
  ""31145""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
FED_EPA_ECHO,FED_USDA_RD_MFH_ACTIVE_PROJECTS,FIPS,GEO,FAC_FIPS_CODE,STATE_COUNTY_FIPS_CODE,2724,3232.0,2725.0,100.0,0.968,"[
  ""18029"",
  ""21165"",
  ""51085"",
  ""39083""
]",8283dd47ad1d468f,2026-08-18 18:08:29.356000
