database,schema,table,layer,status,source_family,domain,row_count_live,row_count_error,bytes,column_count,grain,spine_wired,has_entity_grade_key,carries_measured_spine_edge,created,last_altered,data_quality_flags
LIBRARY_RAW,LANDING,FED_DOJ_EPSTEIN_LIBRARY,landing,active,FED_DOJ,,777,,28160,4,one link observed on one listing page on one day,False,False,False,2026-06-11 09:52:41.568000-07:00,2026-07-12 12:09:13.119000-07:00,
LIBRARY_RAW,LANDING,FED_DOL_OFLC,landing,active,FED_DOL,,664616,,109474304,263,one row = one OFLC case determination (application record),False,False,False,2026-07-01 15:19:41.345000-07:00,2026-07-12 12:09:08.825000-07:00,
LIBRARY_RAW,LANDING,FED_ED_NCES_CIP_CODES,landing,active,FED_ED,,2318,,310784,11,,False,False,False,2026-08-07 13:19:13.554000-07:00,2026-08-07 13:19:16.159000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS,landing,active,FED_EPA,,112373,,3919360,13,,True,True,False,2026-08-06 12:20:24.150000-07:00,2026-08-06 12:20:26.850000-07:00,
LIBRARY_RAW,LANDING,FED_FJC_IDB_BANKRUPTCY,landing,active,FED_FJC,,6965441,,583996928,90,,False,True,False,2026-08-05 22:42:03.301000-07:00,2026-08-05 23:09:52.612000-07:00,
LIBRARY_RAW,LANDING,FED_HRSA_HPSA_PRIMARY_CARE,landing,active,FED_HRSA,,79158,,3090432,69,,False,False,False,2026-08-07 11:54:19.451000-07:00,2026-08-07 11:54:26.016000-07:00,
LIBRARY_RAW,LANDING,FED_USASPENDING_TAS_FILTER_TREE,landing,active,FED_USASPENDING,,92,,4608,8,,False,False,False,2026-08-07 13:20:55.589000-07:00,2026-08-07 13:20:57.215000-07:00,
LIBRARY_RAW,LANDING,FED_FJC_SERVICE,landing,active,FED_FJC,,4766,,428032,33,"one row = one judicial appointment (nid, sequence)",False,False,False,2026-06-30 20:47:39.822000-07:00,2026-07-12 12:09:09.439000-07:00,
LIBRARY_RAW,LANDING,FED_FRACFOCUS_WATER_SOURCE,landing,active,FED_FRACFOCUS,,23747,,2320896,12,,False,False,False,2026-08-05 14:36:33.227000-07:00,2026-08-05 14:36:35.054000-07:00,
LIBRARY_RAW,LANDING,FED_OCC_NATIONAL_BANKS_BY_NAME,landing,active,FED_OCC,,62,,3584,10,,False,False,False,2026-08-07 12:07:58.600000-07:00,2026-08-07 12:08:00.070000-07:00,
LIBRARY_RAW,LANDING,FED_USGS_WBD_HUC8,landing,active,FED_USGS,,2456,,348160,19,,False,False,False,2026-08-07 18:43:02.926000-07:00,2026-08-07 18:43:04.488000-07:00,
LIBRARY_RAW,LANDING,INTL_ELECTIONS_CANADA_CONTRIBUTIONS,landing,active,INTL_ELECTIONS,,12646465,,362405376,30,,False,False,False,2026-08-07 18:49:14.477000-07:00,2026-08-07 18:50:56.304000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_A6A6A74172,landing,active,PORTAL_ARC,,118,,324096,21,one row = one record,False,True,False,2026-06-23 21:49:06.237000-07:00,2026-07-01 09:07:07.021000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350,landing,active,PORTAL_ARC,,531,,46592,18,one row = one record,False,False,False,2026-06-23 22:24:47.013000-07:00,2026-07-01 09:08:00.123000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_E59BD7CF06,landing,active,PORTAL_ARC,,659,,43008,28,one row = one record,False,False,False,2026-06-23 22:25:25.156000-07:00,2026-07-01 09:06:56.487000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ORANGE_COUNTY_OP_DD64A3F2B8,landing,active,PORTAL_ARC,,31,,6656,28,one row = one record,False,False,False,2026-06-23 22:15:38.170000-07:00,2026-07-01 09:07:29.117000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_6720A5FF25,landing,active,PORTAL_ARC,,5,,4608,37,one row = one record,False,False,False,2026-06-23 22:12:27.995000-07:00,2026-07-01 09:07:47.550000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,landing,active,PORTAL_ARC,,38,,81408,34,one row = one record,False,True,False,2026-06-23 21:47:22.750000-07:00,2026-07-01 09:07:26.367000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,landing,active,PORTAL_ARC,,66,,39424,78,one row = one record,False,True,False,2026-06-23 21:48:29.855000-07:00,2026-07-01 09:07:24.137000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_B98053323B,landing,active,PORTAL_CKA,,4,,1536,6,one row = one record,False,False,False,2026-07-02 16:06:07.089000-07:00,2026-07-02 16:06:08.733000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_22A43DBE5F,landing,active,PORTAL_CKA,,9465,,224768,11,one row = one record,False,False,False,2026-07-02 16:37:43.093000-07:00,2026-07-02 16:37:45.080000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_2ED954C361,landing,active,PORTAL_CKA,,297,,19968,13,one row = one record,False,False,False,2026-07-02 14:38:54.966000-07:00,2026-07-02 14:38:56.718000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_B5EB095BC3,landing,active,PORTAL_CKA,,575,,21504,21,one row = one record,False,False,False,2026-07-02 16:22:07.879000-07:00,2026-07-02 16:22:10.100000-07:00,
LIBRARY_RAW,LANDING,FED_PBGC_DATA,landing,active,FED_PBGC,,140454,,3868672,13,"one row = one aggregate statistic (by program, year, and metric) within a data table; individual plan-level microdata not directly exposed on this page",False,False,False,2026-07-02 10:35:34.752000-07:00,2026-08-22 16:07:08.660000-07:00,
LIBRARY_RAW,LANDING,FED_USGS_ORPHANED_OIL_GAS_WELLS,landing,active,FED_USGS,,117672,,2844160,26,,False,False,False,2026-08-07 21:40:43.034000-07:00,2026-08-07 21:40:46.409000-07:00,
LIBRARY_RAW,LANDING,INTL_EU_SOCTA_EUROPOL,landing,active,INTL_EU,,26,,4096,19,one row = one published report (PDF document with metadata),False,False,False,2026-07-02 12:44:24.155000-07:00,2026-07-12 12:09:04.220000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_7B1D4C8E25,landing,active,PORTAL_ARC,,92,,18944,36,one row = one record,False,False,False,2026-06-23 22:19:24.011000-07:00,2026-07-01 09:07:44.791000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_619A8F0A78,landing,active,PORTAL_ARC,,642,,256512,106,one row = one record,False,True,False,2026-06-23 21:33:32.470000-07:00,2026-07-01 09:08:11.221000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B,landing,active,PORTAL_ARC,,1017,,20902400,20,one row = one record,False,False,False,2026-06-23 22:27:25.028000-07:00,2026-07-01 09:08:15.066000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_LOUISVILLE_OPEN_E92145C6D2,landing,active,PORTAL_ARC,,18,,4096,17,one row = one record,False,False,False,2026-06-23 22:14:36.218000-07:00,2026-07-01 09:07:08.882000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,landing,active,PORTAL_ARC,,189,,101888,79,one row = one record,False,True,False,2026-06-23 21:49:54.137000-07:00,2026-07-01 09:07:00.593000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_EA7ADF4848,landing,active,PORTAL_ARC,,23,,9728,37,one row = one record,False,False,False,2026-06-23 22:15:03.672000-07:00,2026-07-01 09:08:07.821000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_HOUSTON_OPEN_DAT_21FF930703,landing,active,PORTAL_CKA,,10000,,420864,17,one row = one record,False,False,False,2026-07-02 16:40:16.847000-07:00,2026-07-02 16:40:19.615000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_HOUSTON_OPEN_DAT_702315B033,landing,active,PORTAL_CKA,,1056,,57344,15,one row = one record,False,False,False,2026-07-02 14:49:24.525000-07:00,2026-07-02 14:49:26.185000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_4F4EC0066B,landing,active,PORTAL_CKA,,306,,12288,13,one row = one record,False,False,False,2026-07-02 16:18:44.197000-07:00,2026-07-02 16:18:46.316000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_90026D479A,landing,active,PORTAL_CKA,,10000,,280576,12,one row = one record,False,False,False,2026-07-02 16:40:27.048000-07:00,2026-07-02 16:40:29.153000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_03D9D0D534,landing,active,PORTAL_CKA,,1439,,72704,17,one row = one record,False,False,False,2026-07-02 14:54:42.050000-07:00,2026-07-02 14:54:43.873000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_3EF90F6EEF,landing,active,PORTAL_CKA,,8388,,480256,11,one row = one record,False,False,False,2026-07-02 16:37:05.525000-07:00,2026-07-02 16:37:07.543000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_50096DDB0E,landing,active,PORTAL_CKA,,10000,,705024,13,one row = one record,False,False,False,2026-07-02 16:48:56.323000-07:00,2026-07-02 16:48:58.637000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_13AC1849E2,landing,active,PORTAL_CKA,,10000,,460800,16,one row = one record,False,False,False,2026-07-02 16:46:44.153000-07:00,2026-07-02 16:46:45.936000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_D06A042788,landing,active,PORTAL_CKA,,928,,66560,19,one row = one record,False,False,False,2026-07-02 14:47:59.384000-07:00,2026-07-02 14:48:01.521000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_E078D81651,landing,active,PORTAL_CKA,,902,,116224,36,one row = one record,False,False,False,2026-07-02 14:47:48.841000-07:00,2026-07-02 14:47:50.639000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_876760587A,landing,active,PORTAL_CKA,,8,,2560,15,one row = one record,False,False,False,2026-07-02 14:11:43.258000-07:00,2026-07-02 14:11:44.918000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_D35D991FBA,landing,active,PORTAL_CKA,,2432,,262144,21,one row = one record,False,False,False,2026-07-02 16:28:13.016000-07:00,2026-07-02 16:28:15.101000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_070A16004D,landing,active,PORTAL_CKA,,410,,44544,35,one row = one record,False,False,False,2026-07-02 14:41:17.232000-07:00,2026-07-02 14:41:18.939000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_130E50E683,landing,active,PORTAL_CKA,,10000,,165376,12,one row = one record,False,False,False,2026-07-02 16:45:06.430000-07:00,2026-07-02 16:45:08.559000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_4A48DEDEFA,landing,active,PORTAL_CKA,,749,,876544,11,one row = one record,False,False,False,2026-07-02 14:46:32.290000-07:00,2026-07-02 14:46:34.083000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_A1B3BC6C07,landing,active,PORTAL_CKA,,5410,,299520,19,one row = one record,False,False,False,2026-07-02 16:34:53.181000-07:00,2026-07-02 16:34:54.965000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_6AC4CB010C,landing,active,PORTAL_CKA,,45,,14848,6,one row = one record,False,False,False,2026-07-02 14:21:58.851000-07:00,2026-07-02 14:22:00.705000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_COLORADO_INFORMA_F9498D9B7F,landing,active,PORTAL_SOC,,2000,,161280,24,one row = one record,False,True,False,2026-06-23 21:40:59.643000-07:00,2026-07-01 09:08:35.038000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_OREGON_OPEN_DATA_E338C547C2,landing,active,PORTAL_SOC,,2000,,41984,15,one row = one record,False,True,False,2026-06-23 21:44:37.505000-07:00,2026-07-01 09:07:14.352000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_3967E73A16,landing,active,PORTAL_SOC,,2000,,927232,28,one row = one record,False,True,False,2026-06-23 22:10:23.533000-07:00,2026-07-01 09:07:36.012000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_DC_9A20CE1FC5,landing,active,PORTAL_ARC,,2000,,239616,56,one row = one record,False,True,False,2026-06-23 21:37:15.925000-07:00,2026-07-01 09:07:34.607000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_B4C5E99B0A,landing,active,PORTAL_CKA,,10000,,1111040,70,one row = one record,False,False,False,2026-07-02 16:05:11.290000-07:00,2026-07-02 16:05:14.291000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_490B55C81B,landing,active,PORTAL_CKA,,6160,,435712,25,one row = one record,False,False,False,2026-07-02 15:09:41.583000-07:00,2026-07-02 15:09:43.577000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_7F118FAE1C,landing,active,PORTAL_CKA,,15,,3072,7,one row = one record,False,False,False,2026-07-02 16:07:52.788000-07:00,2026-07-02 16:07:54.855000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_6DFA4FF30D,landing,active,PORTAL_CKA,,9993,,214016,15,one row = one record,False,False,False,2026-07-02 16:58:04.213000-07:00,2026-07-02 16:58:06.358000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_6CE5E8B218,landing,active,PORTAL_CKA,,2430,,208384,18,one row = one record,False,False,False,2026-07-02 16:28:25.813000-07:00,2026-07-02 16:28:27.977000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_0E84D71B5D,landing,active,PORTAL_CKA,,112,,24576,27,one row = one record,False,False,False,2026-07-02 14:32:39.642000-07:00,2026-07-02 14:32:41.332000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_A1A1E9BA90,landing,active,PORTAL_CKA,,45,,5120,18,one row = one record,False,False,False,2026-07-02 14:21:48.604000-07:00,2026-07-02 14:21:50.429000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_TAMPA_OPEN_DATA_3DAE51799D,landing,active,PORTAL_CKA,,266,,6656,13,one row = one record,False,False,False,2026-07-02 16:18:00.059000-07:00,2026-07-02 16:18:01.814000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_1598EAD304,landing,active,PORTAL_CKA,,10000,,276480,19,one row = one record,False,False,False,2026-07-02 15:48:50.235000-07:00,2026-07-02 15:48:52.133000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_D5D649203D,landing,active,PORTAL_CKA,,10000,,2242560,97,one row = one record,False,False,False,2026-07-02 16:05:23.031000-07:00,2026-07-02 16:05:25.828000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_092B06E590,landing,active,PORTAL_CKA,,1327,,308736,18,one row = one record,False,False,False,2026-07-02 14:53:21.971000-07:00,2026-07-02 14:53:23.794000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_4A80359B95,landing,active,PORTAL_CKA,,215,,813056,26,one row = one record,False,False,False,2026-07-02 14:37:04.913000-07:00,2026-07-02 14:37:06.615000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_BB0184F847,landing,active,PORTAL_CKA,,427,,36864,22,one row = one record,False,False,False,2026-07-02 14:40:54.462000-07:00,2026-07-02 14:40:56.193000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_F2CF388E3D,landing,active,PORTAL_CKA,,90,,21504,19,one row = one record,False,False,False,2026-07-02 14:30:32.728000-07:00,2026-07-02 14:30:34.539000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_MESA_CITY_DATA_H_1D5C4ED269,landing,active,PORTAL_SOC,,598,,14848,11,one row = one record,False,False,False,2026-06-23 22:50:27.852000-07:00,2026-07-01 09:07:59.279000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_SF_OPENDATA_DATA_79618299A6,landing,active,PORTAL_SOC,,2000,,290304,41,one row = one record,False,False,False,2026-06-23 22:49:12.411000-07:00,2026-07-01 09:07:30.319000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_4B47FCCAE8,landing,active,PORTAL_SOC,,4992,,172544,12,one row = one record,False,False,False,2026-06-26 20:46:45.922000-07:00,2026-07-01 09:08:22.599000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_ACB06F036D,landing,active,PORTAL_SOC,,2000,,928768,26,one row = one record,False,True,False,2026-06-23 22:10:10.397000-07:00,2026-07-01 09:07:03.757000-07:00,
LIBRARY_RAW,LANDING,TX_LOBBY_ENTERTAINMENT,landing,active,TX_LOBBY,,2836,,161792,38,one row = one entertainment record,False,False,False,2026-08-05 14:31:52.759000-07:00,2026-08-05 14:31:54.430000-07:00,
LIBRARY_RAW,LANDING,XC_CENSUS_CB_STATE,landing,active,XC_CENSUS,,56,,3605504,14,,False,False,False,2026-08-22 12:42:14.976000-07:00,2026-08-22 12:42:19.540000-07:00,
LIBRARY_RAW,LANDING,XC_ICIJ_OFFSHORE_NODES_ENTITIES,landing,active,XC_ICIJ,,814344,,22363136,24,,False,False,False,2026-08-07 22:02:39.313000-07:00,2026-08-07 22:02:51.249000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_FD8FCE5DEA,landing,active,PORTAL_CKA,,797,,19968,8,one row = one record,False,False,False,2026-07-02 16:23:20.195000-07:00,2026-07-02 16:23:21.883000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_AA199B616A,landing,active,PORTAL_SOC,,5000,,517632,23,one row = one record,False,False,False,2026-06-26 20:46:52.797000-07:00,2026-07-01 09:07:16.590000-07:00,
LIBRARY_RAW,LANDING,FED_CDC_LEADING_CAUSES_STATE,landing,active,FED_CDC,,10868,,180736,9,one row = one state x year x leading cause of death,False,False,False,2026-08-09 11:18:25.433000-07:00,2026-08-09 11:18:26.924000-07:00,
LIBRARY_RAW,LANDING,FED_FDA_DEVICE_CLASSIFICATION,landing,active,FED_FDA,,1,,4568576,4,device classifications (in RAW:results),False,False,False,2026-08-22 16:05:43.432000-07:00,2026-08-22 16:05:48.495000-07:00,
LIBRARY_RAW,LANDING,FED_DHS_YEARBOOK,landing,active,FED_DHS,,27,,2560,14,"one row = one immigration event or person-category aggregate (varies by table; e.g. LPR by country of birth, enforcement actions by type)",False,False,False,2026-07-01 15:05:55.520000-07:00,2026-07-12 12:09:12.341000-07:00,
LIBRARY_RAW,LANDING,FED_FDA_DEVICE_ENFORCEMENT__STAGING,landing,active,FED_FDA,,0,,0,4,,False,False,False,2026-08-22 16:06:22.344000-07:00,2026-08-22 16:06:22.569000-07:00,
LIBRARY_RAW,LANDING,FED_FDIC_BANK_DATA,landing,active,FED_FDIC,,27836,,6981632,164,"one row = one financial institution, branch, failure event, or financial report record (varies by endpoint)",False,True,False,2026-08-11 07:36:00.548000-07:00,2026-08-11 07:36:46.276000-07:00,
LIBRARY_RAW,LANDING,FED_USCIS_DATA,landing,active,FED_USCIS,,3204,,73216,19,one row = one form-type/category/country/quarter combination with associated counts,False,False,False,2026-07-02 11:06:27.800000-07:00,2026-07-12 12:09:12.455000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_NPDES_ICIS_FACILITIES,landing,active,FED_EPA,,1213737,,63245312,17,,True,True,False,2026-08-06 12:18:34.025000-07:00,2026-08-06 12:18:44.108000-07:00,
LIBRARY_RAW,LANDING,FED_FDA_CAERS,landing,active,FED_FDA,,1,,6367744,4,cosmetic adverse event reports (in RAW:results),False,False,False,2026-08-22 16:06:39.513000-07:00,2026-08-22 16:06:47.529000-07:00,
LIBRARY_RAW,LANDING,FED_FHFA_SUSPENDED_COUNTERPARTY,landing,active,FED_FHFA,,241,,15360,11,,False,False,False,2026-08-05 14:31:59.938000-07:00,2026-08-05 14:32:02.109000-07:00,
LIBRARY_RAW,LANDING,FED_NCUA_CHARTER_MERGER_EVENTS,landing,active,FED_NCUA,,27,,8704,15,,True,True,False,2026-08-07 18:43:09.251000-07:00,2026-08-07 18:43:13.758000-07:00,
LIBRARY_RAW,LANDING,FED_VOTEVIEW_MEMBERS,landing,active,FED_VOTEVIEW,,51061,,2547712,25,one row = one member-congress,True,True,False,2026-06-29 13:52:46.544000-07:00,2026-07-12 12:09:11.602000-07:00,
LIBRARY_RAW,LANDING,INTL_IE_CRO,landing,active,INTL_IE,,821697,,45276672,24,one row = one registered company,False,False,False,2026-08-09 11:19:03.678000-07:00,2026-08-09 11:19:49.484000-07:00,
LIBRARY_RAW,LANDING,INTL_VOETEN_UNGA_VOTES,landing,active,INTL_VOETEN,,1823352,,20180480,14,one row = one entity-year observation,False,False,False,2026-06-27 20:22:12.973000-07:00,2026-07-12 12:08:53.448000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7,landing,active,PORTAL_ARC,,34,,12288,44,one row = one record,False,False,False,2026-06-23 22:16:07.582000-07:00,2026-07-01 09:06:55.553000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D248A81CD8,landing,active,PORTAL_ARC,,2000,,317952,91,one row = one record,False,False,False,2026-06-23 22:31:47.550000-07:00,2026-07-01 09:07:46.309000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C,landing,active,PORTAL_ARC,,2000,,230912,24,one row = one record,False,True,False,2026-06-23 21:37:30.839000-07:00,2026-07-01 09:07:36.848000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_328AF9F277,landing,active,PORTAL_ARC,,6,,8704,78,one row = one record,False,True,False,2026-06-23 21:46:19.444000-07:00,2026-07-01 09:07:47.168000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_FA71372C44,landing,active,PORTAL_ARC,,2000,,1230336,79,one row = one record,False,True,False,2026-06-23 22:02:14.146000-07:00,2026-07-01 09:07:13.243000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_HOUSTON_OPEN_DAT_1439E11E74,landing,active,PORTAL_CKA,,135,,5632,7,one row = one record,False,False,False,2026-07-02 16:16:19.498000-07:00,2026-07-02 16:16:21.350000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_D6143BDC6C,landing,active,PORTAL_CKA,,145,,51200,17,one row = one record,False,False,False,2026-07-02 14:35:08.487000-07:00,2026-07-02 14:35:10.218000-07:00,
LIBRARY_RAW,LANDING,FED_FDA_ESTABLISHMENT_REG,landing,active,FED_FDA,,166,,74656768,4,establishment registration/listing records (in RAW:results),False,False,False,2026-08-05 14:46:01.183000-07:00,2026-08-05 14:49:49.691000-07:00,
LIBRARY_RAW,LANDING,FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,landing,active,FED_SEC,,10398,,293888,7,one row = one CIK+ticker listing,True,True,False,2026-08-10 10:44:05.797000-07:00,2026-08-10 10:44:07.519000-07:00,
LIBRARY_RAW,LANDING,FED_USGS_3DEP,landing,active,FED_USGS,,5000,,6942208,34,one raster tile / mosaic image pixel (~1m resolution) representing ground elevation at a point,False,False,False,2026-07-02 11:14:42.230000-07:00,2026-07-02 11:14:44.415000-07:00,
LIBRARY_RAW,LANDING,INTL_NTI_CNS_DPRK_MISSILE_TESTS,landing,active,INTL_NTI,,303,,77824,22,"one row = one North Korean missile flight test (a launch event), keyed by sequential F-number, with date, missile name/type, launch facility + facility lat/lon, apogee, distance travelled, confirmatio",False,False,False,2026-06-28 09:25:35.362000-07:00,2026-07-12 12:09:02.810000-07:00,
LIBRARY_RAW,LANDING,INTL_UN_SC_CONSOLIDATED_SANCTIONS,landing,active,INTL_UN,,1011,,256000,65,,False,False,False,2026-08-07 18:44:27.639000-07:00,2026-08-07 18:44:29.447000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_D6C1E3B844,landing,active,PORTAL_ARC,,395,,73728,102,one row = one record,False,False,False,2026-06-26 20:38:48.549000-07:00,2026-07-01 09:07:44.993000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_FE2134F2C8,landing,active,PORTAL_ARC,,526,,199168,91,one row = one record,False,True,False,2026-06-23 21:33:09.450000-07:00,2026-07-01 09:08:28.576000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_14C7AA5CCF,landing,active,PORTAL_ARC,,19,,8704,37,one row = one record,False,False,False,2026-06-23 22:14:47.479000-07:00,2026-07-01 09:08:31.240000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_55D5164315,landing,active,PORTAL_ARC,,60,,19968,36,one row = one record,False,False,False,2026-06-23 22:17:57.113000-07:00,2026-07-01 09:07:51.176000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_86A898EF77,landing,active,PORTAL_ARC,,1532,,3298304,78,one row = one record,False,True,False,2026-06-23 21:53:06.661000-07:00,2026-07-01 09:08:03.015000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_CF53830F73,landing,active,PORTAL_CKA,,9,,2048,8,one row = one record,False,False,False,2026-07-02 14:12:05.421000-07:00,2026-07-02 14:12:07.352000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_3972A98745,landing,active,PORTAL_CKA,,25,,4096,7,one row = one record,False,False,False,2026-07-02 16:10:06.286000-07:00,2026-07-02 16:10:08.151000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_C19A7C8625,landing,active,PORTAL_CKA,,4858,,3508224,193,one row = one record,False,True,False,2026-07-02 15:08:07.913000-07:00,2026-07-02 15:08:11.233000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_3319EBF0C5,landing,active,PORTAL_CKA,,1519,,45568,13,one row = one record,False,False,False,2026-07-02 16:26:30.513000-07:00,2026-07-02 16:26:32.425000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_F758E5D16E,landing,active,PORTAL_CKA,,368,,24576,12,one row = one record,False,False,False,2026-07-02 16:19:40.769000-07:00,2026-07-02 16:19:43.093000-07:00,
