model,family,class,slot,status
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,id_integrity,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,rank_in_family,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,share_of_family,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,by_time,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,first_last,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,gaps,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,seasonality,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,by_state,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,by_county_city,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,map_points,hole:no-geo_point-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,geo_concentration,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,mix_by_code,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,mix_over_time,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,code_concentration,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,total_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,typical_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,money_distribution,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,money_top_share,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,round_numbers,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,size_distribution,hole:no-quantity-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,per_noun_rate,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,zero_nouns,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,repeaters,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,noun_concentration,ready
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,per_person,hole:no-population-column
environment__fed_epa_sdwa_sdwa_pn_violation_assoc,violation,event,flag_rates,hole:no-flag-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,how_many,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,row_count_vs_published,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,freshness,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,grain_integrity,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,id_integrity,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,rank_in_family,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,share_of_family,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,by_time,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,first_last,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,gaps,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,seasonality,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,births,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,deaths,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,age_distribution,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,by_state,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,by_county_city,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,map_points,hole:no-geo_point-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,geo_concentration,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,mix_by_code,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,mix_over_time,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,code_concentration,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,total_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,typical_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,money_distribution,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,money_top_share,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,round_numbers,hole:no-money-column
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,size_distribution,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,per_person,ready
environment__fed_epa_sdwa_sdwa_pub_water_systems,program,noun,flag_rates,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,how_many,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,row_count_vs_published,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,freshness,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,grain_integrity,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,id_integrity,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,rank_in_family,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,share_of_family,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,by_time,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,first_last,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,gaps,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,seasonality,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,births,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,deaths,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,age_distribution,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,by_state,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,by_county_city,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,map_points,hole:no-geo_point-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,geo_concentration,hole:no-geo-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,mix_by_code,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,mix_over_time,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,code_concentration,ready
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,total_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,typical_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,money_distribution,hole:no-money-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,money_top_share,hole:no-money-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,round_numbers,hole:no-money-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,size_distribution,hole:no-quantity-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,per_person,hole:no-population-column
environment__fed_epa_sdwa_sdwa_site_visits,facility,noun,flag_rates,hole:no-flag-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,how_many,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,row_count_vs_published,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,freshness,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,grain_integrity,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,id_integrity,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,rank_in_family,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,share_of_family,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,by_time,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,first_last,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,gaps,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,seasonality,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,by_state,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,by_county_city,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,map_points,hole:no-geo_point-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,geo_concentration,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,mix_by_code,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,mix_over_time,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,code_concentration,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,total_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,typical_money,hole:no-money-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,money_distribution,hole:no-money-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,money_top_share,hole:no-money-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,round_numbers,hole:no-money-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,size_distribution,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,per_noun_rate,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,zero_nouns,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,repeaters,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,noun_concentration,ready
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,per_person,hole:no-population-column
environment__fed_epa_sdwa_sdwa_violations_enforcement,action,event,flag_rates,ready
environment__fed_epa_superfund_site_boundaries,place,noun,how_many,ready
environment__fed_epa_superfund_site_boundaries,place,noun,row_count_vs_published,ready
environment__fed_epa_superfund_site_boundaries,place,noun,freshness,ready
environment__fed_epa_superfund_site_boundaries,place,noun,grain_integrity,ready
environment__fed_epa_superfund_site_boundaries,place,noun,id_integrity,ready
environment__fed_epa_superfund_site_boundaries,place,noun,rank_in_family,ready
environment__fed_epa_superfund_site_boundaries,place,noun,share_of_family,ready
environment__fed_epa_superfund_site_boundaries,place,noun,by_time,ready
environment__fed_epa_superfund_site_boundaries,place,noun,first_last,ready
environment__fed_epa_superfund_site_boundaries,place,noun,gaps,ready
environment__fed_epa_superfund_site_boundaries,place,noun,seasonality,ready
environment__fed_epa_superfund_site_boundaries,place,noun,births,ready
environment__fed_epa_superfund_site_boundaries,place,noun,deaths,ready
environment__fed_epa_superfund_site_boundaries,place,noun,age_distribution,ready
environment__fed_epa_superfund_site_boundaries,place,noun,by_state,ready
environment__fed_epa_superfund_site_boundaries,place,noun,by_county_city,ready
environment__fed_epa_superfund_site_boundaries,place,noun,map_points,hole:no-geo_point-column
environment__fed_epa_superfund_site_boundaries,place,noun,geo_concentration,ready
environment__fed_epa_superfund_site_boundaries,place,noun,mix_by_code,ready
environment__fed_epa_superfund_site_boundaries,place,noun,mix_over_time,ready
environment__fed_epa_superfund_site_boundaries,place,noun,code_concentration,ready
environment__fed_epa_superfund_site_boundaries,place,noun,total_money,hole:no-money-column
environment__fed_epa_superfund_site_boundaries,place,noun,typical_money,hole:no-money-column
environment__fed_epa_superfund_site_boundaries,place,noun,money_distribution,hole:no-money-column
environment__fed_epa_superfund_site_boundaries,place,noun,money_top_share,hole:no-money-column
environment__fed_epa_superfund_site_boundaries,place,noun,round_numbers,hole:no-money-column
environment__fed_epa_superfund_site_boundaries,place,noun,size_distribution,ready
environment__fed_epa_superfund_site_boundaries,place,noun,per_person,hole:no-population-column
environment__fed_epa_superfund_site_boundaries,place,noun,flag_rates,hole:no-flag-column
environment__fed_epa_tri_basic_2023,facility,noun,how_many,ready
environment__fed_epa_tri_basic_2023,facility,noun,row_count_vs_published,ready
environment__fed_epa_tri_basic_2023,facility,noun,freshness,ready
environment__fed_epa_tri_basic_2023,facility,noun,grain_integrity,ready
environment__fed_epa_tri_basic_2023,facility,noun,id_integrity,ready
environment__fed_epa_tri_basic_2023,facility,noun,rank_in_family,ready
environment__fed_epa_tri_basic_2023,facility,noun,share_of_family,ready
environment__fed_epa_tri_basic_2023,facility,noun,by_time,ready
environment__fed_epa_tri_basic_2023,facility,noun,first_last,ready
environment__fed_epa_tri_basic_2023,facility,noun,gaps,ready
environment__fed_epa_tri_basic_2023,facility,noun,seasonality,ready
environment__fed_epa_tri_basic_2023,facility,noun,births,ready
environment__fed_epa_tri_basic_2023,facility,noun,deaths,ready
environment__fed_epa_tri_basic_2023,facility,noun,age_distribution,ready
environment__fed_epa_tri_basic_2023,facility,noun,by_state,ready
environment__fed_epa_tri_basic_2023,facility,noun,by_county_city,ready
environment__fed_epa_tri_basic_2023,facility,noun,map_points,ready
environment__fed_epa_tri_basic_2023,facility,noun,geo_concentration,ready
environment__fed_epa_tri_basic_2023,facility,noun,mix_by_code,ready
environment__fed_epa_tri_basic_2023,facility,noun,mix_over_time,ready
environment__fed_epa_tri_basic_2023,facility,noun,code_concentration,ready
environment__fed_epa_tri_basic_2023,facility,noun,total_money,hole:no-money-column
environment__fed_epa_tri_basic_2023,facility,noun,typical_money,hole:no-money-column
environment__fed_epa_tri_basic_2023,facility,noun,money_distribution,hole:no-money-column
environment__fed_epa_tri_basic_2023,facility,noun,money_top_share,hole:no-money-column
environment__fed_epa_tri_basic_2023,facility,noun,round_numbers,hole:no-money-column
environment__fed_epa_tri_basic_2023,facility,noun,size_distribution,ready
environment__fed_epa_tri_basic_2023,facility,noun,per_person,hole:no-population-column
environment__fed_epa_tri_basic_2023,facility,noun,flag_rates,hole:no-flag-column
environment__fed_epa_tri_facility,facility,noun,how_many,ready
environment__fed_epa_tri_facility,facility,noun,row_count_vs_published,ready
environment__fed_epa_tri_facility,facility,noun,freshness,ready
environment__fed_epa_tri_facility,facility,noun,grain_integrity,ready
environment__fed_epa_tri_facility,facility,noun,id_integrity,ready
environment__fed_epa_tri_facility,facility,noun,rank_in_family,ready
environment__fed_epa_tri_facility,facility,noun,share_of_family,ready
environment__fed_epa_tri_facility,facility,noun,by_time,ready
environment__fed_epa_tri_facility,facility,noun,first_last,ready
environment__fed_epa_tri_facility,facility,noun,gaps,ready
environment__fed_epa_tri_facility,facility,noun,seasonality,ready
environment__fed_epa_tri_facility,facility,noun,births,ready
environment__fed_epa_tri_facility,facility,noun,deaths,ready
environment__fed_epa_tri_facility,facility,noun,age_distribution,ready
environment__fed_epa_tri_facility,facility,noun,by_state,ready
environment__fed_epa_tri_facility,facility,noun,by_county_city,ready
environment__fed_epa_tri_facility,facility,noun,map_points,ready
environment__fed_epa_tri_facility,facility,noun,geo_concentration,ready
environment__fed_epa_tri_facility,facility,noun,mix_by_code,ready
environment__fed_epa_tri_facility,facility,noun,mix_over_time,ready
environment__fed_epa_tri_facility,facility,noun,code_concentration,ready
environment__fed_epa_tri_facility,facility,noun,total_money,hole:no-money-column
environment__fed_epa_tri_facility,facility,noun,typical_money,hole:no-money-column
environment__fed_epa_tri_facility,facility,noun,money_distribution,hole:no-money-column
environment__fed_epa_tri_facility,facility,noun,money_top_share,hole:no-money-column
environment__fed_epa_tri_facility,facility,noun,round_numbers,hole:no-money-column
environment__fed_epa_tri_facility,facility,noun,size_distribution,ready
environment__fed_epa_tri_facility,facility,noun,per_person,hole:no-population-column
environment__fed_epa_tri_facility,facility,noun,flag_rates,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,how_many,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,row_count_vs_published,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,freshness,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,grain_integrity,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,id_integrity,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,rank_in_family,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,share_of_family,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,by_time,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,first_last,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,gaps,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,seasonality,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,births,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,deaths,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,age_distribution,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,by_state,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,by_county_city,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,map_points,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,geo_concentration,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,mix_by_code,hole:no-code-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,mix_over_time,hole:no-code-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,code_concentration,hole:no-code-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,total_money,hole:no-money-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,typical_money,hole:no-money-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,money_distribution,hole:no-money-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,money_top_share,hole:no-money-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,round_numbers,hole:no-money-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,size_distribution,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,per_noun_rate,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,zero_nouns,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,repeaters,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,noun_concentration,ready
environment__fed_fracfocus_disclosure_list,filing,event+noun,per_person,hole:no-population-column
environment__fed_fracfocus_disclosure_list,filing,event+noun,flag_rates,hole:no-flag-column
environment__fed_fracfocus_registry,filing,event+noun,how_many,ready
environment__fed_fracfocus_registry,filing,event+noun,row_count_vs_published,ready
environment__fed_fracfocus_registry,filing,event+noun,freshness,ready
environment__fed_fracfocus_registry,filing,event+noun,grain_integrity,ready
environment__fed_fracfocus_registry,filing,event+noun,id_integrity,ready
environment__fed_fracfocus_registry,filing,event+noun,rank_in_family,ready
environment__fed_fracfocus_registry,filing,event+noun,share_of_family,ready
environment__fed_fracfocus_registry,filing,event+noun,by_time,ready
environment__fed_fracfocus_registry,filing,event+noun,first_last,ready
environment__fed_fracfocus_registry,filing,event+noun,gaps,ready
environment__fed_fracfocus_registry,filing,event+noun,seasonality,ready
environment__fed_fracfocus_registry,filing,event+noun,births,ready
environment__fed_fracfocus_registry,filing,event+noun,deaths,ready
environment__fed_fracfocus_registry,filing,event+noun,age_distribution,ready
environment__fed_fracfocus_registry,filing,event+noun,by_state,ready
environment__fed_fracfocus_registry,filing,event+noun,by_county_city,ready
environment__fed_fracfocus_registry,filing,event+noun,map_points,ready
environment__fed_fracfocus_registry,filing,event+noun,geo_concentration,ready
environment__fed_fracfocus_registry,filing,event+noun,mix_by_code,hole:no-code-column
environment__fed_fracfocus_registry,filing,event+noun,mix_over_time,hole:no-code-column
environment__fed_fracfocus_registry,filing,event+noun,code_concentration,hole:no-code-column
environment__fed_fracfocus_registry,filing,event+noun,total_money,hole:no-money-column
environment__fed_fracfocus_registry,filing,event+noun,typical_money,hole:no-money-column
environment__fed_fracfocus_registry,filing,event+noun,money_distribution,hole:no-money-column
environment__fed_fracfocus_registry,filing,event+noun,money_top_share,hole:no-money-column
environment__fed_fracfocus_registry,filing,event+noun,round_numbers,hole:no-money-column
environment__fed_fracfocus_registry,filing,event+noun,size_distribution,ready
environment__fed_fracfocus_registry,filing,event+noun,per_noun_rate,ready
environment__fed_fracfocus_registry,filing,event+noun,zero_nouns,ready
environment__fed_fracfocus_registry,filing,event+noun,repeaters,ready
environment__fed_fracfocus_registry,filing,event+noun,noun_concentration,ready
environment__fed_fracfocus_registry,filing,event+noun,per_person,hole:no-population-column
environment__fed_fracfocus_registry,filing,event+noun,flag_rates,hole:no-flag-column
environment__fed_fracfocus_water_source,filing,event+noun,how_many,ready
environment__fed_fracfocus_water_source,filing,event+noun,row_count_vs_published,ready
environment__fed_fracfocus_water_source,filing,event+noun,freshness,ready
environment__fed_fracfocus_water_source,filing,event+noun,grain_integrity,ready
environment__fed_fracfocus_water_source,filing,event+noun,id_integrity,ready
environment__fed_fracfocus_water_source,filing,event+noun,rank_in_family,ready
environment__fed_fracfocus_water_source,filing,event+noun,share_of_family,ready
environment__fed_fracfocus_water_source,filing,event+noun,by_time,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,first_last,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,gaps,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,seasonality,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,births,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,deaths,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,age_distribution,hole:no-date-column
environment__fed_fracfocus_water_source,filing,event+noun,by_state,ready
environment__fed_fracfocus_water_source,filing,event+noun,by_county_city,ready
environment__fed_fracfocus_water_source,filing,event+noun,map_points,hole:no-geo_point-column
environment__fed_fracfocus_water_source,filing,event+noun,geo_concentration,ready
environment__fed_fracfocus_water_source,filing,event+noun,mix_by_code,hole:no-code-column
environment__fed_fracfocus_water_source,filing,event+noun,mix_over_time,hole:no-code-column
environment__fed_fracfocus_water_source,filing,event+noun,code_concentration,hole:no-code-column
environment__fed_fracfocus_water_source,filing,event+noun,total_money,hole:no-money-column
environment__fed_fracfocus_water_source,filing,event+noun,typical_money,hole:no-money-column
environment__fed_fracfocus_water_source,filing,event+noun,money_distribution,hole:no-money-column
environment__fed_fracfocus_water_source,filing,event+noun,money_top_share,hole:no-money-column
environment__fed_fracfocus_water_source,filing,event+noun,round_numbers,hole:no-money-column
environment__fed_fracfocus_water_source,filing,event+noun,size_distribution,ready
environment__fed_fracfocus_water_source,filing,event+noun,per_noun_rate,ready
environment__fed_fracfocus_water_source,filing,event+noun,zero_nouns,ready
environment__fed_fracfocus_water_source,filing,event+noun,repeaters,ready
environment__fed_fracfocus_water_source,filing,event+noun,noun_concentration,ready
environment__fed_fracfocus_water_source,filing,event+noun,per_person,hole:no-population-column
environment__fed_fracfocus_water_source,filing,event+noun,flag_rates,hole:no-flag-column
environment__fed_nid_dams,asset,noun,how_many,ready
environment__fed_nid_dams,asset,noun,row_count_vs_published,ready
environment__fed_nid_dams,asset,noun,freshness,ready
environment__fed_nid_dams,asset,noun,grain_integrity,ready
environment__fed_nid_dams,asset,noun,id_integrity,ready
environment__fed_nid_dams,asset,noun,rank_in_family,ready
environment__fed_nid_dams,asset,noun,share_of_family,ready
environment__fed_nid_dams,asset,noun,by_time,ready
environment__fed_nid_dams,asset,noun,first_last,ready
environment__fed_nid_dams,asset,noun,gaps,ready
environment__fed_nid_dams,asset,noun,seasonality,ready
environment__fed_nid_dams,asset,noun,births,ready
environment__fed_nid_dams,asset,noun,deaths,ready
environment__fed_nid_dams,asset,noun,age_distribution,ready
environment__fed_nid_dams,asset,noun,by_state,ready
environment__fed_nid_dams,asset,noun,by_county_city,ready
environment__fed_nid_dams,asset,noun,map_points,ready
environment__fed_nid_dams,asset,noun,geo_concentration,ready
environment__fed_nid_dams,asset,noun,mix_by_code,ready
environment__fed_nid_dams,asset,noun,mix_over_time,ready
environment__fed_nid_dams,asset,noun,code_concentration,ready
environment__fed_nid_dams,asset,noun,total_money,hole:no-money-column
environment__fed_nid_dams,asset,noun,typical_money,hole:no-money-column
environment__fed_nid_dams,asset,noun,money_distribution,hole:no-money-column
environment__fed_nid_dams,asset,noun,money_top_share,hole:no-money-column
environment__fed_nid_dams,asset,noun,round_numbers,hole:no-money-column
environment__fed_nid_dams,asset,noun,size_distribution,ready
environment__fed_nid_dams,asset,noun,per_person,hole:no-population-column
environment__fed_nid_dams,asset,noun,flag_rates,ready
environment__fed_noaa_storm_events,action,event,how_many,ready
environment__fed_noaa_storm_events,action,event,row_count_vs_published,ready
environment__fed_noaa_storm_events,action,event,freshness,ready
environment__fed_noaa_storm_events,action,event,grain_integrity,ready
environment__fed_noaa_storm_events,action,event,id_integrity,ready
environment__fed_noaa_storm_events,action,event,rank_in_family,ready
environment__fed_noaa_storm_events,action,event,share_of_family,ready
environment__fed_noaa_storm_events,action,event,by_time,ready
environment__fed_noaa_storm_events,action,event,first_last,ready
environment__fed_noaa_storm_events,action,event,gaps,ready
environment__fed_noaa_storm_events,action,event,seasonality,ready
environment__fed_noaa_storm_events,action,event,by_state,ready
environment__fed_noaa_storm_events,action,event,by_county_city,ready
environment__fed_noaa_storm_events,action,event,map_points,hole:no-geo_point-column
environment__fed_noaa_storm_events,action,event,geo_concentration,ready
environment__fed_noaa_storm_events,action,event,mix_by_code,ready
environment__fed_noaa_storm_events,action,event,mix_over_time,ready
environment__fed_noaa_storm_events,action,event,code_concentration,ready
environment__fed_noaa_storm_events,action,event,total_money,hole:no-money-column
environment__fed_noaa_storm_events,action,event,typical_money,hole:no-money-column
environment__fed_noaa_storm_events,action,event,money_distribution,hole:no-money-column
environment__fed_noaa_storm_events,action,event,money_top_share,hole:no-money-column
environment__fed_noaa_storm_events,action,event,round_numbers,hole:no-money-column
environment__fed_noaa_storm_events,action,event,size_distribution,ready
environment__fed_noaa_storm_events,action,event,per_noun_rate,ready
environment__fed_noaa_storm_events,action,event,zero_nouns,ready
environment__fed_noaa_storm_events,action,event,repeaters,ready
environment__fed_noaa_storm_events,action,event,noun_concentration,ready
environment__fed_noaa_storm_events,action,event,per_person,hole:no-population-column
environment__fed_noaa_storm_events,action,event,flag_rates,hole:no-flag-column
environment__fed_noaa_weather_api,natural_event,event,how_many,ready
environment__fed_noaa_weather_api,natural_event,event,row_count_vs_published,ready
environment__fed_noaa_weather_api,natural_event,event,freshness,ready
environment__fed_noaa_weather_api,natural_event,event,grain_integrity,ready
environment__fed_noaa_weather_api,natural_event,event,id_integrity,ready
environment__fed_noaa_weather_api,natural_event,event,rank_in_family,ready
environment__fed_noaa_weather_api,natural_event,event,share_of_family,ready
environment__fed_noaa_weather_api,natural_event,event,by_time,ready
environment__fed_noaa_weather_api,natural_event,event,first_last,ready
environment__fed_noaa_weather_api,natural_event,event,gaps,ready
environment__fed_noaa_weather_api,natural_event,event,seasonality,ready
environment__fed_noaa_weather_api,natural_event,event,by_state,ready
environment__fed_noaa_weather_api,natural_event,event,by_county_city,ready
environment__fed_noaa_weather_api,natural_event,event,map_points,ready
environment__fed_noaa_weather_api,natural_event,event,geo_concentration,ready
environment__fed_noaa_weather_api,natural_event,event,mix_by_code,ready
environment__fed_noaa_weather_api,natural_event,event,mix_over_time,ready
environment__fed_noaa_weather_api,natural_event,event,code_concentration,ready
environment__fed_noaa_weather_api,natural_event,event,total_money,hole:no-money-column
environment__fed_noaa_weather_api,natural_event,event,typical_money,hole:no-money-column
environment__fed_noaa_weather_api,natural_event,event,money_distribution,hole:no-money-column
environment__fed_noaa_weather_api,natural_event,event,money_top_share,hole:no-money-column
environment__fed_noaa_weather_api,natural_event,event,round_numbers,hole:no-money-column
environment__fed_noaa_weather_api,natural_event,event,size_distribution,ready
environment__fed_noaa_weather_api,natural_event,event,per_noun_rate,ready
environment__fed_noaa_weather_api,natural_event,event,zero_nouns,ready
environment__fed_noaa_weather_api,natural_event,event,repeaters,ready
environment__fed_noaa_weather_api,natural_event,event,noun_concentration,ready
environment__fed_noaa_weather_api,natural_event,event,per_person,hole:no-population-column
environment__fed_noaa_weather_api,natural_event,event,flag_rates,hole:no-flag-column
environment__fed_phmsa_flagged_incidents,filing,event+noun,how_many,ready
environment__fed_phmsa_flagged_incidents,filing,event+noun,row_count_vs_published,ready
