NPI,EXCLUSION_TYPE,GENERAL_CATEGORY,SPECIALTY,STATE,EXCLUSION_YEAR,REINSTATEMENT_YEAR,PAY_YEAR,NATURE_OF_PAYMENT,N_PAYMENTS,TOTAL_DOLLARS,AFTER_EXCLUSION_FLAG
1417212739,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,CA,2026,,2023,Food and Beverage,114,2442.9,0
1063627347,1128b4,"PHYSICIAN (MD, DO)",SURGERY,NY,2025,,2024,Debt forgiveness,1,2436.0,0
1760425458,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2023,,2022,Travel and Lodging,10,2420.22,0
1174548499,1128b3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2024,,2023,Food and Beverage,137,2402.51,0
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2023,Food and Beverage,111,2396.46,0
1174588891,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2026,,2023,Food and Beverage,114,2364.88,0
1376723684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2025,,2022,Food and Beverage,172,2332.24,0
1326037771,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2026,,2024,Food and Beverage,20,2227.64,0
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2023,Food and Beverage,62,2214.24,0
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2024,Food and Beverage,92,2204.85,0
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2024,Consulting Fee,1,2140.0,0
1891185948,1128b1,BUS OWNER/EXEC,CLINIC,FL,2024,,2022,Food and Beverage,114,2113.52,0
1538222658,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2025,,2022,Food and Beverage,104,2096.25,0
1295053510,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NC,2025,,2022,Food and Beverage,120,2091.9,0
1417927229,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2025,,2022,Food and Beverage,95,2084.65,0
1801070313,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,VA,2026,,2023,Food and Beverage,119,2055.45,0
1538260179,1128b4,"PHYSICIAN (MD, DO)",ONCOLOGY,NY,2026,,2022,Consulting Fee,1,2047.5,0
1740238757,1128a2,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2025,,2022,Travel and Lodging,6,2028.08,0
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2023,Travel and Lodging,14,2022.01,0
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Education,1,2000.0,0
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2023,Food and Beverage,129,1999.65,0
1710205034,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2025,,2022,Consulting Fee,4,1976.06,0
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2023,Travel and Lodging,5,1953.04,0
1104968684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Gift,1,1000.0,0
1114913431,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2022,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,1000.0,0
1265496301,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2023,Food and Beverage,28,997.99,1
1285673012,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2015,,2024,Long term medical supply or device loan,10,997.0,1
1952399222,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NC,2025,,2022,Food and Beverage,62,996.84,0
1700813607,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MO,2023,,2022,Food and Beverage,69,996.49,0
1922062181,1128b7,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,TX,2021,,2022,Debt forgiveness,1,986.89,1
1609955350,BRCH SA,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Debt forgiveness,1,978.0,0
1720101900,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2018,,2024,Travel and Lodging,2,954.83,1
1033177571,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,KY,2024,,2022,Food and Beverage,46,945.52,0
1760425458,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2023,,2023,Food and Beverage,18,935.33,1
1447362488,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2022,Food and Beverage,59,933.26,0
1164450573,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OK,2025,,2022,Food and Beverage,36,914.79,0
1114992104,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OR,2024,,2022,Food and Beverage,57,913.5,0
1376723684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2025,,2024,Travel and Lodging,2,910.54,0
1376723684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2025,,2023,Food and Beverage,54,905.77,0
1295166577,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2023,Travel and Lodging,6,903.79,0
1114913431,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2022,Travel and Lodging,8,898.91,0
1750692539,1128b4,IND- LIC HC SERV PRO,PODIATRY,FL,2026,,2022,Travel and Lodging,3,879.72,0
1609985852,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,54,878.92,0
1407879513,1128b4,"PHYSICIAN (MD, DO)",NEUROLOGY,NM,2025,,2022,Food and Beverage,33,875.43,0
1417068511,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2023,Food and Beverage,48,869.22,1
1568690014,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2025,,2023,Food and Beverage,21,862.22,0
1194712976,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IA,2025,,2023,Food and Beverage,57,862.03,0
1265496301,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2024,Food and Beverage,23,858.0,1
1407801103,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,TX,2024,,2023,Food and Beverage,27,850.34,0
1194712976,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IA,2025,,2022,Food and Beverage,60,849.83,0
1295166577,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2022,Food and Beverage,22,844.36,0
1497915185,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2025,,2023,Consulting Fee,2,837.0,0
1407801103,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,TX,2024,,2022,Food and Beverage,37,833.34,0
1841258738,1128a2,"PHYSICIAN (MD, DO)",ENDOCRINOLOGY,AR,2025,,2022,Food and Beverage,29,832.1,0
1851367692,1128a3,"PHYSICIAN (MD, DO)",SURGERY,AR,2021,,2022,Royalty or License,1,822.32,1
1194765552,1128a3,"PHYSICIAN (MD, DO)",ORTHOPEDICS,TX,2021,,2022,Royalty or License,1,822.32,1
1518958040,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,IN,2019,,2022,Food and Beverage,26,818.37,1
1477871382,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OH,2026,,2023,Consulting Fee,1,812.5,0
1801070313,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,VA,2026,,2024,Food and Beverage,47,812.32,0
1982099297,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CO,2025,,2023,Food and Beverage,26,807.18,0
1003242314,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AZ,2025,,2023,Food and Beverage,41,798.04,0
1184663445,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,NY,2025,,2023,Food and Beverage,12,789.74,0
1659418325,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,LA,2024,,2022,Food and Beverage,47,785.32,0
1437169034,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2025,,2022,Food and Beverage,6,784.4,0
1265496301,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2022,Food and Beverage,36,784.0,0
1538100078,1128b4,"PHYSICIAN (MD, DO)",CARDIOLOGY,LA,2026,,2024,Food and Beverage,25,775.85,0
1891964904,1128b1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2023,Food and Beverage,33,770.24,0
1821160193,1128b4,IND- LIC HC SERV PRO,DENTIST,MN,2025,,2024,Debt forgiveness,1,765.42,0
1295166577,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2022,Travel and Lodging,5,752.14,0
1609985852,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Food and Beverage,54,750.3,0
1447395108,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2023,,2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,750.0,1
1194796169,1128a4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,KY,2025,,2022,Food and Beverage,45,737.99,0
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,24,729.17,0
1962439620,1128a4,"MEDICAL PRACTICE, MD",NEUROLOGY,NY,2009,,2024,Food and Beverage,10,722.01,1
1427060011,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2026,,2023,Food and Beverage,29,717.6,0
1184983066,1128b4,IND- LIC HC SERV PRO,DENTIST,NC,2025,,2023,Food and Beverage,13,711.82,0
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2023,Food and Beverage,12,707.94,0
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2024,Food and Beverage,29,705.28,1
1568690014,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2025,,2022,Food and Beverage,14,705.02,0
1003269911,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MS,2024,,2023,Education,1,700.0,0
1376723684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2025,,2024,Food and Beverage,19,698.93,0
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2024,Long term medical supply or device loan,7,697.9,0
1417068511,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2024,Food and Beverage,26,697.61,1
1972539849,1128b1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NM,2022,,2024,Food and Beverage,35,693.12,1
1891964904,1128b1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2022,Food and Beverage,32,689.94,0
1427136043,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,MI,2020,,2023,Food and Beverage,8,688.03,1
1114913431,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2022,Food and Beverage,12,687.58,0
1104210582,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2025,,2024,Food and Beverage,10,685.27,0
1073708582,1128a1,BUS OWNER/EXEC,DENTAL PRACTICE,CA,2024,,2024,Debt forgiveness,1,677.49,1
1861415374,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2024,Food and Beverage,26,675.39,1
1568690014,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2025,,2023,Travel and Lodging,9,674.26,0
1427060011,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2026,,2024,Food and Beverage,25,665.11,0
1770556060,1128b4,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,CA,2026,,2022,Food and Beverage,28,659.64,0
1194796169,1128a4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,KY,2025,,2023,Food and Beverage,45,659.17,0
1235142894,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2025,,2022,Food and Beverage,34,655.88,0
1750362554,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OR,2024,,2023,Food and Beverage,30,624.3,0
1053360966,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2018,,2022,Food and Beverage,33,622.01,1
1689625436,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,WI,2026,,2024,Food and Beverage,39,614.6,0
1184663445,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,NY,2025,,2022,Food and Beverage,5,611.4,0
1275760100,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2024,,2023,Travel and Lodging,2,600.57,0
1326037771,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2026,,2022,Food and Beverage,5,597.52,0
1548798309,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,KY,2025,,2024,Food and Beverage,42,592.27,0
1750692539,1128b4,IND- LIC HC SERV PRO,PODIATRY,FL,2026,,2022,Food and Beverage,4,592.19,0
1285852095,1128a1,"PHYSICIAN (MD, DO)",GASTROENTEROLOGY,NY,2024,,2022,Food and Beverage,6,590.38,0
1447362488,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2024,Food and Beverage,25,590.09,0
1932241007,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NV,2025,,2024,Food and Beverage,31,588.78,0
1790781797,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2024,,2022,Food and Beverage,45,584.83,0
1629098496,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,MA,2026,,2024,Food and Beverage,14,583.69,0
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2024,Food and Beverage,13,580.96,0
1164450573,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OK,2025,,2023,Food and Beverage,18,569.55,0
1922246594,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,KY,2026,,2022,Food and Beverage,57,566.59,0
1659338523,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2020,,2022,Food and Beverage,1,566.0,1
1073804944,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2022,Food and Beverage,36,561.9,0
1447395108,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2023,,2023,Consulting Fee,2,558.0,1
1811930357,1128b3,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NV,2024,,2023,Food and Beverage,8,554.0,0
1497726137,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2023,,2022,Food and Beverage,33,552.33,0
1154552305,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2026,,2023,Food and Beverage,26,541.15,0
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2024,Food and Beverage,12,538.71,0
1730272709,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NV,2023,,2022,Food and Beverage,20,536.29,0
1104968684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Gift,2,535.0,0
1609237239,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2022,Food and Beverage,33,526.09,0
1053458018,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2015,,2022,Food and Beverage,5,525.4,1
1871571406,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,NM,2016,,2024,Consulting Fee,1,525.0,1
1922246594,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,KY,2026,,2024,Food and Beverage,38,520.16,0
1366465122,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2024,,2023,Food and Beverage,17,518.89,0
1154418580,1128b4,"PHYSICIAN (MD, DO)",SURGERY,WA,2025,,2022,Food and Beverage,22,517.72,0
1891964904,1128b1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2024,Food and Beverage,23,511.17,1
1679643639,1128a1,"PHYSICIAN (MD, DO)",INFECTIOUS DISEASE,TN,2024,,2022,Food and Beverage,27,510.65,0
1073804944,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2023,Food and Beverage,29,504.79,0
1366486938,1128a4,"PHYSICIAN (MD, DO)",SURGERY,IN,2020,,2024,Food and Beverage,5,496.78,1
1285673012,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2015,,2023,Education,5,495.98,1
1194970475,1128a1,"PHYSICIAN (MD, DO)",SURGERY,NJ,2022,,2022,Debt forgiveness,1,492.45,1
1285816868,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2025,,2022,Food and Beverage,6,492.33,0
1891781852,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,IN,2016,,2022,Travel and Lodging,3,486.12,1
1780688598,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2023,,2022,Food and Beverage,22,478.92,0
1518958040,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,IN,2019,,2023,Food and Beverage,16,476.69,1
1750551818,1128b1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,SC,2011,,2023,Food and Beverage,8,476.15,1
1740321413,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2025,,2024,Food and Beverage,19,474.48,0
1740440155,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2025,,2022,Food and Beverage,25,474.19,0
1518958040,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,IN,2019,,2023,Travel and Lodging,1,473.5,1
1932241007,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NV,2025,,2022,Food and Beverage,21,472.96,0
1396843132,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,NC,2024,,2023,Food and Beverage,27,472.19,0
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2024,Travel and Lodging,1,468.25,0
1700925203,1128a1,IND- LIC HC SERV PRO,DENTIST,NY,2014,,2022,Education,26,1950.0,1
1538222658,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2025,,2023,Food and Beverage,96,1921.47,0
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2022,Food and Beverage,115,1920.07,0
1801070313,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,VA,2026,,2022,Food and Beverage,115,1853.01,0
1417212739,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,CA,2026,,2022,Food and Beverage,99,1850.49,0
1821160193,1128b4,IND- LIC HC SERV PRO,DENTIST,MN,2025,,2022,Food and Beverage,34,1840.22,0
1821188483,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NV,2025,,2022,Food and Beverage,98,1838.78,0
1992988257,1128a1,"PHYSICIAN (MD, DO)",NEPHROLOGY,KY,2026,,2022,Consulting Fee,1,1830.0,0
1750362554,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OR,2024,,2022,Food and Beverage,99,1829.53,0
1578558789,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AR,2013,,2023,Food and Beverage,2,1817.3,1
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Travel and Lodging,6,1814.07,0
1295053510,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NC,2025,,2024,Food and Beverage,82,1774.06,0
1942217526,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,FL,2025,,2023,Consulting Fee,1,1750.0,0
1326037771,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2026,,2023,Food and Beverage,17,1746.18,0
1891185948,1128b1,BUS OWNER/EXEC,CLINIC,FL,2024,,2023,Food and Beverage,86,1684.74,0
1326046798,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,OH,2024,,2023,Food and Beverage,75,1659.34,0
1184685281,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2025,,2022,Food and Beverage,109,1655.85,0
1417927229,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2025,,2023,Food and Beverage,99,1639.11,0
1275760100,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2024,,2024,Food and Beverage,82,1627.13,1
1417212739,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,CA,2026,,2024,Food and Beverage,60,1623.93,0
1417068511,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2022,Food and Beverage,82,1615.85,0
1639196108,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,PA,2017,,2023,Consulting Fee,1,1600.0,1
1184685281,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2025,,2023,Food and Beverage,106,1600.0,0
1942208715,1128a1,"PHYSICIAN (MD, DO)",SURGERY,MO,2026,,2024,Food and Beverage,49,1597.95,0
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2023,Travel and Lodging,4,1585.46,0
1942208715,1128a1,"PHYSICIAN (MD, DO)",SURGERY,MO,2026,,2024,Travel and Lodging,8,1563.21,0
1861518755,1128a3,DENTAL PRACTICE,DENTIST,NY,2011,,2024,Gift,4,1537.7,1
1083673180,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,SC,2025,,2023,Food and Beverage,67,1518.96,0
1003242314,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AZ,2025,,2022,Food and Beverage,75,1509.29,0
1891185948,1128b1,BUS OWNER/EXEC,CLINIC,FL,2024,,2024,Food and Beverage,41,1474.06,1
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2022,Food and Beverage,38,1471.99,0
1891876520,1128a3,IND- LIC HC SERV PRO,PODIATRY,CA,2023,,2022,Food and Beverage,48,1462.66,0
1538222658,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2025,,2024,Food and Beverage,66,1419.19,0
1477531283,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2026,,2022,Food and Beverage,96,1406.03,0
1780674218,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2026,,2024,Food and Beverage,67,1398.96,0
1619069739,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,VA,2025,,2023,Food and Beverage,72,1397.16,0
1275760100,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2024,,2023,Food and Beverage,71,1394.98,0
1477531283,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2026,,2024,Food and Beverage,70,1384.64,0
1619069739,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,VA,2025,,2022,Food and Beverage,72,1382.78,0
1417927229,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2025,,2024,Travel and Lodging,6,1371.69,0
1982099297,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CO,2025,,2022,Food and Beverage,54,1361.57,0
1427060011,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2026,,2022,Food and Beverage,43,1357.57,0
1780674218,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2026,,2022,Food and Beverage,78,1351.55,0
1538260179,1128b4,"PHYSICIAN (MD, DO)",ONCOLOGY,NY,2026,,2022,Honoraria,3,1300.0,0
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,23,1296.05,0
1538100078,1128b4,"PHYSICIAN (MD, DO)",CARDIOLOGY,LA,2026,,2022,Food and Beverage,82,1290.64,0
1417927229,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2025,,2024,Food and Beverage,67,1286.51,0
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2024,Travel and Lodging,9,1279.54,0
1659418325,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,LA,2024,,2022,Consulting Fee,1,1250.0,0
1447362488,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2023,Food and Beverage,75,1244.21,0
1821188483,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NV,2025,,2023,Food and Beverage,54,1221.51,0
1740275676,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2026,,2023,Food and Beverage,30,1218.93,0
1982693511,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NJ,2023,,2022,Food and Beverage,92,1215.9,0
1780674218,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2026,,2023,Food and Beverage,65,1214.66,0
1396067682,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2026,,2023,Honoraria,1,1200.0,0
1063564979,1128b14,IND- LIC HC SERV PRO,DENTIST,OR,2019,,2023,Honoraria,4,1200.0,1
1740247766,1128a1,IND- LIC HC SERV PRO,PODIATRY,AL,2024,,2022,Education,1,1200.0,0
1255479804,1128a2,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2013,,2022,Food and Beverage,20,1197.5,1
1992809644,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,CA,2010,,2024,Travel and Lodging,1,1186.19,1
1184685281,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2025,,2024,Food and Beverage,59,1175.35,0
1770556060,1128b4,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,CA,2026,,2023,Food and Beverage,36,1161.79,0
1275760100,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2024,,2022,Food and Beverage,55,1156.59,0
1609985852,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,61,1149.47,0
1578558789,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AR,2013,,2024,Food and Beverage,3,1145.29,1
1710381082,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AR,2025,,2023,Food and Beverage,45,1140.95,0
1710381082,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AR,2025,,2022,Food and Beverage,43,1139.94,0
1861518755,1128a3,DENTAL PRACTICE,DENTIST,NY,2011,,2024,Travel and Lodging,3,1138.71,1
1477531283,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2026,,2023,Food and Beverage,66,1132.5,0
1497915185,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2025,,2022,Consulting Fee,1,1125.0,0
1366465122,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2024,,2022,Food and Beverage,40,1119.54,0
1740321413,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2025,,2023,Food and Beverage,30,1105.77,0
