realm,table,column,data_type,column_meaning,source,joins_to,semantic_type
JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,SCHOOL_ID,TEXT,school ID,inferred,JUSTICE__FED_COURTLISTENER_JUDGE_EDUCATIONS via SCHOOL_ID [MEASURED 82 shared values],
JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,SUPERVISOR_ID,TEXT,supervisor ID,inferred,FED_COURTLISTENER_JUDGES via CL_PERSON_ID [level 2 only (name-free: pointer's name not on left row; tiny) 100%],
JUSTICE,JUSTICE__FED_COURTLISTENER_RACE_CODES,ID,TEXT,ID,inferred,,
JUSTICE,JUSTICE__FED_COURTLISTENER_RACE_CODES,RACE,TEXT,race,inferred,,
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,ID,TEXT,ID,inferred,,
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,DATE_CREATED,DATE,date created,inferred,,datetime
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,DATE_MODIFIED,DATE,date modified,inferred,,datetime
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,NAME,TEXT,name,inferred,,
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,EIN,TEXT,tax EIN,inferred,CORPORATE_REGISTRY__FED_IRS_EO_BMF via EIN [MEASURED 1352 shared values]; ECONOMICS__FED_IRS_527_ORGS via EIN [MEASURED 5 shared values]; ECONOMICS__FED_IRS_990_EFILE_INDEX via EIN [MEASURED 1275 shared values],
JUSTICE,JUSTICE__FED_COURTLISTENER_SCHOOLS,IS_ALIAS_OF_ID,TEXT,is alias of ID,inferred,JUSTICE__FED_COURTLISTENER_JUDGES via IS_ALIAS_OF_ID [MEASURED 7 shared values],
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,FCA_SETTLEMENT_ID,TEXT,fca settlement ID,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,COMPANY_ID,TEXT,company ID,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,PERSON_NAME,TEXT,person name,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,SETTLEMENT_DATE,DATE,settlement date,inferred,,datetime
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,CASE_TITLE,TEXT,case title,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,CASE_NUMBER,TEXT,case number,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,DISTRICT,TEXT,district,inferred,,geo
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,FISCAL_YEAR,NUMBER,fiscal year,inferred,,datetime
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,SETTLEMENT_AMOUNT,FLOAT,settlement amount,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,IS_QUI_TAM,BOOLEAN,is qui tam,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,RELATOR_NAME,TEXT,relator name,inferred,,geo
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,RELATOR_SHARE,FLOAT,relator share,inferred,,geo
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,FRAUD_TYPE,TEXT,fraud type,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,AGENCY_DEFRAUDED,TEXT,agency defrauded,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,PRESS_RELEASE_URL,TEXT,press release url,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,SOURCE_URL,TEXT,source url,inferred,,
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
JUSTICE,JUSTICE__FED_FBI_CDE,STATE,TEXT,state,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_CDE,OFFENSE,TEXT,offense,inferred,,
JUSTICE,JUSTICE__FED_FBI_CDE,MONTH_DATE,DATE,month date,inferred,,datetime
JUSTICE,JUSTICE__FED_FBI_CDE,MONTH,TEXT,month,inferred,,datetime
JUSTICE,JUSTICE__FED_FBI_CDE,OFFENSES,NUMBER,offenses,inferred,,
JUSTICE,JUSTICE__FED_FBI_CDE,OFFENSE_RATE_PER_100K,FLOAT,offense rate per 100k,inferred,,
JUSTICE,JUSTICE__FED_FBI_CDE,CLEARANCES,NUMBER,clearances,inferred,,
JUSTICE,JUSTICE__FED_FBI_CDE,CLEARANCE_RATE_PER_100K,FLOAT,clearance rate per 100k,inferred,,
JUSTICE,JUSTICE__FED_FBI_CDE,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,MONTH,TEXT,month,inferred,,datetime
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,STATE,TEXT,state,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PERMIT,TEXT,permit,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PERMIT_RECHECK,TEXT,permit recheck,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,HANDGUN,TEXT,handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,LONG_GUN,FLOAT,long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,OTHER,TEXT,other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,MULTIPLE,TEXT,multiple,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,ADMIN,TEXT,admin,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PREPAWN_HANDGUN,TEXT,prepawn handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PREPAWN_LONG_GUN,FLOAT,prepawn long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PREPAWN_OTHER,TEXT,prepawn other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,REDEMPTION_HANDGUN,TEXT,redemption handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,REDEMPTION_LONG_GUN,FLOAT,redemption long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,REDEMPTION_OTHER,TEXT,redemption other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURNED_HANDGUN,TEXT,returned handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURNED_LONG_GUN,FLOAT,returned long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURNED_OTHER,TEXT,returned other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RENTALS_HANDGUN,TEXT,rentals handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RENTALS_LONG_GUN,FLOAT,rentals long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PRIVATE_SALE_HANDGUN,TEXT,private sale handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PRIVATE_SALE_LONG_GUN,FLOAT,private sale long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PRIVATE_SALE_OTHER,TEXT,private sale other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURN_TO_SELLER_HANDGUN,TEXT,return to seller handgun,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURN_TO_SELLER_LONG_GUN,FLOAT,return to seller long gun,inferred,,geo
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURN_TO_SELLER_OTHER,TEXT,return to seller other,inferred,,
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,TOTALS,FLOAT,totals,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_ID,TEXT,order ID,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_DATE,DATE,order date,inferred,,datetime
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_YEAR,NUMBER,order year,inferred,,datetime
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_TITLE,TEXT,order title,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,DOCKET_NUMBER,TEXT,docket number,inferred,JUSTICE__FED_COURTLISTENER_DOCKETS via DOCKET_NUMBER [MEASURED 1 shared values],
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_CATEGORY,TEXT,order category,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,ORDER_TYPE,TEXT,order type,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,INSTITUTION_NAME,TEXT,institution name,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,CITY,TEXT,city,inferred,,geo
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,STATE,TEXT,state,inferred,,geo
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,CERT_NUMBER,NUMBER,cert number,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_COUNT,NUMBER,bank count,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANKS_ALL,TEXT,banks all,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,RESPONDENTS,TEXT,respondents,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,RESPONDENT_COUNT,NUMBER,respondent count,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,CMP_AMOUNT_TOTAL,NUMBER,cmp amount total,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,RESTITUTION_AMOUNT_TOTAL,NUMBER,restitution amount total,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,NMLS_IDS,TEXT,nmls ids,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,TERMINATION_DATE,DATE,termination date,inferred,,datetime
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,TERMINATION_COMMENTS,TEXT,termination comments,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,PUBLIC_ORDER_ACTION,TEXT,public order action,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,STATUS,TEXT,status,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,DOCUMENT_URL,TEXT,document url,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,CERT_ATTACHED,BOOLEAN,cert attached,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_NAME,TEXT,bank name,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_CITY,TEXT,bank city,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_STATE,TEXT,bank state,inferred,,geo
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_CLASS,TEXT,bank class,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_ACTIVE,TEXT,bank active,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_END_DATE,DATE,bank end date,inferred,,datetime
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_RSSD_ID,TEXT,bank rssd ID,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_HOLDING_COMPANY,TEXT,bank holding company,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,SOURCE_ID,TEXT,source ID,inferred,,
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,_INGESTED_AT,TIMESTAMP_TZ,ingested at,inferred,,plumbing
JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,LAST_NAME,TEXT,last name,inferred,,
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,COMPANY,TEXT,company,inferred,,
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,FIRST_NAME,TEXT,first name,inferred,,
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,CITY,TEXT,city,inferred,,geo
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,STATE,TEXT,state,inferred,,geo
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,EFFECTIVE_DATE,DATE,effective date,inferred,,datetime
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,SUSPENSION_END_DATE,DATE,suspension end date,inferred,,datetime
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,SUSPENSION_ORDER,TEXT,suspension order,inferred,,
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,NID,TEXT,nid,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,JID,TEXT,jid,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,LAST_NAME,TEXT,last name,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,FIRST_NAME,TEXT,first name,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,MIDDLE_NAME,TEXT,middle name,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SUFFIX,TEXT,suffix,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,BIRTH_MONTH,TEXT,birth month,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,BIRTH_DAY,TEXT,birth day,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,BIRTH_YEAR,TEXT,birth year,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,BIRTH_CITY,TEXT,birth city,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,BIRTH_STATE,TEXT,birth state,inferred,,geo
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,DEATH_MONTH,TEXT,death month,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,DEATH_DAY,TEXT,death day,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,DEATH_YEAR,TEXT,death year,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,DEATH_CITY,TEXT,death city,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,DEATH_STATE,TEXT,death state,inferred,,geo
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,GENDER,TEXT,gender,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,RACE_OR_ETHNICITY,TEXT,race or ethnicity,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_TYPE_1,TEXT,court type 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_NAME_1,TEXT,court name 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTMENT_TITLE_1,TEXT,appointment title 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTING_PRESIDENT_1,TEXT,appointing president 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_APPOINTING_PRESIDENT_1,TEXT,party of appointing president 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,REAPPOINTING_PRESIDENT_1,TEXT,reappointing president 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_REAPPOINTING_PRESIDENT_1,TEXT,party of reappointing president 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,ABA_RATING_1,TEXT,aba rating 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SEAT_ID_1,TEXT,seat ID 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,STATUTE_AUTHORIZING_NEW_SEAT_1,TEXT,statute authorizing new seat 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,RECESS_APPOINTMENT_DATE_1,DATE,recess appointment date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,NOMINATION_DATE_1,DATE,nomination date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_REFERRAL_DATE_1,DATE,committee referral date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,HEARING_DATE_1,DATE,hearing date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,JUDICIARY_COMMITTEE_ACTION_1,TEXT,judiciary committee action 1,inferred,POLITICS__FED_FJC_JUDGES via JUDICIARY_COMMITTEE_ACTION_1 [MEASURED 9 shared values],
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_ACTION_DATE_1,DATE,committee action date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SENATE_VOTE_TYPE_1,TEXT,senate vote type 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,AYES_NAYS_1,TEXT,ayes nays 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,CONFIRMATION_DATE_1,DATE,confirmation date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMISSION_DATE_1,DATE,commission date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SERVICE_AS_CHIEF_JUDGE_BEGIN_1,TEXT,service as chief judge begin 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SERVICE_AS_CHIEF_JUDGE_END_1,TEXT,service as chief judge end 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,C_2_ND_SERVICE_AS_CHIEF_JUDGE_BEGIN_1,TEXT,c 2 nd service as chief judge begin 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,C_2_ND_SERVICE_AS_CHIEF_JUDGE_END_1,TEXT,c 2 nd service as chief judge end 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SENIOR_STATUS_DATE_1,DATE,senior status date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,TERMINATION_1,TEXT,termination 1,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,TERMINATION_DATE_1,DATE,termination date 1,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_TYPE_2,TEXT,court type 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_NAME_2,TEXT,court name 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTMENT_TITLE_2,TEXT,appointment title 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTING_PRESIDENT_2,TEXT,appointing president 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_APPOINTING_PRESIDENT_2,TEXT,party of appointing president 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,REAPPOINTING_PRESIDENT_2,NUMBER,reappointing president 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_REAPPOINTING_PRESIDENT_2,NUMBER,party of reappointing president 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,ABA_RATING_2,TEXT,aba rating 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SEAT_ID_2,TEXT,seat ID 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,STATUTE_AUTHORIZING_NEW_SEAT_2,TEXT,statute authorizing new seat 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,RECESS_APPOINTMENT_DATE_2,DATE,recess appointment date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,NOMINATION_DATE_2,DATE,nomination date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_REFERRAL_DATE_2,DATE,committee referral date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,HEARING_DATE_2,DATE,hearing date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,JUDICIARY_COMMITTEE_ACTION_2,TEXT,judiciary committee action 2,inferred,POLITICS__FED_FJC_JUDGES via JUDICIARY_COMMITTEE_ACTION_2 [MEASURED 8 shared values],
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_ACTION_DATE_2,DATE,committee action date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SENATE_VOTE_TYPE_2,TEXT,senate vote type 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,AYES_NAYS_2,TEXT,ayes nays 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,CONFIRMATION_DATE_2,DATE,confirmation date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMISSION_DATE_2,DATE,commission date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SERVICE_AS_CHIEF_JUDGE_BEGIN_2,TEXT,service as chief judge begin 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SERVICE_AS_CHIEF_JUDGE_END_2,TEXT,service as chief judge end 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,C_2_ND_SERVICE_AS_CHIEF_JUDGE_BEGIN_2,NUMBER,c 2 nd service as chief judge begin 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,C_2_ND_SERVICE_AS_CHIEF_JUDGE_END_2,NUMBER,c 2 nd service as chief judge end 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SENIOR_STATUS_DATE_2,DATE,senior status date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,TERMINATION_2,TEXT,termination 2,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,TERMINATION_DATE_2,DATE,termination date 2,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_TYPE_3,TEXT,court type 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COURT_NAME_3,TEXT,court name 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTMENT_TITLE_3,TEXT,appointment title 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,APPOINTING_PRESIDENT_3,TEXT,appointing president 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_APPOINTING_PRESIDENT_3,TEXT,party of appointing president 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,REAPPOINTING_PRESIDENT_3,NUMBER,reappointing president 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,PARTY_OF_REAPPOINTING_PRESIDENT_3,NUMBER,party of reappointing president 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,ABA_RATING_3,TEXT,aba rating 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SEAT_ID_3,TEXT,seat ID 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,STATUTE_AUTHORIZING_NEW_SEAT_3,TEXT,statute authorizing new seat 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,RECESS_APPOINTMENT_DATE_3,DATE,recess appointment date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,NOMINATION_DATE_3,DATE,nomination date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_REFERRAL_DATE_3,DATE,committee referral date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,HEARING_DATE_3,DATE,hearing date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,JUDICIARY_COMMITTEE_ACTION_3,TEXT,judiciary committee action 3,inferred,POLITICS__FED_FJC_JUDGES via JUDICIARY_COMMITTEE_ACTION_3 [MEASURED 5 shared values],
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMITTEE_ACTION_DATE_3,DATE,committee action date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SENATE_VOTE_TYPE_3,TEXT,senate vote type 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,AYES_NAYS_3,TEXT,ayes nays 3,inferred,,
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,CONFIRMATION_DATE_3,DATE,confirmation date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,COMMISSION_DATE_3,DATE,commission date 3,inferred,,datetime
JUSTICE,JUSTICE__FED_FJC_ARTICLE_III_JUDGES,SERVICE_AS_CHIEF_JUDGE_BEGIN_3,TEXT,service as chief judge begin 3,inferred,,
