table	column	data_type	table_rows	sampled	filled	blank	null_word	number	int	int_dot_zero	leading_zero	date	date8	date8_mdy	ts	bool_tf	bool_yn	distinct_approx	max_len	min_value	max_value
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_STATE_FIPS	TEXT	10140228	10000	9997	0	0	9997	9997	0	1616	0	0	0	0	0	0	53	2	01	72
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_CITY	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1812	23	Abbeville	Zephyrhills
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	AVG_SBMTD_CHRG	TEXT	10140228	10000	10000	0	0	10000	6019	0	0	0	0	0	0	0	0	4910	12	0.1222949586	998.64
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_TYPE	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	86	48	Addiction Medicine	Vascular Surgery
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_ZIP5	TEXT	10140228	10000	10000	0	0	10000	10000	0	894	0	0	0	0	0	0	2977	5	00605	99693
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	NPI	TEXT	10140228	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	4778	10	1114074937	1861820573
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_FIRST_NAME	TEXT	10140228	10000	9373	0	0	0	0	0	0	0	0	0	0	0	0	1721	17	A.	Zubin
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_CNTRY	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1	2	US	US
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_ENT_CD	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	I	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	HCPCS_DRUG_IND	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_ST1	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	4397	55	1 Boone Rd	Wilkes Barre Geneal Hospital
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_ST2	TEXT	10140228	10000	3655	0	0	51	51	0	0	0	0	0	0	0	0	934	55	# 104	Yaw3a
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_MI	TEXT	10140228	10000	6716	0	0	0	0	0	0	0	0	0	0	0	183	26	1	A	Z
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	HCPCS_CD	TEXT	10140228	10000	10000	0	0	9027	9027	0	285	0	0	0	0	0	0	1295	5	00103	R0075
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_CRDNTLS	TEXT	10140228	10000	9105	0	0	0	0	0	0	0	0	0	0	0	0	323	20	A.N.P.	WHNP
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	AVG_MDCR_STDZD_AMT	TEXT	10140228	10000	10000	0	0	10000	14	0	0	0	0	0	0	0	0	8380	12	0.0279310345	99.932692308
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	TOT_BENE_DAY_SRVCS	TEXT	10140228	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	849	5	100	998
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_STATE_ABRVTN	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	54	2	AK	XX
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_MDCR_PRTCPTG_IND	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	AVG_MDCR_PYMT_AMT	TEXT	10140228	10000	10000	0	0	10000	26	0	0	0	0	0	0	0	0	8981	12	0.0279310345	999.51944444
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	TOT_BENES	TEXT	10140228	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	580	5	100	991
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_LAST_ORG_NAME	TEXT	10140228	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	3777	57	Abate	Zwick
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	RNDRNG_PRVDR_RUCA	TEXT	10140228	10000	9997	0	0	9997	9816	0	0	0	0	0	0	0	0	16	4	1	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2019	AVG_MDCR_ALOWD_AMT	TEXT	10140228	10000	10000	0	0	10000	15	0	0	0	0	0	0	0	0	9095	12	0.0353242321	994.06
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_CITY	TEXT	9961865	10000	9995	0	0	0	0	0	0	0	0	0	0	0	0	1896	25	Abbeville	Zion Crossroads
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_MI	TEXT	9961865	10000	6956	0	0	0	0	0	0	0	0	0	0	0	205	26	1	A	Z
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_TYPE	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	85	48	Addiction Medicine	Vascular Surgery
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	PLACE_OF_SRVC	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	F	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	AVG_MDCR_STDZD_AMT	TEXT	9961865	10000	10000	0	0	10000	33	0	0	0	0	0	0	0	0	8972	12	0.0183703387	997.54384615
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_FIRST_NAME	TEXT	9961865	10000	9513	0	0	0	0	0	0	0	0	0	0	0	0	1826	18	Aamer	Zoila
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	AVG_SBMTD_CHRG	TEXT	9961865	10000	10000	0	0	10000	6136	0	0	0	0	0	0	0	0	4699	12	0.04	998
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	HCPCS_DRUG_IND	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_LAST_ORG_NAME	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	4083	55	Aaron	Zygiel
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_ZIP5	TEXT	9961865	10000	9995	0	0	9995	9995	0	1002	0	0	0	0	0	0	3242	5	00627	99645
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	AVG_MDCR_PYMT_AMT	TEXT	9961865	10000	10000	0	0	10000	25	0	0	0	0	0	0	0	0	8974	12	0.0172317108	994.14970588
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_STATE_ABRVTN	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	54	2	AK	XX
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_ST1	TEXT	9961865	10000	9995	0	0	0	0	0	0	0	0	0	0	0	0	4791	53	# Ms -112	Wolfe Family Vision Center
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	HCPCS_DESC	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1206	256	3D radiographic procedure	Zinc level
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	HCPCS_CD	TEXT	9961865	10000	10000	0	0	8985	8985	0	276	0	0	0	0	0	0	1265	5	00103	V2785
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	TOT_BENES	TEXT	9961865	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	585	5	100	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_ENT_CD	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	I	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_CRDNTLS	TEXT	9961865	10000	9108	0	0	0	0	0	0	0	0	0	0	0	0	280	20	A.N.P.	WHNP
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_STATE_FIPS	TEXT	9961865	10000	9992	0	0	9992	9992	0	1677	0	0	0	0	0	0	52	2	01	72
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	TOT_SRVCS	TEXT	9961865	10000	10000	0	0	10000	9990	0	0	0	0	0	0	0	0	962	7	100	998
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_ST2	TEXT	9961865	10000	3651	0	0	66	66	0	0	0	0	0	0	0	0	989	55	# 100	Zip 20-05
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_RUCA	TEXT	9961865	10000	9992	0	0	9992	9821	0	0	0	0	0	0	0	0	20	4	1	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	TOT_BENE_DAY_SRVCS	TEXT	9961865	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	849	5	100	996
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	NPI	TEXT	9961865	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	5330	10	1134144322	1730356353
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_MDCR_PRTCPTG_IND	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_RUCA_DESC	TEXT	9961865	10000	9992	0	0	0	0	0	0	0	0	0	0	0	0	15	100	Metropolitan area core: primary flow within an urbanized are	Unknown
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	RNDRNG_PRVDR_CNTRY	TEXT	9961865	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	2	US	XX
FED_CMS_PARTB_PROVIDER_SERVICE_DY2018	AVG_MDCR_ALOWD_AMT	TEXT	9961865	10000	10000	0	0	10000	26	0	0	0	0	0	0	0	0	9156	12	0.02125	99.98
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_CRDNTLS	TEXT	9886177	10000	8957	0	0	0	0	0	0	0	0	0	0	0	0	338	20	A.P.N.P.	WHNP-BC, NP-C
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_RUCA_DESC	TEXT	9886177	10000	9991	0	0	0	0	0	0	0	0	0	0	0	0	13	100	Metropolitan area core: primary flow within an urbanized are	Unknown
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	AVG_MDCR_PYMT_AMT	TEXT	9886177	10000	10000	0	0	10000	95	0	0	0	0	0	0	0	0	9232	12	0.01	997.71545455
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_STATE_ABRVTN	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	55	2	AK	ZZ
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_ST1	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	4938	55	0 Emerson Pl Ste 3b	Walter Reed Army Medical Ctr
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	HCPCS_CD	TEXT	9886177	10000	10000	0	0	8959	8959	0	247	0	0	0	0	0	0	1372	5	0001A	U0005
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_FIRST_NAME	TEXT	9886177	10000	9404	0	0	0	0	0	0	0	0	0	0	0	0	2037	20	Aakif	Zuoliang
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_CITY	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1852	23	Abilene	Zionsville
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_STATE_FIPS	TEXT	9886177	10000	10000	0	0	9998	9998	0	1596	0	0	0	0	0	0	55	2	01	9E
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_CNTRY	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	2	CY	US
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_MDCR_PRTCPTG_IND	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_RUCA	TEXT	9886177	10000	9991	0	0	9991	9737	0	0	0	0	0	0	0	0	17	4	1	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	AVG_MDCR_ALOWD_AMT	TEXT	9886177	10000	10000	0	0	10000	116	0	0	0	0	0	0	0	0	8866	12	0.01	996.12162393
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_TYPE	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	88	48	Addiction Medicine	Vascular Surgery
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_LAST_ORG_NAME	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	4346	54	A & H Drugs Llc	Zweig
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	NPI	TEXT	9886177	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	5386	10	1104141308	1871548073
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_MI	TEXT	9886177	10000	6723	0	0	0	0	0	0	0	0	0	0	0	215	26	1	A	Z
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_ENT_CD	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	I	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	AVG_SBMTD_CHRG	TEXT	9886177	10000	10000	0	0	10000	5910	0	0	0	0	0	0	0	0	4993	12	0.01	996
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	AVG_MDCR_STDZD_AMT	TEXT	9886177	10000	10000	0	0	10000	15	0	0	0	0	0	0	0	0	8567	12	0.01	999.81083333
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_ST2	TEXT	9886177	10000	2918	0	0	43	43	0	0	0	0	0	0	0	0	847	55	# 1400	York Hospital, Department Of Pathology
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	TOT_BENE_DAY_SRVCS	TEXT	9886177	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	842	5	100	995
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	HCPCS_DESC	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1371	256	2019-ncov coronavirus, sars-cov-2/2019-ncov (covid-19), any 	X-ray of wrist, minimum of 3 views
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	HCPCS_DRUG_IND	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	N	Y
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	TOT_SRVCS	TEXT	9886177	10000	10000	0	0	10000	9991	0	0	0	0	0	0	0	0	986	7	100	995
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	TOT_BENES	TEXT	9886177	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	583	5	100	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	PLACE_OF_SRVC	TEXT	9886177	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	F	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2021	RNDRNG_PRVDR_ZIP5	TEXT	9886177	10000	10000	0	0	10000	10000	0	877	0	0	0	0	0	0	3067	5	00304	99801
FED_COURTLISTENER_OPINION_CLUSTERS	DATE_CREATED	TEXT	10070727	10000	10000	0	0	0	0	0	0	10000	0	0	10000	0	0	10102	29	2014-10-30 05:47:22.959696+00	2026-06-08 21:28:59.200781+00
FED_COURTLISTENER_OPINION_CLUSTERS	PROCEDURAL_HISTORY	TEXT	10070727	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
FED_COURTLISTENER_OPINION_CLUSTERS	DATE_FILED	TEXT	10070727	10000	10000	0	0	0	0	0	0	10000	0	0	0	0	0	6734	10	1804-09-15	2026-06-08
FED_COURTLISTENER_OPINION_CLUSTERS	CASE_NAME	TEXT	10070727	10000	9945	0	0	0	0	0	0	0	0	0	0	0	0	9886	460	$217,590.00 in United States Currency v. State	Ætna National Bank v. Shotwell
FED_COURTLISTENER_OPINION_CLUSTERS	DATE_BLOCKED	TEXT	10070727	10000	604	0	0	0	0	0	0	604	0	0	0	0	0	44	10	2012-04-18	2026-06-08
FED_COURTLISTENER_OPINION_CLUSTERS	OTHER_DATES	TEXT	10070727	10000	2143	0	0	0	0	0	0	0	0	0	0	0	0	2030	177	 April 2. 	[Submitted on briefs, October 31, 1938]
FED_COURTLISTENER_OPINION_CLUSTERS	FILEPATH_PDF_HARVARD	TEXT	10070727	10000	6101	0	0	0	0	0	0	0	0	0	0	0	0	6139	23	harvard_pdf/100047.pdf	harvard_pdf/99897.pdf
FED_COURTLISTENER_OPINION_CLUSTERS	HEADMATTER	TEXT	10070727	10000	4309	0	0	0	0	0	0	0	0	0	0	0	0	4287	86817	<citation data-order="0" data-type="citation" id="b133-3">  	<parties id="pAgXj">     Joseph P. GALDA, et al., Plaintiffs
FED_COURTLISTENER_OPINION_CLUSTERS	DISPOSITION	TEXT	10070727	10000	402	0	0	0	0	0	0	0	0	0	0	0	0	108	341	 Affirmed in part. Reversed in part. 	reversed.
FED_COURTLISTENER_OPINION_CLUSTERS	SOURCE	TEXT	10070727	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	20	3	C	ZU
FED_COURTLISTENER_OPINION_CLUSTERS	DATE_FILED_IS_APPROXIMATE	TEXT	10070727	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	f	t
FED_COURTLISTENER_OPINION_CLUSTERS	NATURE_OF_SUIT	TEXT	10070727	10000	278	0	0	0	0	0	0	0	0	0	0	0	0	42	37	ASSAULT	prisoner
FED_COURTLISTENER_OPINION_CLUSTERS	CASE_NAME_SHORT	TEXT	10070727	10000	6820	0	0	0	0	0	0	0	0	0	0	0	0	4760	65	18-43 086	v. Lee
FED_COURTLISTENER_OPINION_CLUSTERS	FILEPATH_JSON_HARVARD	TEXT	10070727	10000	6415	0	0	0	0	0	0	0	0	0	0	0	0	6486	46	law.free.cap.a2d.176/788.8136915.json	law.free.cap.wyo.34/357.8515259.json
FED_COURTLISTENER_OPINION_CLUSTERS	CROSS_REFERENCE	TEXT	10070727	10000	110	0	0	0	0	0	0	0	0	0	0	0	0	109	98	(See 215 N. T. 634.)	■See also, D.C., 107 F.Supp. 605.
FED_COURTLISTENER_OPINION_CLUSTERS	SLUG	TEXT	10070727	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	9973	75	0958-acres-more-or-less-v-state	zuicarelli-v-clark
FED_COURTLISTENER_OPINION_CLUSTERS	CITATION_COUNT	TEXT	10070727	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	215	3	0	99
FED_COURTLISTENER_OPINION_CLUSTERS	SCDB_DECISION_DIRECTION	TEXT	10070727	10000	65	0	0	65	65	0	0	0	0	0	0	0	0	3	1	1	3
FED_COURTLISTENER_OPINION_CLUSTERS	POSTURE	TEXT	10070727	10000	1536	0	0	0	0	0	0	0	0	0	0	0	0	1461	39385	ACTION FOR DEATH BY WRONGFUL ACT. On certification of a ques	Summary process action, brought to the Court of Common Pleas
FED_COURTLISTENER_OPINION_CLUSTERS	PRECEDENTIAL_STATUS	TEXT	10070727	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	5	11	Errata	Unpublished
FED_COURTLISTENER_OPINION_CLUSTERS	SCDB_ID	TEXT	10070727	10000	65	0	0	0	0	0	0	0	0	0	0	0	0	65	8	1845-008	1981-168
FED_COURTLISTENER_OPINION_CLUSTERS	HISTORY	TEXT	10070727	10000	145	0	0	0	0	0	0	0	0	0	0	0	0	146	458	<p>' Appeal from the District Court of Lamar. Tried below be	Seiffert v. Comm'r, T.C. Memo 2014-4 , 2014 Tax Ct. Memo LEX
FED_COURTLISTENER_OPINION_CLUSTERS	ID	TEXT	10070727	10000	10000	0	0	10000	10000	0	0	0	0	1	0	0	0	9937	8	100047	99897
FED_COURTLISTENER_OPINION_CLUSTERS	DOCKET_ID	TEXT	10070727	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	9874	8	1000154	998529
FED_COURTLISTENER_OPINION_CLUSTERS	HEADNOTES	TEXT	10070727	10000	1239	0	0	0	0	0	0	0	0	0	0	0	0	1244	16807	<headnotes id="b690-6">     1. Negligence &lt;&amp;wkey;l 1	<p>■Chattel Mortgages—Failure to File—Bon a Fide Purchasers.
FED_COURTLISTENER_OPINION_CLUSTERS	CORRECTION	TEXT	10070727	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
FED_COURTLISTENER_OPINION_CLUSTERS	BLOCKED	TEXT	10070727	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	f	t
FED_COURTLISTENER_OPINION_CLUSTERS	ATTORNEYS	TEXT	10070727	10000	6083	0	0	0	0	0	0	0	0	0	0	0	0	6057	12292	 3iessrs. 31. Blair and F. A. Dick, for the appellant: ,  M	■William 3. Webb and Donald A. Gardiner (Smith, Michael & Ga
FED_COURTLISTENER_OPINION_CLUSTERS	SUMMARY	TEXT	10070727	10000	1527	0	0	0	0	0	0	0	0	0	0	0	0	1339	58802	1.  Held, under the facts in the record, petitioner, an Okla	The stock in a bank owned by the petitioner was worthless at
FED_COURTLISTENER_OPINION_CLUSTERS	SYLLABUS	TEXT	10070727	10000	293	0	0	0	0	0	0	0	0	0	0	0	0	287	11574	<bold>1.  Trial — Criminal Cases — Jury Instructions — Gener	speedy trial – re-indicted – initial indictment – second ind
FED_COURTLISTENER_OPINION_CLUSTERS	JUDGES	TEXT	10070727	10000	6755	0	0	0	0	0	0	0	0	0	0	0	0	4448	141	"Carluzzo, Lewis R."	Zimmerman, Weygandt, Stephenson, Williams, Jones, Matthias, 
FED_COURTLISTENER_OPINION_CLUSTERS	ARGUMENTS	TEXT	10070727	10000	171	0	0	0	0	0	0	0	0	0	0	0	0	174	35833	<attorneys data-order="10" data-type="attorneys" id="b110-8"	<parties data-order="3" data-type="attorneys" id="b64-5">UNI
FED_COURTLISTENER_OPINION_CLUSTERS	DATE_MODIFIED	TEXT	10070727	10000	10000	0	0	0	0	0	0	10000	0	0	10000	0	0	9909	29	2014-10-30 07:08:26.175321+00	2026-06-08 21:29:20.662496+00
FED_COURTLISTENER_OPINION_CLUSTERS	SCDB_VOTES_MAJORITY	TEXT	10070727	10000	65	0	0	65	65	0	0	0	0	0	0	0	0	6	1	4	9
FED_COURTLISTENER_OPINION_CLUSTERS	SCDB_VOTES_MINORITY	TEXT	10070727	10000	65	0	0	65	65	0	0	0	0	0	0	0	0	5	1	0	4
FED_COURTLISTENER_OPINION_CLUSTERS	CASE_NAME_FULL	TEXT	10070727	10000	6686	0	0	0	0	0	0	0	0	0	0	0	0	6530	5181	$217,590.00 IN UNITED STATES CURRENCY, Appellant, v. the STA	Ætna Nat. Bank v. Shotwell
FED_FDA_FAERS_INDI	CASEID	TEXT	9833260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
FED_FDA_FAERS_INDI	PRIMARYID	TEXT	9833260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
FED_FDA_FAERS_INDI	DRUG_SEQ	TEXT	9833260	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	9943	10	1006322328	1010974902
FED_FDA_FAERS_INDI	INDI_PT	TEXT	9833260	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1018	63	ABDOMINAL DISCOMFORT	WOUND SECRETION
FED_FDA_FAERS_INDI	INDI_DRUG_SEQ	TEXT	9833260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
FED_FDA_FAERS_INDI	ISR	TEXT	9833260	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	4935	7	4745679	5947146
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_LAST_ORG_NAME	TEXT	9847443	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	3737	59	A1 Imaging Of Ocala Llc	Zylis
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_ZIP5	TEXT	9847443	10000	10000	0	0	10000	10000	0	951	0	0	0	0	0	0	2990	5	00603	99801
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_ST1	TEXT	9847443	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	4364	47	1 Atwell Rd	Wake Forest University Dept Of Anesthesiology
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	AVG_MDCR_STDZD_AMT	TEXT	9847443	10000	10000	0	0	10000	24	0	0	0	0	0	0	0	0	8357	12	0.01	998.57
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_ST2	TEXT	9847443	10000	4131	0	0	46	45	0	0	0	0	0	0	0	0	1016	55	# 101	Yorktowne Center
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_CITY	TEXT	9847443	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	1713	22	Aberdeen	Zion
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	AVG_MDCR_ALOWD_AMT	TEXT	9847443	10000	10000	0	0	10000	17	0	0	0	0	0	0	0	0	9233	12	0.01	997.67621622
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_ENT_CD	TEXT	9847443	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	I	O
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	TOT_BENES	TEXT	9847443	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	586	5	100	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_CRDNTLS	TEXT	9847443	10000	9394	0	0	0	0	0	0	0	0	0	0	0	0	270	20	A.N.P.	WHNP
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_RUCA	TEXT	9847443	10000	9990	0	0	9990	9844	0	0	0	0	0	0	0	0	17	4	1	99
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_STATE_FIPS	TEXT	9847443	10000	9990	0	0	9990	9990	0	1496	0	0	0	0	0	0	53	2	01	78
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	RNDRNG_PRVDR_MI	TEXT	9847443	10000	7412	0	0	0	0	0	0	0	0	0	0	0	188	25	1	A	Z
FED_CMS_PARTB_PROVIDER_SERVICE_DY2017	NPI	TEXT	9847443	10000	10000	0	0	10000	10000	0	0	0	0	0	0	0	0	4745	10	1245202845	1699854059
