view	source	landing_rows	view_rows	dropped	key	note
STG_FED_EIA860_3_4_ENERGY_STORAGE__ALL	FED_EIA860_3_4_ENERGY_STORAGE	786	786	0	(no dedupe)	
STG_FED_EIA860_3_3_SOLAR__ALL	FED_EIA860_3_3_SOLAR	7154	7154	0	(no dedupe)	
STG_FED_EIA860_4_OWNER__ALL	FED_EIA860_4_OWNER	5496	5495	1	(no dedupe)	
STG_FED_EIA860_GENERATOR_Y2019__ALL	FED_EIA860_GENERATOR_Y2019	29011	None		"SHEET_NAME"	view not in DBT_CROGERS
STG_FED_EIA860_GENERATOR_Y2020__ALL	FED_EIA860_GENERATOR_Y2020	30051	None		"SHEET_NAME"	view not in DBT_CROGERS
STG_FED_EIA860_GENERATOR_Y2021__ALL	FED_EIA860_GENERATOR_Y2021	31237	None		"SHEET_NAME"	view not in DBT_CROGERS
STG_FED_EIA860_GENERATOR_Y2022__ALL	FED_EIA860_GENERATOR_Y2022	32347	None		"SHEET_NAME"	view not in DBT_CROGERS
STG_FED_EIA860_GENERATOR_Y2023__ALL	FED_EIA860_GENERATOR_Y2023	33441	None		"SHEET_NAME"	view not in DBT_CROGERS
STG_FED_EIA860_6_1_ENVIROASSOC__ALL	FED_EIA860_6_1_ENVIROASSOC	7021	7020	1	(no dedupe)	
STG_FED_EIA860_6_2_ENVIROEQUIP__ALL	FED_EIA860_6_2_ENVIROEQUIP	4429	4428	1	(no dedupe)	
STG_FED_EIA860_PLANT_Y2019__ALL	FED_EIA860_PLANT_Y2019	11833	11833	0	"PLANT_CODE"	
STG_FED_EIA860_PLANT_Y2020__ALL	FED_EIA860_PLANT_Y2020	12636	12636	0	"PLANT_CODE"	
STG_FED_EIA860_PLANT_Y2021__ALL	FED_EIA860_PLANT_Y2021	13455	13455	0	"PLANT_CODE"	
STG_FED_EIA860_PLANT_Y2022__ALL	FED_EIA860_PLANT_Y2022	14239	14239	0	"PLANT_CODE"	
STG_FED_EIA860_PLANT_Y2023__ALL	FED_EIA860_PLANT_Y2023	15068	15068	0	"PLANT_CODE"	
STG_FED_EIA861_ADVANCED_METERS__METER_COUNTS	FED_EIA861_ADVANCED_METERS	2725	2725	0	UTILITY_NUMBER, STATE	
STG_FED_EIA861_BALANCING_AUTHORITY__ALL	FED_EIA861_BALANCING_AUTHORITY	188	188	0	(no dedupe)	
STG_FED_EIA861_DELIVERY_COMPANIES__SALES	FED_EIA861_DELIVERY_COMPANIES	9	7	2	UNNAMED_0, UNNAMED_1, UNNAMED_6, UNNAMED_3, UNNAMED_4	
STG_FED_EIA861_DEMAND_RESPONSE__PROGRAMS	FED_EIA861_DEMAND_RESPONSE	340	339	1	UNNAMED_0, UNNAMED_1, UNNAMED_3	
STG_FED_EIA861_DISTRIBUTION_SYSTEMS__CIRCUITS	FED_EIA861_DISTRIBUTION_SYSTEMS	1353	1353	0	C_2024, C_55, MS	
STG_FED_EIA861_ENERGY_EFFICIENCY__PROGRAMS	FED_EIA861_ENERGY_EFFICIENCY	460	458	2	UNNAMED_0, UNNAMED_1, UNNAMED_3	
STG_FED_EIA861_DYNAMIC_PRICING__ENROLLMENT	FED_EIA861_DYNAMIC_PRICING	858	857	1	UNNAMED_0, UNNAMED_1, UNNAMED_4	
STG_FED_EIA861_FRAME__RESPONDENTS	FED_EIA861_FRAME	3412	3412	0	C_2024, C_34	
STG_FED_EIA861_MERGERS__MERGERS	FED_EIA861_MERGERS	4	4	0	C_2024, C_6389	
STG_FED_EIA861_NON_NET_METERING_DISTRIBUTED__CAPACITY	FED_EIA861_NON_NET_METERING_DISTRIBUTED	507	507	0	UTILITY_NUMBER, STATE, TYPE	
STG_FED_EIA861_NET_METERING__CAPACITY	FED_EIA861_NET_METERING	1006	1004	2	UNNAMED_0, UNNAMED_2, UNNAMED_1, CAPACITY_MW	
STG_FED_EIA861_OPERATIONAL_DATA__OPERATIONS	FED_EIA861_OPERATIONAL_DATA	1712	1711	1	UNNAMED_0, UNNAMED_1, UNNAMED_3	
STG_FED_EIA861_SALES_ULT_CUST__SALES	FED_EIA861_SALES_ULT_CUST	2817	2815	2	UNNAMED_0, UNNAMED_1, UNNAMED_6, UNNAMED_3, UNNAMED_4	
STG_FED_EIA861_RELIABILITY__RELIABILITY_METRICS	FED_EIA861_RELIABILITY	973	971	2	UNNAMED_0, UNNAMED_1, UNNAMED_3	
STG_FED_EIA861_SALES_ULT_CUST_CS__FACILITY_SALES	FED_EIA861_SALES_ULT_CUST_CS	676	674	2	UNNAMED_0, UNNAMED_1, UNNAMED_3, UNNAMED_5	
STG_FED_EIA861_SERVICE_TERRITORY__COUNTIES	FED_EIA861_SERVICE_TERRITORY	11775	11775	0	C_2024, C_34, SC, ABBEVILLE	
STG_FED_EIA861_SHORT_FORM__RESPONSES	FED_EIA861_SHORT_FORM	1724	1724	0	C_2024, C_192, AK	
STG_FED_EIA861_UTILITY_DATA__UTILITY_PROFILE	FED_EIA861_UTILITY_DATA	1701	1701	0	UTILITY_NUMBER, STATE	
STG_FED_EOIR__CASES	FED_EOIR_CASE_DATA	12631225	12631225	0	(no dedupe)	
STG_FED_EIA_861_BALANCING_AUTHORITY__ALL	FED_EIA_861_BALANCING_AUTHORITY	189	189	0	(no dedupe)	
STG_FED_EOIR_CASE_DATA__RECORDS	FED_EOIR_CASE_DATA	12631225	12631225	0	(no dedupe)	
STG_FED_EOIR_JUDGE__ALL	FED_EOIR_JUDGE	1785	1785	0	JUDGE_CODE	
STG_FED_EPA_ECHO__RECORDS	FED_EPA_ECHO	3157891	3135554	22337	frs_id order by _loaded_at desc) = 1	
STG_FED_EPA_AQS_SITES__SITES	FED_EPA_AQS_SITES	20994	20994	0	aqs_site_id	
STG_FED_EPA_EGRID_PLANT_2019__ALL	FED_EPA_EGRID_PLANT_2019	11865	11865	0	ORISPL	
STG_FED_EPA_EGRID_PLANT_2020__ALL	FED_EPA_EGRID_PLANT_2020	12668	12668	0	ORISPL	
STG_FED_EPA_EGRID_PLANT_2021__ALL	FED_EPA_EGRID_PLANT_2021	11393	11393	0	ORISPL	
STG_FED_EOIR_PROCEEDING__ALL	FED_EOIR_PROCEEDING	16817265	16817265	0	IDNPROCEEDING	
STG_FED_EPA_EGRID_PLANT_2022__FACILITIES	FED_EPA_EGRID_PLANT_2022	11974	11974	0	plant_fips_county_code, data_year, doe_eia_oris_plant_or_facility_code order by _loaded_at desc) = 1	
STG_FED_EPA_EGRID_PLANT_2023__ALL	FED_EPA_EGRID_PLANT_2023	12612	12612	0	ORISPL	
STG_FED_EPA_ENVIROFACTS__FACILITY_SAMPLE	FED_EPA_ENVIROFACTS	5000	5000	0	(no dedupe)	
STG_FED_EPA_FRS_FRS_PROGRAM_LINKS__RECORDS	FED_EPA_FRS_FRS_PROGRAM_LINKS	4406498	4396854	9644	pgm_sys_id order by _loaded_at desc) = 1	
STG_FED_EPA_FRS_FRS_FACILITIES__FACILITIES	FED_EPA_FRS_FRS_FACILITIES	3277557	3277557	0	registry_id	
STG_FED_EPA_FRS_FRS_NAICS_CODES__FACILITIES	FED_EPA_FRS_FRS_NAICS_CODES	2179702	2179702	0	registry_id, naics_code, pgm_sys_id order by _loaded_at desc) = 1	
STG_FED_EPA_GHGRP_EMISSION__EMISSIONS	FED_EPA_GHGRP_EMISSION	346683	346683	0	FACILITY_ID, YEAR, SECTOR_ID, SUBSECTOR_ID, GAS_ID	
STG_FED_EPA_GHGRP_FACILITY__FACILITIES	FED_EPA_GHGRP_FACILITY	136005	136005	0	(no dedupe)	
STG_FED_EPA_FRS_FULL__ALL	FED_EPA_FRS_FULL	5300149	5300149	0	FRS_ID	
STG_FED_EPA_FRS_FRS_SIC_CODES__FACILITIES	FED_EPA_FRS_FRS_SIC_CODES	1085211	1085211	0	registry_id, sic_code, pgm_sys_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	279728	279728	0	pgm_sys_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS	106009	105186	823	pgm_sys_id, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAM_SUBPARTS__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAM_SUBPARTS	190980	190980	0	pgm_sys_id, program_code, program_desc, air_program_subpart_code order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES	1779096	1778462	634	pgm_sys_id, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAMS__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAMS	457581	457581	0	pgm_sys_id, begin_date, updated_date, program_code order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS	620302	620302	0	pgm_sys_id, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY	102037	102037	0	pgm_sys_id, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_AIR_ICIS_AIR_TITLEV_CERTS__RECORDS	FED_EPA_ICIS_AIR_ICIS_AIR_TITLEV_CERTS	499113	489215	9898	pgm_sys_id, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS__RECORDS	FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS	260556	259861	695	activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_NPDES_CS_VIOLATIONS__RECORDS	FED_EPA_NPDES_NPDES_CS_VIOLATIONS	82187	82187	0	npdes_violation_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_ICIS_FACILITIES__FACILITIES	FED_EPA_NPDES_ICIS_FACILITIES	1213737	1213737	0	npdes_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS__FACILITIES	FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS	112373	112373	0	npdes_id, settlement_entered_date, activity_type_code, enf_type_code, activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_NPDES_PS_VIOLATIONS__RECORDS	FED_EPA_NPDES_NPDES_PS_VIOLATIONS	397615	397615	0	npdes_violation_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_NPDES_SE_VIOLATIONS__RECORDS	FED_EPA_NPDES_NPDES_SE_VIOLATIONS	305478	305445	33	npdes_violation_id order by _loaded_at desc) = 1	
STG_FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS__RECORDS	FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	478855	477288	1567	activity_id order by _loaded_at desc) = 1	
STG_FED_EPA_RCRA_ENFORCEMENTS__ENFORCEMENTS	FED_EPA_RCRA_ENFORCEMENTS	383519	383519	0	id_number, activity_location, enforcement_identifier, enforcement_type, enforcement_action_date	
STG_FED_EPA_RCRA_EVALUATIONS__EVALUATIONS	FED_EPA_RCRA_EVALUATIONS	1166410	1166410	0	id_number, activity_location, evaluation_identifier, evaluation_type, evaluation_start_date	
STG_FED_EPA_RCRA_FACILITIES__FACILITIES	FED_EPA_RCRA_FACILITIES	1613224	1613224	0	(no dedupe)	
STG_FED_EPA_RCRA_RCRA_NAICS__NAICS_CODES	FED_EPA_RCRA_RCRA_NAICS	434734	434734	0	(no dedupe)	
STG_FED_EPA_RCRA_VIOSNC_HISTORY__MONTHLY_STATUS	FED_EPA_RCRA_VIOSNC_HISTORY	2675581	2675581	0	(no dedupe)	
STG_FED_EPA_RCRA_VIOLATIONS__VIOLATIONS	FED_EPA_RCRA_VIOLATIONS	708114	708114	0	id_number, activity_location, violation_type, date_violation_determined	
STG_FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS__RECORDS	FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS	578198	578198	0	geo_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_EVENTS_MILESTONES__FACILITIES	FED_EPA_SDWA_SDWA_EVENTS_MILESTONES	394075	394075	0	pwsid, event_end_date, event_actual_date, first_reported_date, event_schedule_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_FACILITIES__FACILITIES	FED_EPA_SDWA_SDWA_FACILITIES	1554832	1554832	0	pwsid, facility_deactivation_date, first_reported_date, last_reported_date, facility_id, state_facility_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_LCR_SAMPLES__RECORDS	FED_EPA_SDWA_SDWA_LCR_SAMPLES	927415	923863	3552	sar_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS__FACILITIES	FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS	434040	434040	0	pwsid order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_PN_VIOLATION_ASSOC__FACILITIES	FED_EPA_SDWA_SDWA_PN_VIOLATION_ASSOC	387627	387627	0	pwsid, compl_per_begin_date, compl_per_end_date, non_compl_per_begin_date, pn_violation_id, related_violation_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_SERVICE_AREAS__FACILITIES	FED_EPA_SDWA_SDWA_SERVICE_AREAS	422464	422464	0	pwsid, first_reported_date, last_reported_date, service_area_type_code order by _loaded_at desc) = 1	
STG_FED_DEA_ARCOS_FULL__ORGANIZATIONS	FED_DEA_ARCOS_FULL	178598026	178545073	52953	reporter_dea_no, transaction_date, transaction_code, drug_code, transaction_id order by _loaded_at desc) = 1	
STG_FED_EPA_SUPERFUND_SITE_BOUNDARIES__BOUNDARIES	FED_EPA_SUPERFUND_SITE_BOUNDARIES	2114	2114	0	(no dedupe)	
STG_FED_EPA_TRI_BASIC_2023__FACILITIES	FED_EPA_TRI_BASIC_2023	78647	77783	864	c_3_frs_id, c_1_year, c_22_industry_sector_code, c_23_industry_sector, c_39_tri_chemical_compound_id, c_41_srs_id order by _loaded_at desc) = 1	
STG_FED_EPA_SDWA_SDWA_SITE_VISITS__FACILITIES	FED_EPA_SDWA_SDWA_SITE_VISITS	2495249	2447708	47541	pwsid, visit_date, first_reported_date, last_reported_date order by _loaded_at desc) = 1	
STG_FED_EPA_TRI_FACILITY__FACILITIES	FED_EPA_TRI_FACILITY	64990	64990	0	tri_facility_id	
STG_FED_FAA_REGISTRY__RECORDS	None	None	None		(no dedupe)	no ripple_raw source in model; count failed: 002037 (42601): SQL compilation error: Failure during expansion of view 'STG_FED_FAA_REGISTRY__RECORDS': SQL compilation error: Object 'LIBRARY_RAW.LANDING.FED_
STG_FED_FAA_DATA_PORTAL__RECORDS	FED_FAA_DATA_PORTAL	4	4	0	(no dedupe)	
STG_FED_FAA_AIRCRAFT_REGISTRY__AIRCRAFT	FED_FAA_AIRCRAFT_REGISTRY	315447	315447	0	(no dedupe)	
STG_FED_FARA__RECORDS	FED_FARA	30	30	0	(no dedupe)	
STG_FED_FATCA_FFI__INSTITUTIONS	FED_FATCA_FFI	516298	516298	0	(no dedupe)	
STG_FED_FBI_CDE__STATE_MONTH	FED_FBI_CDE	477360	477360	0	(no dedupe)	
STG_FED_FBI_NICS_CHECKS__RECORDS	FED_FBI_NICS_CHECKS	16445	16445	0	(no dedupe)	
STG_FED_FCC_LICENSING__RECORDS	FED_FCC_LICENSING	1689338	1689338	0	(no dedupe)	
STG_FED_FARA_BULK__FARA_REGISTRATIONS	FED_FARA_BULK	221900	48103	173797	registration_number,	
STG_FED_FDA_DEVICE_CLASSIFICATION__DEVICE_CLASSIFICATIONS	FED_FDA_DEVICE_CLASSIFICATION	1	7087	-7086	product_code	
STG_FED_FDA_DEVICE_ENFORCEMENT__DEVICE_ENFORCEMENT_RECALLS	FED_FDA_DEVICE_ENFORCEMENT	20	39635	-39615	recall_number	
STG_FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT__FACILITIES	FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT	15432737	15432737	0	pwsid, compl_per_begin_date, compl_per_end_date, non_compl_per_begin_date, violation_id, facility_id, sample_result_id, corrective_action_id, enforcement_id order by _loaded_at desc) = 1	
STG_FED_FDA_DEVICE_510K__ALL	FED_FDA_DEVICE_510K	88	175686	-175598	k_number	
STG_FED_FDA_CAERS__ALL	FED_FDA_CAERS	1	85511	-85510	report_number	
STG_FED_FDA_DRUG_MASTER_FILES__DMFS	FED_FDA_DRUG_MASTER_FILES	41253	41253	0	(no dedupe)	
STG_FED_FDA_DEVICE_PMA__ALL	FED_FDA_DEVICE_PMA	29	56853	-56824	pma_number, supplement_number	
STG_FED_FDA_DRUG_ENFORCEMENT__DRUG_ENFORCEMENT_RECALLS	FED_FDA_DRUG_ENFORCEMENT	1	17876	-17875	recall_number	
STG_FED_FDA_PURPLE_BOOK__LICENSES	FED_FDA_PURPLE_BOOK	2233	2228	5	UNNAMED_2, UNNAMED_20, UNNAMED_16	
STG_FED_FDA_UNII_GSRS_SUBSTANCES__SUBSTANCES	FED_FDA_UNII_GSRS_SUBSTANCES	168046	168046	0	(no dedupe)	
STG_FED_FDIC_BANK_DATA__INSTITUTIONS	FED_FDIC_BANK_DATA	27836	27836	0	(no dedupe)	
STG_FED_FDIC_ENFORCEMENT__ENFORCEMENT_ORDERS	FED_FDIC_ENFORCEMENT	14	1	13	docket_number, fdic_cert_number, coalesce(person_name, respondent_name)	
STG_FED_FDA_ESTABLISHMENT_REG__ALL	FED_FDA_ESTABLISHMENT_REG	166	263374	-263208	fei_number, coalesce(k_number, ''), coalesce(pma_number, ''),	
STG_FED_FDIC_ENFORCEMENT_ORDERS__ORDERS	FED_FDIC_ENFORCEMENT_ORDERS	10838	10838	0	(no dedupe)	
STG_FED_FDIC_SOD_BRANCH_DEPOSITS__BRANCHES	FED_FDIC_SOD_BRANCH_DEPOSITS	2822977	2822977	0	(no dedupe)	
STG_FED_FDIC_FAILED_BANKS__FAILED_BANKS	FED_FDIC_FAILED_BANKS	4115	3584	531	fdic_cert	
STG_FED_FEC_API__RECORDS	FED_FEC_API	500	500	0	transaction_id order by _loaded_at desc) = 1	
STG_FED_FEC_BULK__RECORDS	FED_FEC_BULK	20938	20938	0	fec_cmte_id order by _loaded_at desc) = 1	
STG_FED_FEC_BULK_COMMITTEES__RECORDS	FED_FEC_BULK_COMMITTEES	20007	20007	0	fec_cmte_id order by _loaded_at desc) = 1	
STG_FED_FEC_CAND_CMTE_LINKAGE__RECORDS	FED_FEC_CAND_CMTE_LINKAGE	30536	30536	0	(no dedupe)	
STG_FED_FEC_CANDIDATES__RECORDS	FED_FEC_CANDIDATES	27095	27095	0	(no dedupe)	
STG_FED_FEC_COMMITTEES__RECORDS	FED_FEC_COMMITTEES	60031	60031	0	(no dedupe)	
STG_FED_FEC_INDEPENDENT_EXPENDITURES__RECORDS	FED_FEC_INDEPENDENT_EXPENDITURES	276183	276183	0	(no dedupe)	
STG_FED_FEC_COMMITTEE_TO_CANDIDATE__RECORDS	FED_FEC_COMMITTEE_TO_CANDIDATE	866730	866730	0	sub_id order by _loaded_at desc) = 1	
STG_FED_FEC_LEADERSHIP_PAC__ALL	FED_FEC_LEADERSHIP_PAC	8619	8619	0	LINKAGE_ID	
STG_FED_FEC_PAC_SUMMARY__RECORDS	FED_FEC_PAC_SUMMARY	48395	45709	2686	cmte_id, cvg_end_dt	
STG_FED_FEDERAL_REGISTER_DOCUMENTS__FEDERAL_REGISTER_DOCUMENTS	FED_FEDERAL_REGISTER_DOCUMENTS	485594	485585	9	document_number	
STG_FED_FEMA_DISASTER_DECLARATIONS__ALL	FED_FEMA_DISASTER_DECLARATIONS	70402	70402	0	ID	
STG_FED_FEMA_IA_HOUSING_REGISTRATIONS__REGISTRATIONS	FED_FEMA_IA_HOUSING_REGISTRATIONS	26250920	26250920	0	(no dedupe)	
STG_FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK__COMMUNITIES	FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK_FULL_R2	25125	25125	0	community_id_number	
STG_FED_FFIEC_CALL_REPORTS__RECORDS	FED_FFIEC_CALL_REPORTS	302	302	0	(no dedupe)	
STG_FED_FHFA_FHLB_MEMBERSHIP__MEMBERS	FED_FHFA_FHLB_MEMBERSHIP	6327	6327	0	fhfa_id	
STG_FED_FHFA_HPI__RECORDS	FED_FHFA_HPI	184807	184807	0	(no dedupe)	
STG_FED_FHFA_NMDB__RECORDS	FED_FHFA_NMDB	11648	11648	0	GEO_TYPE, GEO_CODE, GEO_NAME, PERIOD_TYPE, PERIOD_VALUE,	
STG_FED_FHFA_SUSPENDED_COUNTERPARTY_PROGRAM__SUSPENDED_COUNTERPARTY	FED_FHFA_SUSPENDED_COUNTERPARTY_PROGRAM	241	222	19	last_name, company	
STG_FED_FINCEN_BOI__ORGANIZATIONS	FED_FINCEN_BOI	1	1	0	ein order by _loaded_at desc) = 1	
STG_FED_FINRA_MPID_LIST__MARKET_PARTICIPANTS	FED_FINRA_MPID_LIST	4215	4215	0	MPID, MP_TYPE, NAME, LOCATION	
STG_FED_FJC_IDB_APPELLATE__APPEAL_RECORDS	FED_FJC_IDB_APPELLATE	988183	988183	0	(no dedupe)	
STG_FED_FJC_IDB_BANKRUPTCY__CASE_SNAPSHOTS	FED_FJC_IDB_BANKRUPTCY	6965441	6965441	0	(no dedupe)	
STG_FED_FJC_IDB_CIVIL__CASE_RECORDS	FED_FJC_IDB_CIVIL	10857396	10857396	0	CIRCUIT, DISTRICT, OFFICE, DOCKET, FILEDATE, TAPEYEAR	
STG_FED_FJC_IDB_CRIMINAL__DEFENDANT_RECORDS	FED_FJC_IDB_CRIMINAL	6299908	6299908	0	DEFLGKY, FISCALYR, REOPSEQ, TAPEYEAR	
STG_FED_FJC_JUDGES__PEOPLE	FED_FJC_JUDGES	4067	4065	2	seat_id_1 order by _loaded_at desc) = 1	
STG_FED_FJC_SERVICE__PEOPLE	FED_FJC_SERVICE	4766	4755	11	seat_id order by _loaded_at desc) = 1	
STG_FED_FOREIGNASSISTANCE__RECORDS	FED_FOREIGNASSISTANCE	95658	95658	0	COUNTRY, MANAGING_AGENCY, FUNDING_AGENCY, USG_SECTOR,	
STG_FED_FRA_CASUALTIES__ALL	FED_FRA_CASUALTIES	1150788	1150788	0	(no dedupe)	
STG_FED_FRA_CROSSING_INCIDENTS__ALL	FED_FRA_CROSSING_INCIDENTS	251149	251149	0	(no dedupe)	
STG_FED_FRA_EQUIPMENT_ACCIDENTS__ALL	FED_FRA_EQUIPMENT_ACCIDENTS	224941	224941	0	(no dedupe)	
STG_FED_FRA_SAFETY__PLACES	FED_FRA_SAFETY	1	1	0	county_fips order by _loaded_at desc) = 1	
STG_FED_FRACFOCUS_DISCLOSURE_LIST__DISCLOSURES	FED_FRACFOCUS_DISCLOSURE_LIST	248835	248835	0	disclosure_id	
STG_FED_FDA_GUDID__ALL	FED_FDA_GUDID	2542	5083948	-5081406	public_device_record_key	
STG_FED_FRACFOCUS_WATER_SOURCE__WATER_SOURCES	FED_FRACFOCUS_WATER_SOURCE	23747	23747	0	water_source_id	
STG_FED_FTC_DATASETS__RECORDS	FED_FTC_DATASETS	1200	1200	0	(no dedupe)	
STG_FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS__RECORDS	FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS	470	470	0	advertiser_id order by _loaded_at desc) = 1	
STG_FED_GOOGLE_POLADS_ADVERTISER_STATS__RECORDS	FED_GOOGLE_POLADS_ADVERTISER_STATS	21211	21211	0	advertiser_id order by _loaded_at desc) = 1	
STG_FED_FRACFOCUS_REGISTRY__INGREDIENTS	FED_FRACFOCUS_REGISTRY	7200550	7200550	0	disclosure_id, purpose_id, ingredients_id	
STG_FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND__RECORDS	FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND	298884	298884	0	advertiser_id, election_cycle, week_start_date order by _loaded_at desc) = 1	
STG_FED_GOOGLE_POLADS_CREATIVE_STATS__RECORDS	FED_GOOGLE_POLADS_CREATIVE_STATS	1562870	1562870	0	ad_id order by _loaded_at desc) = 1	
STG_FED_GOOGLE_POLADS_GEO_SPEND__PLACES	FED_GOOGLE_POLADS_GEO_SPEND	1289	1289	0	country_subdivision_secondary order by _loaded_at desc) = 1	
STG_FED_GOVINFO_BILL_COSPONSORS__RECORDS	FED_GOVINFO_BILL_COSPONSORS	1268519	1268519	0	(no dedupe)	
STG_FED_GOVINFO_BILLSTATUS__RECORDS	FED_GOVINFO_BILLSTATUS	107150	107150	0	(no dedupe)	
STG_FED_GRANTS_GOV__RECORDS	FED_GRANTS_GOV	100	100	0	opportunity_id order by _loaded_at desc) = 1	
STG_FED_HHS_OIG_LEIE__EXCLUSIONS	FED_HHS_OIG_LEIE	83842	83747	95	exclusion_sk	
STG_FED_FDA_MAUDE__ALL	FED_FDA_MAUDE	1386	2743561	-2742175	mdr_report_key, coalesce(device_sequence_number, '0')	
STG_FED_HHS_TAGGS__GRANT_AWARDS	FED_HHS_TAGGS	45	1	44	award_number	
STG_FED_HRSA_HPSA_PRIMARY_CARE__DESIGNATIONS	FED_HRSA_HPSA_PRIMARY_CARE	79158	79158	0	HPSA_ID, HPSA_GEOGRAPHY_IDENTIFICATION_NUMBER	
STG_FED_HRSA_PROVIDER_RELIEF_FUND__PAYMENTS	FED_HRSA_PROVIDER_RELIEF_FUND+FED_HRSA_PROVIDER_RELIEF_FUND+FED_HRSA_PROVIDER_RELIEF_FUND	None	419846		(no dedupe)	multi-source, not comparable
STG_FED_HRSA_SHORTAGE_AREAS__RECORDS	FED_HRSA_SHORTAGE_AREAS	165531	165531	0	(no dedupe)	
STG_FED_HRSA_UDS_HEALTH_CENTER_INFO__CENTERS	FED_HRSA_UDS_HEALTH_CENTER_INFO	1356	1356	0	(no dedupe)	
STG_FED_HRSA_UDS_SERVICE_DELIVERY_SITES__SITES	FED_HRSA_UDS_SERVICE_DELIVERY_SITES	19038	19038	0	(no dedupe)	
STG_FED_HUD_ASSISTED_HOUSING_PROJECTS__SUMMARIES	FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	35601	0	(no dedupe)	
STG_FED_HUD_DATA__RECORDS	FED_HUD_DATA	77	77	0	(no dedupe)	
STG_FED_HRSA_UDS_TABLE3A_PATIENTS__BY_CENTER	FED_HRSA_UDS_TABLE3A_PATIENTS	1357	1356	1	(no dedupe)	
STG_FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT__LOANS	FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT	61647	61647	0	PROPERTY_STATE, PROPERTY_ZIP, ORIGINATING_MORTGAGEE_NUMBER, ENDORSEMENT_YEAR, ENDORSEMENT_MONTH	
STG_FED_HUD_MF_FIRM_COMMITMENTS__COMMITMENTS	FED_HUD_MF_FIRM_COMMITMENTS	25565	25557	8	fha_number_raw, firm_activity_date_raw	
STG_FED_HUD_LIHTC_PROPERTIES__ALL	FED_HUD_LIHTC_PROPERTIES	55345	55345	0	HUD_ID	
STG_FED_HUD_MF_SECTION8_CONTRACTS__CONTRACTS	FED_HUD_MF_SECTION8_CONTRACTS	24309	24309	0	CONTRACT_NUMBER	
