staging_model,source_name,raw_table,raw_exists,raw_row_count,raw_bytes
stg_fed_nhtsa_complaints__records,ripple_raw,FED_NHTSA_COMPLAINTS,yes,2227941,493518848
stg_fed_nhtsa_investigations__records,ripple_raw,FED_NHTSA_INVESTIGATIONS,yes,154209,2226176
stg_fed_nhtsa_recalls__records,ripple_raw,FED_NHTSA_RECALLS,yes,242993,9648640
stg_fed_nid_dams__structures,ripple_raw,FED_NID_DAMS,yes,92766,8111616
stg_fed_nih_reporter__projects,ripple_raw,FED_NIH_REPORTER,yes,2122611,3305371136
stg_fed_nlm_dailymed_spl_setid_map__setid_map,ripple_raw,FED_NLM_DAILYMED_SPL_SETID_MAP,yes,158452,8665600
stg_fed_noaa_ais__ais_vessel_positions,ripple_raw,FED_NOAA_AIS,yes,58106517,1510587392
stg_fed_noaa_storm_events__events,ripple_raw,FED_NOAA_STORM_EVENTS,yes,1780730,173822464
stg_fed_noaa_weather_api__records,ripple_raw,FED_NOAA_WEATHER_API,yes,287,109568
stg_fed_nsf_awards__records,ripple_raw,FED_NSF_AWARDS,yes,125,153088
stg_fed_ntsb_aviation_aircraft__aircraft,ripple_raw,FED_NTSB_AVIATION_AIRCRAFT,yes,31503,5339136
stg_fed_ntsb_aviation_events__events,ripple_raw,FED_NTSB_AVIATION_EVENTS,yes,30968,4059136
stg_fed_ntsb_aviation_injury__injuries,ripple_raw,FED_NTSB_AVIATION_INJURY,yes,179179,2018304
stg_fed_nursinghome411__facilities,ripple_raw,FED_NURSINGHOME411,yes,14713,3770880
stg_fed_occ_national_banks__banks,ripple_raw,FED_OCC_NATIONAL_BANKS,yes,724,38912
stg_fed_occ_thrifts__thrifts,ripple_raw,FED_OCC_THRIFTS,yes,218,14336
stg_fed_ofac_sdn__sdn_entities,ripple_raw,FED_OFAC_SDN,yes,19115,1613824
stg_fed_oyez__scotus_cases,ripple_raw,FED_OYEZ,yes,25,27648
stg_fed_pbgc_data__records,ripple_raw,FED_PBGC_DATA,yes,149771,1158144
stg_fed_pbgc_trusteed_plans__plans,ripple_raw,FED_PBGC_TRUSTEED_PLANS,yes,5176,349184
stg_fed_pcaob_form_ap_filings__filings,ripple_raw,FED_PCAOB_FORM_AP_FILINGS,yes,155384,8776704
stg_fed_phmsa_flagged_incidents__incidents,ripple_raw,FED_PHMSA_FLAGGED_INCIDENTS,yes,2039,2582528
stg_fed_retraction_watch__retractions,ripple_raw,FED_RETRACTION_WATCH,yes,71591,12302848
stg_fed_revolvingdoor_project__personnel_positions,ripple_raw,FED_REVOLVINGDOOR_PROJECT,yes,409,98816
stg_fed_sam_exclusions__records,ripple_raw,FED_SAM_EXCLUSIONS_FULL_R2,yes,167928,12000256
stg_fed_sba_loans__records,ripple_raw,FED_SBA_LOANS,yes,2174502,145664512
stg_fed_sba_ppp__records,ripple_raw,FED_SBA_PPP,yes,968524,81584128
stg_fed_sbir_sttr_awards__awards,ripple_raw,FED_SBIR_STTR_AWARDS,yes,219503,19618304
stg_fed_scdb__supreme_court_cases,ripple_raw,FED_SCDB,yes,83644,2353152
stg_fed_sec_13f_positions__all,ripple_raw,FED_SEC_13F_POSITIONS,yes,3822885,77054976
stg_fed_sec_13f_submission__all,ripple_raw,FED_SEC_13F_SUBMISSION,yes,3822885,77030912
stg_fed_sec_edgar__records,ripple_raw,FED_SEC_EDGAR,yes,200,11776
stg_fed_sec_edgar_company_tickers__company_tickers,ripple_raw,FED_SEC_EDGAR_COMPANY_TICKERS,yes,10414,316928
stg_fed_sec_edgar_company_tickers_exchange__tickers,ripple_raw,FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,yes,10398,293888
stg_fed_sec_edgar_financials__records,ripple_raw,FED_SEC_EDGAR_FINANCIALS,yes,55635,7254528
stg_fed_sec_insider_deriv_trans__records,ripple_raw,FED_SEC_INSIDER_DERIV_TRANS,yes,1049121,40538112
stg_fed_sec_insider_nonderiv_trans__records,ripple_raw,FED_SEC_INSIDER_NONDERIV_TRANS,yes,2672841,70072320
stg_fed_sec_insider_reportingowner__records,ripple_raw,FED_SEC_INSIDER_REPORTINGOWNER,yes,1934673,54126080
stg_fed_sec_insider_submission__records,ripple_raw,FED_SEC_INSIDER_SUBMISSION,yes,1772088,28463104
stg_fed_sec_investment_company_series_class__series_classes,ripple_raw,FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,yes,43123,1727488
stg_fed_senate_stock_watcher__transactions,ripple_raw,FED_SENATE_STOCK_WATCHER,yes,8350,340480
stg_fed_slavevoyages_intraamerican__intra_american_voyages,ripple_raw,FED_SLAVEVOYAGES_INTRAAMERICAN,yes,11521,1534464
stg_fed_slavevoyages_transatlantic__records,ripple_raw,FED_SLAVEVOYAGES_TRANSATLANTIC,yes,36108,5888000
stg_fed_treasury_avg_interest_rates__avg_interest_rates,ripple_raw,FED_TREASURY_AVG_INTEREST_RATES,yes,4961,71680
stg_fed_treasury_debt_to_penny__debt_to_penny,ripple_raw,FED_TREASURY_DEBT_TO_PENNY,yes,8329,324608
stg_fed_us_sec_edgar__edgar_filings,ripple_raw,FED_US_SEC_EDGAR,yes,48990,1983488
stg_fed_us_usaspending_api__federal_awards,ripple_raw,FED_US_USASPENDING_API,yes,300,21504
stg_fed_usaspending_assistance_full__records,ripple_raw,FED_USASPENDING_ASSISTANCE_FULL,yes,19902879,3716252672
stg_fed_usaspending_bulk__organizations,ripple_raw,FED_USASPENDING_BULK,yes,50000,13879808
stg_fed_usaspending_contracts_full__records,ripple_raw,FED_USASPENDING_CONTRACTS_FULL,yes,20000000,5998015488
stg_fed_usaspending_subawards__subawards,ripple_raw,FED_USASPENDING_SUBAWARDS,yes,5000,310272
stg_fed_usaspending_tas_filter_tree__tas_nodes,ripple_raw,FED_USASPENDING_TAS_FILTER_TREE,yes,92,4608
stg_fed_usaspending_toptier_agencies__records,ripple_raw,FED_USASPENDING_TOPTIER_AGENCIES,yes,111,15360
stg_fed_uscg_nrc_incident_reports__incident_reports,ripple_raw,FED_USCG_NRC_INCIDENT_REPORTS,yes,116662,3816960
stg_fed_uscg_nrc_incidents__incidents,ripple_raw,FED_USCG_NRC_INCIDENTS,yes,1029020,20225536
stg_fed_uscis_data__records,ripple_raw,FED_USCIS_DATA,yes,3204,73216
stg_fed_uscourts_stats__records,ripple_raw,FED_USCOURTS_STATS,yes,50,5632
stg_fed_usda_rd_mfh_active_projects__projects,ripple_raw,FED_USDA_RD_MFH_ACTIVE_PROJECTS,yes,13550,1238016
stg_fed_usgs_3dep__places,ripple_raw,FED_USGS_3DEP,yes,5000,6942208
stg_fed_usgs_earthquakes__records,ripple_raw,FED_USGS_EARTHQUAKES,yes,443274,32013824
stg_fed_usgs_gnis_all_names__name_citations,ripple_raw,FED_USGS_GNIS_ALL_NAMES,yes,1249630,14369280
stg_fed_usgs_minerals__records,ripple_raw,FED_USGS_MINERALS,yes,304632,28020224
stg_fed_usgs_orphaned_oil_gas_wells__wells,ripple_raw,FED_USGS_ORPHANED_OIL_GAS_WELLS,yes,117672,2844160
stg_fed_usgs_topoview__records,ripple_raw,FED_USGS_TOPOVIEW,yes,250,26112
stg_fed_usgs_water__records,ripple_raw,FED_USGS_WATER,yes,6694816,29176320
stg_fed_usgs_wbd_huc8__watersheds,ripple_raw,FED_USGS_WBD_HUC8,yes,2456,348160
stg_fed_usitc_dataweb__records,ripple_raw,FED_USITC_DATAWEB,yes,7,1536
stg_fed_va_allcause_mortality__all,ripple_raw,FED_VA_ALLCAUSE_MORTALITY,yes,2808,73216
stg_fed_va_suicide_appendix__records,ripple_raw,FED_VA_SUICIDE_APPENDIX,yes,144,14336
stg_fed_va_suicide_national__all,ripple_raw,FED_VA_SUICIDE_NATIONAL,yes,690,50176
stg_fed_va_suicide_state__all,ripple_raw,FED_VA_SUICIDE_STATE,yes,19704,414208
stg_fed_voteview_members__records,ripple_raw,FED_VOTEVIEW_MEMBERS,yes,51061,2547712
stg_fed_voteview_rollcall_meta__records,ripple_raw,FED_VOTEVIEW_ROLLCALL_META_FULL,yes,113512,7239168
stg_fed_voteview_rollcalls__records,ripple_raw,FED_VOTEVIEW_ROLLCALLS,yes,945523,1932800
stg_fed_wpa_slave_narratives__slave_narratives,ripple_raw,FED_WPA_SLAVE_NARRATIVES,yes,100,10240
stg_fed_wqp_monitoring_stations__stations,ripple_raw,FED_WQP_MONITORING_STATIONS,yes,5818,330240
stg_int_uk_companies_house__all,ripple_raw,INT_UK_COMPANIES_HOUSE,yes,5734780,408474112
stg_intl_adb_data__records,ripple_raw,INTL_ADB_DATA,yes,41,1536
stg_intl_ar_datosgob__records,ripple_raw,INTL_AR_DATOSGOB,yes,3556,337920
stg_intl_austlii__records,ripple_raw,INTL_AUSTLII,yes,1,1536
stg_intl_bd_datagov__records,ripple_raw,INTL_BD_DATAGOV,yes,500,9216
stg_intl_br_dados_gov__records,ripple_raw,INTL_BR_DADOS_GOV,yes,10,4608
stg_intl_ca_open_canada__records,ripple_raw,INTL_CA_OPEN_CANADA,yes,500,1283584
stg_intl_ch_opendataswiss__records,ripple_raw,INTL_CH_OPENDATASWISS,yes,5000,4321280
stg_intl_ch_zefix__companies,ripple_raw,INTL_CH_ZEFIX,yes,18,2048
stg_intl_cl_datosgob__records,ripple_raw,INTL_CL_DATOSGOB,yes,1000,454656
stg_intl_de_govdata__records,ripple_raw,INTL_DE_GOVDATA,yes,5000,4399616
stg_intl_ec_sercop__contracting_process,ripple_raw,INTL_EC_SERCOP,yes,132995,9296896
stg_intl_eg_capmas__records,ripple_raw,INTL_EG_CAPMAS,yes,150,3072
stg_intl_elections_canada_contributions__contributions,ripple_raw,INTL_ELECTIONS_CANADA_CONTRIBUTIONS,yes,12646465,362405376
stg_intl_ember_elec__yearly_electricity,ripple_raw,INTL_EMBER_ELEC,yes,369264,3372032
stg_intl_embl_ensembl__records,ripple_raw,INTL_EMBL_ENSEMBL,yes,643,29696
stg_intl_es_borme__borme_corporate_acts,ripple_raw,INTL_ES_BORME,yes,25,12800
stg_intl_es_datosgob__records,ripple_raw,INTL_ES_DATOSGOB,yes,1000,293376
stg_intl_eu_sanctions__places,ripple_raw,INTL_EU_SANCTIONS,yes,42347,3744256
stg_intl_eu_socta_europol__records,ripple_raw,INTL_EU_SOCTA_EUROPOL,yes,26,4096
stg_intl_eurlex_cellar__records,ripple_raw,INTL_EURLEX_CELLAR,yes,53,3584
stg_intl_eurostat__records,ripple_raw,INTL_EUROSTAT,yes,450,7168
stg_intl_fao_faostat__records,ripple_raw,INTL_FAO_FAOSTAT,yes,69,36864
stg_intl_fao_faostat_food_security__records,ripple_raw,INTL_FAO_FAOSTAT_FOOD_SECURITY,yes,279470,1866240
stg_intl_fatf_ratings__records,ripple_raw,INTL_FATF_RATINGS,yes,200,6144
stg_intl_fr_data_gouv__records,ripple_raw,INTL_FR_DATA_GOUV_FULL,yes,130431,38701056
stg_intl_freedomhouse__records,ripple_raw,INTL_FREEDOMHOUSE,yes,2723,75776
stg_intl_gdelt__records,ripple_raw,INTL_GDELT,yes,1015,132096
stg_intl_ge_datagov__places,ripple_raw,INTL_GE_DATAGOV,yes,1,2048
stg_intl_gem_hazard__records,ripple_raw,INTL_GEM_HAZARD,yes,12,2048
stg_intl_gfi_trade__records,ripple_raw,INTL_GFI_TRADE,yes,25,2560
stg_intl_gh_datagovgh__records,ripple_raw,INTL_GH_DATAGOVGH,yes,10,2560
stg_intl_gleif__organizations,ripple_raw,INTL_GLEIF,yes,3382301,664928256
stg_intl_global_witness_defenders__records,ripple_raw,INTL_GLOBAL_WITNESS_DEFENDERS,yes,232,29696
stg_intl_gr_datagov__records,ripple_raw,INTL_GR_DATAGOV,yes,5000,2245632
stg_intl_gr_gemi__greek_companies,ripple_raw,INTL_GR_GEMI,yes,40,2560
stg_intl_healthcanada_dpd_drug__drugs,ripple_raw,INTL_HEALTHCANADA_DPD_DRUG,yes,13383,467968
stg_intl_hudoc__echr_cases,ripple_raw,INTL_HUDOC,yes,2000,257024
stg_intl_ie_cro__cro_companies,ripple_raw,INTL_IE_CRO,yes,821697,45276672
stg_intl_ipc_food_insecurity_global__records,ripple_raw,INTL_IPC_FOOD_INSECURITY_GLOBAL,yes,735,14848
stg_intl_iso_mic_registry__market_identifier_codes,ripple_raw,INTL_ISO_MIC_REGISTRY,yes,2864,200192
stg_intl_it_istat__istat_sdmx_observations,ripple_raw,INTL_IT_ISTAT,yes,213284,1606656
stg_intl_leiden_russian_ops_europe__records,ripple_raw,INTL_LEIDEN_RUSSIAN_OPS_EUROPE,yes,153,23552
stg_intl_nti_cns_dprk_missile_tests__records,ripple_raw,INTL_NTI_CNS_DPRK_MISSILE_TESTS,yes,303,77824
stg_intl_opensanctions_default__targets,ripple_raw,INTL_OPENSANCTIONS_DEFAULT,yes,1281846,94257664
stg_intl_osfi_regulated_fi__institutions,ripple_raw,INTL_OSFI_REGULATED_FI,yes,343,33792
stg_intl_owid_milspend__military_spending,ripple_raw,INTL_OWID_MILSPEND,yes,9112,139264
stg_intl_ucdp_ged__records,ripple_raw,INTL_UCDP_GED,yes,385918,36304384
stg_intl_voeten_unga_votes__records,ripple_raw,INTL_VOETEN_UNGA_VOTES,yes,1823352,20180480
stg_irs527__8872_reports,ripple_raw,IRS527_8872_REPORTS,yes,55579,7334912
stg_irs527__directors_officers,ripple_raw,IRS527_DIRECTORS_OFFICERS,yes,189593,6233600
stg_irs527__eain,ripple_raw,IRS527_EAIN,yes,17853,331264
stg_irs527__related_entities,ripple_raw,IRS527_RELATED_ENTITIES,yes,64835,2601984
stg_irs527_8871_orgs__registrations,ripple_raw,IRS527_8871_ORGS,yes,77591,11488256
stg_fed_congress_legislators__members,ripple_raw,FED_CONGRESS_LEGISLATORS,yes,12847,999936
stg_fed_fec_bulk_candidates__candidates,ripple_raw,FED_FEC_BULK_CANDIDATES,yes,17900,967680
stg_fed_fec_bulk_linkages__linkages,ripple_raw,FED_FEC_BULK_LINKAGES,yes,16327,329728
stg_fed_fec_bulk_summary__candidate_summary,ripple_raw,FED_FEC_BULK_SUMMARY,yes,7933,543232
stg_fed_govinfo_bill_cosponsors__cosponsors,ripple_raw,FED_GOVINFO_BILL_COSPONSORS,yes,367742,2389504
stg_fed_govinfo_billstatus__bills,ripple_raw,FED_GOVINFO_BILLSTATUS,yes,36465,2688000
stg_fed_voteview_members__ideology,ripple_raw,FED_VOTEVIEW_MEMBERS,yes,51061,2547712
stg_fed_voteview_rollcall_meta__rollcalls,ripple_raw,FED_VOTEVIEW_ROLLCALL_META_FULL,yes,113512,7239168
stg_fed_voteview_rollcalls__votes,ripple_raw,FED_VOTEVIEW_ROLLCALLS,yes,945523,1932800
stg_portal_arc_atlanta_dataatla_1a7f4adc21__records,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_1A7F4ADC21,yes,144,18944
stg_portal_arc_atlanta_dataatla_4ab9f9e31e__records,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_4AB9F9E31E,yes,681,70144
stg_portal_arc_atlanta_dataatla_51a606f539__places,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_51A606F539,yes,486,53248
stg_portal_arc_atlanta_dataatla_5d9b9c30a9__places,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9,yes,14,6144
stg_portal_arc_atlanta_dataatla_79e3c7bd36__records,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36,yes,209,25600
stg_portal_arc_atlanta_dataatla_a59db2e766__records,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_A59DB2E766,yes,322,36352
stg_portal_arc_atlanta_dataatla_d8df9588a6__cases,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_D8DF9588A6,yes,15,25600
stg_portal_arc_atlanta_dataatla_de1e9d4350__records,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350,yes,531,46592
stg_portal_arc_atlanta_dataatla_ead25cbdc7__places,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7,yes,2000,225792
stg_portal_arc_atlanta_dataatla_fd3576897b__places,ripple_raw,PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B,yes,15,6656
stg_portal_arc_columbus_gis_ope_8259461c2a__organizations,ripple_raw,PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,yes,2000,237568
stg_portal_arc_fort_worth_open_2259070522__places,ripple_raw,PORTAL_ARC_FORT_WORTH_OPEN_2259070522,yes,19,5632
stg_portal_arc_fort_worth_open_9f0879147a__places,ripple_raw,PORTAL_ARC_FORT_WORTH_OPEN_9F0879147A,yes,2000,545280
stg_portal_arc_harris_county_op_0f9c7fcb29__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_0F9C7FCB29,yes,12,16384
stg_portal_arc_harris_county_op_119b70555b__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_119B70555B,yes,74,18432
stg_portal_arc_harris_county_op_12691a85a0__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_12691A85A0,yes,38,11776
stg_portal_arc_harris_county_op_1966ac023b__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B,yes,55,12288
stg_portal_arc_harris_county_op_1a53499962__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_1A53499962,yes,372,59392
stg_portal_arc_harris_county_op_2d6f9d0da7__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7,yes,2000,285184
stg_portal_arc_harris_county_op_32d5ff05ca__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA,yes,100,49152
stg_portal_arc_harris_county_op_360277f8cb__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB,yes,2,4096
stg_portal_arc_harris_county_op_3cfe4113ed__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED,yes,2,3072
stg_portal_arc_harris_county_op_3e1426df10__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10,yes,372,59392
stg_portal_arc_harris_county_op_58fab3b4f7__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7,yes,1022,20897280
stg_portal_arc_harris_county_op_6cdcf96ca7__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7,yes,34,12288
stg_portal_arc_harris_county_op_795533139c__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_795533139C,yes,100,49152
stg_portal_arc_harris_county_op_8549ec1226__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226,yes,1464,159232
stg_portal_arc_harris_county_op_86ae12cfc0__providers,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0,yes,1128,135168
stg_portal_arc_harris_county_op_87f4853c1a__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A,yes,30,9728
stg_portal_arc_harris_county_op_89477f0032__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032,yes,1022,20896256
stg_portal_arc_harris_county_op_a2dae85c30__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30,yes,38,11776
stg_portal_arc_harris_county_op_b7635629a1__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1,yes,2000,1297408
stg_portal_arc_harris_county_op_d354d2d6e2__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_D354D2D6E2,yes,257,85504
stg_portal_arc_harris_county_op_d8cf46061b__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B,yes,1017,20902400
stg_portal_arc_harris_county_op_d9a3089ed0__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0,yes,125,28160
stg_portal_arc_harris_county_op_e87e81379a__places,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A,yes,34,12288
stg_portal_arc_harris_county_op_ede1e11f9d__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D,yes,386,46592
stg_portal_arc_harris_county_op_f3d3a3ab57__records,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_F3D3A3AB57,yes,125,28160
stg_portal_arc_harris_county_op_fa9969d82e__providers,ripple_raw,PORTAL_ARC_HARRIS_COUNTY_OP_FA9969D82E,yes,1128,135168
stg_portal_arc_la_county_open_d_0a94db308e__providers,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E,yes,93,30720
stg_portal_arc_la_county_open_d_2e79eb67c8__places,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_2E79EB67C8,yes,2000,291840
stg_portal_arc_la_county_open_d_464355f6d4__places,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_464355F6D4,yes,6,3072
stg_portal_arc_la_county_open_d_58a85aed74__providers,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_58A85AED74,yes,2,2560
stg_portal_arc_la_county_open_d_6df63a4983__providers,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_6DF63A4983,yes,187,24064
stg_portal_arc_la_county_open_d_75836d970c__records,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_75836D970C,yes,2000,212992
stg_portal_arc_la_county_open_d_83f0ba30fb__providers,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_83F0BA30FB,yes,5,2560
stg_portal_arc_la_county_open_d_d75e8ea051__facilities,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_D75E8EA051,yes,385,79360
stg_portal_arc_la_county_open_d_e034245e05__providers,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_E034245E05,yes,8,3584
stg_portal_arc_la_county_open_d_e549c7c921__facilities,ripple_raw,PORTAL_ARC_LA_COUNTY_OPEN_D_E549C7C921,yes,76,18432
stg_portal_arc_memphis_open_dat_3057d84002__cases,ripple_raw,PORTAL_ARC_MEMPHIS_OPEN_DAT_3057D84002,yes,1537,4559872
stg_portal_arc_memphis_open_dat_9f6f4b2736__cases,ripple_raw,PORTAL_ARC_MEMPHIS_OPEN_DAT_9F6F4B2736,yes,2000,3675648
stg_portal_arc_new_mexico_open_1b6c7f7fbd__records,ripple_raw,PORTAL_ARC_NEW_MEXICO_OPEN_1B6C7F7FBD,yes,32,719360
stg_portal_arc_open_baltimore_6c2257f1c4__facilities,ripple_raw,PORTAL_ARC_OPEN_BALTIMORE_6C2257F1C4,yes,21,7680
stg_portal_arc_open_baltimore_751d91c991__facilities,ripple_raw,PORTAL_ARC_OPEN_BALTIMORE_751D91C991,yes,62,9216
stg_portal_arc_open_data_dc_008ba480f6__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_008BA480F6,yes,1915,275456
stg_portal_arc_open_data_dc_01f2d9886c__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_01F2D9886C,yes,437,67584
stg_portal_arc_open_data_dc_32ad83d2ec__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_32AD83D2EC,yes,2000,436736
stg_portal_arc_open_data_dc_454981b380__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_454981B380,yes,2,3584
stg_portal_arc_open_data_dc_56c4f04cf0__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_56C4F04CF0,yes,9,8704
stg_portal_arc_open_data_dc_582a28d212__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_582A28D212,yes,46,771584
stg_portal_arc_open_data_dc_59913164d2__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_59913164D2,yes,2000,396800
stg_portal_arc_open_data_dc_5b867c795c__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_5B867C795C,yes,133,8192
stg_portal_arc_open_data_dc_5cb81acbdd__places,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_5CB81ACBDD,yes,8,456704
stg_portal_arc_open_data_dc_74d9616143__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_74D9616143,yes,2000,330240
stg_portal_arc_open_data_dc_98319ab13d__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_98319AB13D,yes,2,3584
stg_portal_arc_open_data_dc_adf4f0e413__places,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_ADF4F0E413,yes,2000,210432
stg_portal_arc_open_data_dc_d359158bc8__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_D359158BC8,yes,733,226816
stg_portal_arc_open_data_dc_d8e55d5b7f__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_D8E55D5B7F,yes,133,8192
stg_portal_arc_open_data_dc_e1dd5d3551__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_E1DD5D3551,yes,11,4096
stg_portal_arc_open_data_dc_f37f5ddc3d__records,ripple_raw,PORTAL_ARC_OPEN_DATA_DC_F37F5DDC3D,yes,40,782848
stg_portal_arc_open_data_minnea_0426858dfe__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_0426858DFE,yes,110,17408
stg_portal_arc_open_data_minnea_09e3680fd2__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_09E3680FD2,yes,2000,233984
stg_portal_arc_open_data_minnea_1ad7e106e4__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_1AD7E106E4,yes,2000,229376
stg_portal_arc_open_data_minnea_4c5820fd0a__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_4C5820FD0A,yes,2000,229376
stg_portal_arc_open_data_minnea_5ac94c44da__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_5AC94C44DA,yes,2000,231424
stg_portal_arc_open_data_minnea_6cdce692aa__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_6CDCE692AA,yes,2000,230912
stg_portal_arc_open_data_minnea_7c8c54bd8c__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C,yes,2000,230912
stg_portal_arc_open_data_minnea_7efdca0423__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_7EFDCA0423,yes,2000,236032
stg_portal_arc_open_data_minnea_bd6a1cacbb__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_BD6A1CACBB,yes,2000,226816
stg_portal_arc_open_data_minnea_be5550ebf6__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6,yes,2000,228864
stg_portal_arc_open_data_minnea_d808f6bf62__facilities,ripple_raw,PORTAL_ARC_OPEN_DATA_MINNEA_D808F6BF62,yes,25,6656
stg_portal_arc_open_data_raleig_5e5b26dc88__records,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_5E5B26DC88,yes,375,111104
stg_portal_arc_open_data_raleig_8ee851c810__records,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_8EE851C810,yes,2000,763904
stg_portal_arc_open_data_raleig_bbf9abca0d__records,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_BBF9ABCA0D,yes,1877,84480
stg_portal_arc_open_data_raleig_df19dcbb03__records,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_DF19DCBB03,yes,2000,566272
stg_portal_arc_open_data_raleig_efbb617010__records,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_EFBB617010,yes,2000,559104
stg_portal_arc_open_data_raleig_f18f09f22f__places,ripple_raw,PORTAL_ARC_OPEN_DATA_RALEIG_F18F09F22F,yes,2,2048
