domain,table,column,kind,rows,filled,real,distinct,sentinel,verdict,note,top
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_TOT_REPT_LONG_ALL,coordinates,34683,34683,34014,21386,669,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""."", 660], [""-115"", 122], [""1147"", 122], [""137"", 121], [""-864"", 121]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_GROSS_LE_4_TDR_LONG_ALL,coordinates,34683,34683,34683,926,0,clean coordinate,,"[[""36.0"", 231], [""38.8"", 231], [""28.5"", 204], [""36.4"", 180], [""37.4"", 179]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_GROSS_LE_8_TDR_LONG_ALL,coordinates,34683,34683,34683,858,0,clean coordinate,,"[[""100.0"", 280], [""40.5"", 231], [""88.1"", 202], [""63.3"", 184], [""85.5"", 180]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_NET_LE_4_TDR_LONG_ALL,coordinates,34683,34683,34683,930,0,clean coordinate,,"[[""28.8"", 232], [""37.2"", 231], [""38.7"", 231], [""36.4"", 201], [""42.9"", 188]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_NET_LE_8_TDR_LONG_ALL,coordinates,34683,34683,34683,880,0,clean coordinate,,"[[""77.7"", 179], [""86.5"", 179], [""86.3"", 179], [""85.5"", 178], [""48.0"", 175]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,DEALER_POSITIONS_LONG_ALL,coordinates,34683,34683,32157,25047,2526,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 2559], [""333"", 112], [""1177"", 106], [""136"", 106], [""272"", 104]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,LEV_MONEY_POSITIONS_LONG_ALL,coordinates,34683,34683,33950,26576,733,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 733], [""1033"", 121], [""654"", 66], [""11788"", 66], [""2327"", 66]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,NONREPT_POSITIONS_LONG_ALL,coordinates,34683,34683,34390,23378,293,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 379], [""10"", 161], [""281"", 132], [""392"", 131], [""596"", 123]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,OTHER_REPT_POSITIONS_LONG_ALL,coordinates,34683,34683,29081,17658,5602,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 5602], [""30"", 122], [""800"", 114], [""25"", 111], [""400"", 100]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_ASSET_MGR_LONG_ALL,coordinates,34683,34683,34683,894,0,"coordinate with 0,0 trap",8% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 2694], [""0.2"", 391], [""0.3"", 323], [""0.4"", 305], [""0.5"", 289]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_DEALER_LONG_ALL,coordinates,34683,34683,34683,928,0,"coordinate with 0,0 trap",7% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 2574], [""0.4"", 282], [""0.5"", 272], [""1.9"", 267], [""1.2"", 267]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_LEV_MONEY_LONG_ALL,coordinates,34683,34683,34683,899,0,clean coordinate,,"[[""0.0"", 735], [""8.6"", 235], [""10.2"", 229], [""11.3"", 229], [""12.7"", 229]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_NONREPT_LONG_ALL,coordinates,34683,34683,34683,701,0,clean coordinate,,"[[""0.0"", 1292], [""0.1"", 656], [""0.2"", 579], [""0.3"", 423], [""0.4"", 301]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_OTHER_REPT_LONG_ALL,coordinates,34683,34683,34683,896,0,"coordinate with 0,0 trap",17% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 5727], [""0.8"", 502], [""0.5"", 486], [""0.6"", 461], [""1.1"", 453]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_TOT_REPT_LONG_ALL,coordinates,34683,34683,34683,704,0,clean coordinate,,"[[""100.0"", 1290], [""99.9"", 657], [""99.8"", 580], [""99.7"", 423], [""99.6"", 301]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TOT_REPT_POSITIONS_LONG_ALL,coordinates,34683,34683,34683,32346,0,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""1766"", 68], [""203649"", 68], [""188118"", 68], [""188674"", 68], [""187566"", 68]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_ASSET_MGR_LONG_ALL,coordinates,34683,34683,27128,197,7555,clean coordinate,,"[[""."", 4980], [""0"", 2575], [""5"", 1237], [""4"", 1226], [""6"", 1154]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_DEALER_LONG_ALL,coordinates,34683,34683,24789,102,9894,clean coordinate,,"[[""."", 7368], [""4"", 2698], [""0"", 2526], [""5"", 2354], [""6"", 1926]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_LEV_MONEY_LONG_ALL,coordinates,34683,34683,28919,169,5764,clean coordinate,,"[[""."", 5032], [""4"", 1293], [""5"", 1066], [""6"", 912], [""7"", 891]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_OTHER_REPT_LONG_ALL,coordinates,34683,34683,21167,368,13516,clean coordinate,,"[[""."", 7914], [""0"", 5602], [""4"", 2005], [""5"", 1621], [""6"", 1363]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_TOT_REPT_LONG_ALL,coordinates,34683,34683,34683,594,0,"coordinate, partly out of range",82% parse in range,"[[""16"", 722], [""15"", 711], [""14"", 699], [""13"", 628], [""17"", 625]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CFTC_REGION_CODE,region,34683,34683,2423,2,32260,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""00"", 32260], [""01"", 2423]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_COMMERCIAL_LONG_ALL,coordinates,287053,287053,266566,44510,20487,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 15948], [""."", 4617], [""60"", 1302], [""150"", 1123], [""25"", 1103]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_NONCOMMERCIAL_LONG_ALL,coordinates,287053,287053,225679,32935,61374,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 56825], [""."", 4614], [""50"", 1909], [""-25"", 1535], [""25"", 1365]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_NONREPORTABLE_LONG_ALL,coordinates,287053,287053,236309,22317,50744,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 46246], [""."", 4627], [""10"", 2058], [""-10"", 1933], [""-5"", 1842]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_TOTAL_REPORTABLE_LONG_ALL,coordinates,287053,287053,272103,50451,14950,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 10488], [""."", 4620], [""220"", 1165], [""130"", 1161], [""95"", 1148]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_ALL,coordinates,287053,287053,283165,144301,3888,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 4044], [""497"", 706], [""593"", 705], [""379"", 705], [""1360"", 630]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_OLD,coordinates,287053,287053,282637,140020,4416,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 4560], [""3402"", 867], [""568"", 704], [""380"", 704], [""379"", 704]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_OTHER,coordinates,287053,287053,36288,22340,250765,"coordinate with 0,0 trap",87% are exactly 0 (Gulf of Guinea rows),"[[""0"", 250765], [""1"", 137], [""4"", 135], [""8"", 132], [""12"", 119]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_ALL,coordinates,287053,287053,287036,967,17,clean coordinate,,"[[""37.5"", 1627], [""30.7"", 1452], [""48.2"", 1413], [""42.8"", 1383], [""55.2"", 1334]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_OLD,coordinates,287053,287053,286567,977,486,clean coordinate,,"[[""38.3"", 1452], [""37.8"", 1416], [""53.5"", 1201], [""54.2"", 1197], [""35.2"", 1174]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_OTHER,coordinates,287053,287053,38857,989,248196,clean coordinate,,"[[""0"", 248197], [""100"", 588], [""45"", 202], [""32.3"", 179], [""23.6"", 176]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_ALL,coordinates,287053,287053,287036,955,17,clean coordinate,,"[[""60.3"", 1549], [""60.1"", 1443], [""67.7"", 1418], [""65"", 1333], [""64.8"", 1309]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_OLD,coordinates,287053,287053,286567,960,486,clean coordinate,,"[[""66.6"", 1648], [""63.4"", 1629], [""67.7"", 1418], [""62.6"", 1382], [""75.1"", 1298]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_OTHER,coordinates,287053,287053,38857,989,248196,clean coordinate,,"[[""0"", 248197], [""100"", 597], [""49.6"", 178], [""38.6"", 177], [""36.5"", 170]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_ALL,coordinates,287053,287053,287021,988,32,clean coordinate,,"[[""39.4"", 1655], [""31.7"", 1654], [""44.7"", 1629], [""44.3"", 1617], [""42"", 1442]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_OLD,coordinates,287053,287053,286557,993,496,clean coordinate,,"[[""40.6"", 1656], [""39.4"", 1655], [""31.7"", 1654], [""34.1"", 1444], [""42"", 1441]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_OTHER,coordinates,287053,287053,38724,998,248329,clean coordinate,,"[[""0"", 248330], [""100"", 566], [""31.6"", 207], [""40.2"", 168], [""19.5"", 165]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_ALL,coordinates,287053,287053,287021,992,32,clean coordinate,,"[[""43.9"", 1660], [""57.9"", 1653], [""56.5"", 1615], [""56.4"", 1614], [""52.7"", 1546]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_OLD,coordinates,287053,287053,286557,993,496,clean coordinate,,"[[""56"", 1867], [""47.8"", 1655], [""56.4"", 1614], [""53.9"", 1547], [""52.7"", 1546]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_OTHER,coordinates,287053,287053,38724,998,248329,clean coordinate,,"[[""0"", 248330], [""100"", 572], [""50"", 243], [""43.5"", 188], [""36"", 177]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_ALL,coordinates,287053,287053,259961,79937,27092,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 27100], [""25"", 1099], [""105"", 1027], [""90"", 883], [""121"", 657]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_OLD,coordinates,287053,287053,259187,79201,27866,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 27873], [""25"", 1096], [""105"", 1024], [""90"", 882], [""128"", 654]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_OTHER,coordinates,287053,287053,32895,15400,254158,"coordinate with 0,0 trap",89% are exactly 0 (Gulf of Guinea rows),"[[""0"", 254159], [""100"", 138], [""1"", 136], [""2"", 121], [""25"", 119]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_ALL,coordinates,287053,287053,270630,59268,16423,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 16601], [""315"", 1164], [""209"", 1070], [""149"", 1018], [""336"", 898]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_OLD,coordinates,287053,287053,270207,58309,16846,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 16899], [""60"", 1621], [""95"", 1318], [""343"", 1134], [""145"", 1126]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_OTHER,coordinates,287053,287053,45094,15248,241959,"coordinate with 0,0 trap",84% are exactly 0 (Gulf of Guinea rows),"[[""0"", 241961], [""1"", 600], [""2"", 444], [""5"", 320], [""3"", 277]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_ALL,coordinates,287053,287053,287053,1018,0,clean coordinate,,"[[""0.0"", 4459], [""100.0"", 3072], [""78.8"", 1516], [""73.2"", 1388], [""65.9"", 1307]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_OLD,coordinates,287053,287053,287053,1018,0,clean coordinate,,"[[""0.0"", 4697], [""100.0"", 3475], [""78.8"", 1513], [""72.8"", 1384], [""81.1"", 1383]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_OTHER,coordinates,287053,287053,287053,1014,0,"coordinate with 0,0 trap",87% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 250834], [""100.0"", 432], [""53.9"", 208], [""63.4"", 188], [""40.0"", 167]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_ALL,coordinates,287053,287053,287053,998,0,"coordinate with 0,0 trap",10% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 27735], [""0.2"", 2492], [""0.3"", 2491], [""0.1"", 2452], [""0.6"", 2334]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_OLD,coordinates,287053,287053,287053,1000,0,"coordinate with 0,0 trap",10% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 28503], [""0.2"", 2486], [""0.3"", 2481], [""0.1"", 2444], [""0.6"", 2327]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_OTHER,coordinates,287053,287053,287053,993,0,"coordinate with 0,0 trap",89% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 254199], [""32.5"", 200], [""13.3"", 181], [""27.7"", 173], [""24.0"", 171]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_ALL,coordinates,287053,287053,287053,943,0,"coordinate with 0,0 trap",7% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 20387], [""0.1"", 5457], [""0.2"", 4983], [""0.3"", 4490], [""0.4"", 4357]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_OLD,coordinates,287053,287053,287053,967,0,"coordinate with 0,0 trap",7% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 20691], [""0.1"", 5460], [""0.2"", 4984], [""0.3"", 4488], [""0.4"", 4350]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_OTHER,coordinates,287053,287053,287053,997,0,"coordinate with 0,0 trap",84% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 241966], [""100.0"", 6813], [""8.8"", 298], [""8.5"", 287], [""9.7"", 284]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_ALL,coordinates,287053,287053,287053,948,0,clean coordinate,,"[[""100.0"", 20378], [""99.9"", 5456], [""99.8"", 4993], [""99.7"", 4486], [""99.6"", 4358]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OLD,coordinates,287053,287053,287053,962,0,clean coordinate,,"[[""100.0"", 20437], [""99.9"", 5459], [""99.8"", 4995], [""99.7"", 4485], [""99.6"", 4352]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OTHER,coordinates,287053,287053,287053,996,0,"coordinate with 0,0 trap",86% are exactly 0 (Gulf of Guinea rows),"[[""0.0"", 248196], [""100.0"", 596], [""91.2"", 298], [""91.5"", 287], [""90.1"", 266]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_ALL,coordinates,287053,287053,287038,161194,15,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""977"", 713], [""1847"", 712], [""1029"", 712], [""1034"", 712], [""435"", 393]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OLD,coordinates,287053,287053,286567,157353,486,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""1146"", 712], [""953"", 712], [""0"", 398], [""1384"", 394], [""26"", 393]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OTHER,coordinates,287053,287053,38857,24371,248196,"coordinate with 0,0 trap",86% are exactly 0 (Gulf of Guinea rows),"[[""0"", 248197], [""1"", 146], [""8"", 138], [""25"", 112], [""200"", 101]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_ALL,coordinates,287053,287053,283167,370,3886,clean coordinate,,"[[""16"", 10609], [""17"", 10361], [""15"", 10265], [""18"", 10081], [""14"", 10049]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_OLD,coordinates,287053,287053,282638,344,4415,clean coordinate,,"[[""16"", 10592], [""17"", 10396], [""15"", 10314], [""18"", 10141], [""14"", 10068]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_OTHER,coordinates,287053,287053,36289,278,250764,clean coordinate,,"[[""0"", 250764], [""1"", 3509], [""2"", 2120], [""3"", 1736], [""4"", 1428]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_ALL,coordinates,287053,287053,259961,403,27092,clean coordinate,,"[[""1"", 32382], [""2"", 28968], [""0"", 27094], [""3"", 23034], [""4"", 18390]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_OLD,coordinates,287053,287053,259188,394,27865,clean coordinate,,"[[""1"", 32566], [""2"", 29054], [""0"", 27867], [""3"", 23109], [""4"", 18431]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_OTHER,coordinates,287053,287053,32895,229,254158,clean coordinate,,"[[""0"", 254158], [""1"", 4542], [""2"", 2828], [""3"", 2118], [""4"", 1799]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_ALL,coordinates,287053,287053,287038,698,15,"coordinate, partly out of range",91% parse in range,"[[""17"", 9376], [""18"", 9325], [""16"", 9017], [""19"", 8830], [""20"", 8072]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OLD,coordinates,287053,287053,286567,685,486,"coordinate, partly out of range",92% parse in range,"[[""17"", 9378], [""18"", 9316], [""16"", 9064], [""19"", 8826], [""20"", 8124]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OTHER,coordinates,287053,287053,38857,497,248196,"coordinate with 0,0 trap",86% are exactly 0 (Gulf of Guinea rows),"[[""0"", 248197], [""1"", 3329], [""2"", 2197], [""3"", 1562], [""4"", 1307]]"
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CFTC_REGION_CODE,region,287053,287053,187064,2,99989,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""01"", 187064], [""00"", 99989]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,CITY,city,6273,6273,6273,2286,0,text place,,"[[""NEW YORK"", 84], [""HOUSTON"", 83], [""CHICAGO"", 71], [""BROOKLYN"", 67], [""SAN ANTONIO"", 64]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,LATITUDE,coordinates,6273,5731,5731,5742,0,clean coordinate,,"[[""33.79111"", 43], [""27.989284"", 43], [""35.596425"", 43], [""29.944388"", 43], [""42.882294"", 43]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,LONGITUDE,coordinates,6273,5731,5731,5745,0,clean coordinate,,"[[""-84.622929"", 43], [""-81.663051"", 43], [""-106.012848"", 43], [""-90.073308"", 43], [""-85.604279"", 43]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE_FIPS,fips,6273,6273,6273,58,0,FIPS with leading zeros lost,82% have a FIPS length; modal length 2 -- pad before joining,"[[""6"", 664], [""36"", 417], [""48"", 411], [""12"", 377], [""42"", 317]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,REGION_CODE,region,6273,6273,6266,10,7,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""5"", 1585], [""2"", 1004], [""3"", 918], [""8"", 901], [""6"", 687]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,state,6273,6273,6273,59,0,clean 2-letter state,,"[[""CA"", 664], [""NY"", 417], [""TX"", 411], [""FL"", 377], [""PA"", 317]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,TUITION_IN_STATE,state,6273,3612,3609,2729,3,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""13920"", 45], [""9400"", 38], [""18484"", 37], [""17408"", 35], [""17048"", 33]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,TUITION_OUT_OF_STATE,state,6273,3612,3610,2803,2,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""13920"", 45], [""18484"", 37], [""11120"", 37], [""17408"", 35], [""17048"", 33]]"
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,ZIP,zip,6273,6273,6273,5788,0,clean ZIP,,"[[""92154-0000"", 47], [""97232-2242"", 47], [""85021-4185"", 47], [""95826-3203"", 47], [""94578-1900"", 47]]"
EDUCATION,EDUCATION__FED_ED_EDFACTS,STATE_FIPS,fips,33,0,0,0,0,empty,no real values (blank or sentinel only),[]
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,ADVERTISER_DECLARED_PROMOTER_ADDRESS,address,470,28,28,28,0,text place,,"[[""101 MARKET STREET SOUTH, HASTINGS 4122"", 1], [""35 LENORE ROAD, AUCKLAND"", 1], [""73 CARR ROAD, MOUNT ROSKILL, AUCKLAND, 1041, NEW ZEALAND"", 1], [""13 ALMOND ST DUNEDIN"", 1], [""67 HAMILTON RD, HATAITA"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,REGION,region,470,470,470,2,0,text place,,"[[""US-CA"", 437], [""NZ"", 33]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY,country,614078,614078,614078,2,0,country code (98%+ US),almost no foreign rows -- weak as a join axis,"[[""US"", 614077], [""GB"", 1]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,country,614078,602777,602777,56,0,country code,,"[[""CA"", 13134], [""FL"", 13013], [""TX"", 12943], [""PA"", 12677], [""IL"", 12664]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,REGIONS,region,21211,21211,21211,13,0,text place,,"[[""US"", 16101], [""BR"", 2124], [""IN"", 880], [""AR"", 843], [""AU"", 471]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,REGIONS,region,1562870,1562870,1562870,13,0,text place,,"[[""US"", 923255], [""IN"", 398721], [""AR"", 63678], [""BR"", 58118], [""AU"", 49389]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY,country,1289,1289,1289,12,0,country code,,"[[""US"", 1126], [""IN"", 38], [""MX"", 32], [""BR"", 28], [""AR"", 25]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,country,1289,1271,1271,202,0,country name,,"[[""US-CA"", 157], [""US-TX"", 112], [""US-FL"", 83], [""US-NY"", 79], [""US-NC"", 55]]"
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY_SUBDIVISION_SECONDARY,country,1289,1289,1289,1286,0,country name,,"[[""NC-10 (2026 REDISTRICTING)"", 10], [""CA-22 (2022 REDISTRICTING)"", 10], [""CHANDIGARH"", 10], [""TX-1 (2026 REDISTRICTING)"", 10], [""FL-18 (2012 REDISTRICTING)"", 10]]"
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_CITY,city,438132,438006,438006,1406,0,text place,,"[[""WASHINGTON"", 300626], [""ARLINGTON"", 15229], [""ALEXANDRIA"", 14895], [""NEW YORK"", 4725], [""BETHESDA"", 4469]]"
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_COUNTRY,country,438132,435346,435346,127,0,country code,,"[[""US"", 426285], [""CA"", 2097], [""GB"", 995], [""FR"", 333], [""JP"", 307]]"
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_COUNTRY,country,438132,438132,438132,18,0,country code (98%+ US),almost no foreign rows -- weak as a join axis,"[[""US"", 437532], [""CA"", 180], [""PR"", 112], [""GB"", 64], [""AT"", 44]]"
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,state,438132,376808,376808,57,0,clean 2-letter state,,"[[""DC"", 99098], [""CA"", 34920], [""VA"", 31253], [""NY"", 21597], [""TX"", 17127]]"
