domain,table,column,kind,description,dtype
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_MERGERS,ADDRESS,address,street / mailing address,TEXT
ENERGY,ENERGY__FED_EIA861_MERGERS,CITY,city,city / town / municipality,TEXT
ENERGY,ENERGY__FED_EIA861_MERGERS,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_MERGERS,ZIP_CODE,zip,ZIP / postal code,TEXT
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,NERC_REGION,region,region / area / territory / jurisdiction,TEXT
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,COUNTY,county,county name or code,TEXT
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,NERC_REGION,region,region / area / territory / jurisdiction,TEXT
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,state,state name or 2-letter code,TEXT
ENERGY,ENERGY__INTL_EMBER_ELEC,COUNTRY,country,country name / ISO code,TEXT
ENERGY,ENERGY__INTL_EMBER_ELEC,EMBER_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,TRI_ON_SITE_RELEASES,facility_site,site / location / place name,FLOAT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,LATITUDE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,LONGITUDE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,COUNTY_CODE,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,COUNTY_NAME,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_COUNTY_CODE,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,AQS_SITE_ID,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,LOCAL_SITE_NAME,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,LOCATION_SETTING,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_DIRECTION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_DISTANCE,facility_site,site / location / place name,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_SITE_NUMBER,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_TYPE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,SITE_CLOSED_DATE,facility_site,site / location / place name,DATE
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,SITE_ESTABLISHED_DATE,facility_site,site / location / place name,DATE
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,SITE_NUMBER,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,CBSA_NAME,metro,metro / CBSA / MSA area,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,MET_SITE_STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,STATE_NAME,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,ZIP_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STREET,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,TRI_ON_SITE_RELEASES,facility_site,site / location / place name,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,ZIP,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_COUNTY_NAME,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_FIPS_COUNTY_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_FIPS_STATE_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,NERC_REGION_ACRONYM,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_ASSOCIATED_ISO_RTO_TERRITORY,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LATITUDE,coordinates,latitude / longitude point,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LONGITUDE,coordinates,latitude / longitude point,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,COUNTY_NAME,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,SITE_ID,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,POSTAL_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,CONGRESSIONAL_DISTRICT,cong_district,congressional / legislative district,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,SITE_TYPE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,SUPPLEMENTAL_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_NAME,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,POSTAL_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STREET,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,LATITUDE_MEASURE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,LONGITUDE_MEASURE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_ZIP,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,LOCATION_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,COUNTRY_NAME,country,country name / ISO code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,COUNTY_NAME,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,SUPPLEMENTAL_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_NAME,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,POSTAL_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,ADDRESS1,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,ADDRESS2,address,street / mailing address,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,LATITUDE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,LONGITUDE,coordinates,latitude / longitude point,NUMBER
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,COUNTY_FIPS,fips,FIPS / GEOID census code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE_NAME,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,ZIP,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,COUNTY_NAME,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,LOCAL_CONTROL_REGION_CODE,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,LOCAL_CONTROL_REGION_NAME,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,ZIP_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_INFORMAL_ACTIONS,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_TITLEV_CERTS,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,LOCATION_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,SUPPLEMENTAL_ADDRESS_TEXT,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,GEOCODE_LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,GEOCODE_LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,COUNTY_CODE,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,ZIP,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS,STATE_LOCAL_PENALTY_AMT,state,state name or 2-letter code,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS,STATE_EPA_FLAG,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_ENFORCEMENTS,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_EVALUATIONS,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,ZIP_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_RCRA_NAICS,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_VIOLATIONS,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_VIOSNC_HISTORY,ACTIVITY_LOCATION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_FACILITIES,STATE_FACILITY_ID,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,CITY_SERVED,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,COUNTY_SERVED,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,ZIP_CODE_SERVED,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ADDRESS_LINE1,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ADDRESS_LINE2,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,EMAIL_ADDR,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,COUNTRY_CODE,country,country name / ISO code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,EPA_REGION,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ZIP_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,STATE_MCL,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,ADDRESS_COMMENT,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_CONTACT_EMAIL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_CONTACT_NAME,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_CONTACT_PHONE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_FEATURE_CLASS,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_FEATURE_DESCRIPTION,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_FEATURE_NAME,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_FEATURE_SOURCE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_FEATURE_TYPE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_NAME,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,SITE_URL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,EPA_REGION_CODE,region,region / area / territory / jurisdiction,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,state,state name or 2-letter code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,ZIP_CODE,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_5_STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_6_CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_12_LATITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_13_LONGITUDE,coordinates,latitude / longitude point,FLOAT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_7_COUNTY,county,county name or code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_104_OFF_SITE_TREATED_TOTAL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_109_8_1_A_ON_SITE_CONTAINED,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_110_8_1_B_ON_SITE_OTHER,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_111_8_1_C_OFF_SITE_CONTAIN,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_112_8_1_D_OFF_SITE_OTHER_R,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_115_8_4_RECYCLING_ON_SITE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_117_8_6_TREATMENT_ON_SITE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_118_8_7_TREATMENT_OFF_SITE,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_65_ON_SITE_RELEASE_TOTAL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_88_OFF_SITE_RELEASE_TOTAL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_94_OFF_SITE_RECYCLED_TOTAL,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_97_OFF_SITE_ENERGY_RECOVERY_T,facility_site,site / location / place name,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_9_ZIP,zip,ZIP / postal code,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,STREET_ADDRESS,address,street / mailing address,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,CITY_NAME,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_CITY,city,city / town / municipality,TEXT
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FAC_LATITUDE,coordinates,latitude / longitude point,NUMBER
