company,lists,domain,schema,table,col,rows,distinct,sample
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,2,1,BATTELLE MEMORIAL INSTITUTE (9427)
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,10424,2,BATTELLE MEMORIAL INSTITUTE | BATTELLE MEMORIAL INSTITUTE INC
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,10004,4,BATTELLE MEMORIAL INSTITUTE (9427) | BATTELLE MEMORIAL INSTITUTE | BATTELLE MEMORIAL INSTITUTE INCORPORATED | BATTELLE MEMORIAL INSTITUTE IN
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,33081,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,16,1,BATTELLE MEMORIAL INSTITUTE (9427)
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,34429,2,BATTELLE MEMORIAL INSTITUTE INC | BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,2203,2,BATTELLE MEMORIAL INSTITUTE INC | BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME,2228,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,1511,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME_RAW,1981,8,"BATTELLE MEMORIAL INSTITUTE, PNNL | BATTELLE MEMORIAL INSTITUTE PACIFIC N.W. DIVI | BATTELLE MEMORIAL INSTITUTE PACIFIC N.W. DIV | BATTELLE MEMORIAL INSTITUTE COLUMBUS LABORATORIES | BATTELLE MEMORIAL INSTITUTE PACIFIC NORTHWEST | BATTELLE MEMORIAL INSTITUTE INC"
BATTELLE MEMORIAL INSTITUTE,contracts,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,729,17,"BATTELLE MEMORIAL INSTITUTE/METEORO | BATTELLE MEMORIAL INSTITUTE/PNNL | BATTELLE MEMORIAL INSTITUTE (BATTELLE) | BATTELLE MEMORIAL INSTITUTE, PNWD | BATTELLE MEMORIAL INSTITUTE/VICE PR | BATTELLE MEMORIAL INSTITUTE/SENIOR"
BATTELLE MEMORIAL INSTITUTE,contracts,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,15,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,52,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,1,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,590,4,"BATTELLE MEMORIAL INSTITUTE, PACIFIC NORTHWEST DIVISION | BATTELLE MEMORIAL INSTITUTE | A1.9 STRATEGIES (ON BEHALF OF BATTELLE MEMORIAL INSTITUTE) | BATTELLE MEMORIAL INSTITUTE PACIFIC NW DIVISION"
BATTELLE MEMORIAL INSTITUTE,contracts,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,100,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,science,SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,RI_NAME,25,2,"BATTELLE MEMORIAL INSTITUTE, PNNL | BATTELLE MEMORIAL INSTITUTE"
BATTELLE MEMORIAL INSTITUTE,contracts,science,SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_NIH_REPORTER,ORG_NAME,158,1,BATTELLE MEMORIAL INSTITUTE
BATTELLE MEMORIAL INSTITUTE,contracts,transport,TRANSPORT,TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,REGISTRANT_NAME,3,1,BATTELLE MEMORIAL INSTITUTE
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,PAYMENT_MAKER_NAME,3,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,47071,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,47071,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,64473,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,64473,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,89312,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,89312,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,3,3,"PITTA V. BAUSCH & LOMB AMERICAS INC. | BAUSCH & LOMB AMERICAS INC. V. PRN PHYSICIAN RECOMMENDED NUTRICEUTICALS, LLC | NATIONAL FIRE & MARINE INSURANCE COMPANY V. BAUSCH & LOMB AMERICAS INC."
BAUSCH & LOMB AMERICAS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,11,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,11,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,11,1,BAUSCH & LOMB AMERICAS INC.
BAUSCH & LOMB AMERICAS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,69,1,BAUSCH & LOMB AMERICAS INC.
BAYER CORPORATION CONSOLIDATED REPORT,lobbying,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,35,1,BAYER CORPORATION (CONSOLIDATED REPORT)
BAYER CORPORATION CONSOLIDATED REPORT,lobbying,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,35,1,BAYER CORPORATION (CONSOLIDATED REPORT)
BAYER CORPORATION CONSOLIDATED REPORT,lobbying,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,112,1,BAYER CORPORATION (CONSOLIDATED REPORT)
BAYER CORPORATION CONSOLIDATED REPORT,lobbying,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,112,1,BAYER CORPORATION (CONSOLIDATED REPORT)
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FACILITY_NAME,1,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_NAME,1,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,10,9,BAYER HEALTHCARE PHARMACEUTICALS - BLDG G | BAYER HEALTHCARE PHARMACEUTICALS BLDG O | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS SEATTLE | BAYER HEALTHCARE PHARMACEUTICALS INC. V WAREHOUSE BLDG | BAYER HEALTHCARE PHARMACEUTICALS - BLDG PDU
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,8,5,BAYER HEALTHCARE PHARMACEUTICALS INC. BUILDING D | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS INC. ESE BLDG | BAYER HEALTHCARE PHARMACEUTICALS BLDG O | BAYER HEALTHCARE PHARMACEUTICALS INC. V WAREHOUSE BLDG
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,8,5,BAYER HEALTHCARE PHARMACEUTICALS INC. ESE BLDG | BAYER HEALTHCARE PHARMACEUTICALS BLDG O | BAYER HEALTHCARE PHARMACEUTICALS INC. V WAREHOUSE BLDG | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS INC. BUILDING D
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,12,9,"BAYER HEALTHCARE PHARMACEUTICALS BOTHELL | BAYER HEALTHCARE PHARMACEUTICALS INC. V WAREHOUSE BLDG | BAYER HEALTHCARE PHARMACEUTICALS SEATTLE | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS - BLDG PDU | BAYER HEALTHCARE PHARMACEUTICALS INC. ESE BLDG, 3RD FLOOR"
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,10,7,BAYER HEALTHCARE PHARMACEUTICALS BOTHELL | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS SEATTLE | BAYER HEALTHCARE PHARMACEUTICALS INC. BUILDING D | BAYER HEALTHCARE PHARMACEUTICALS INC. ESE BLDG | BAYER HEALTHCARE PHARMACEUTICALS BLDG O
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,10,7,BAYER HEALTHCARE PHARMACEUTICALS BOTHELL | BAYER HEALTHCARE PHARMACEUTICALS INC. V WAREHOUSE BLDG | BAYER HEALTHCARE PHARMACEUTICALS INC. ESE BLDG | BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS SEATTLE | BAYER HEALTHCARE PHARMACEUTICALS INC. BUILDING D
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_FDA_PURPLE_BOOK,APPLICANT,3,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,PAYMENT_MAKER_NAME,3,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_FDA_DRUG_ENFORCEMENT,MANUFACTURER_NAME_LIST,1,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,205338,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,205338,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,186501,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,187493,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,144987,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,146030,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,6,3,"BAYER HEALTHCARE PHARMACEUTICALS INC., | BAYER HEALTHCARE PHARMACEUTICALS INC. | BAYER HEALTHCARE PHARMACEUTICALS"
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,46,29,"HOUSTON V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | SIDHU V. BAYER HEALTHCARE PHARMACEUTICALS INC. | GONZALEZ V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | DENNIS V. BAYER HEALTHCARE PHARMACEUTICALS INC. | BAYER HEALTHCARE PHARMACEUTICALS INC. V. WATSON PHARMACEUTICAL, INC. | KLEIN V. BAYER HEALTHCARE PHARMACEUTICALS, INC."
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,47,46,"RONALD ANDERSON, ET AL., PLAINTIFFS-RESPONDENTS, V. BAYER CORPORATION, BAYER HEALTHCARE LLC, AND BAYER HEALTHCARE PHARMA | IN RE BAYCOL PRODUCTS LITIGATION UNITED STATES OF AMERICA, EX REL LAURIE SIMPSON, PLAINTIFF LAURIE SIMPSON, PLAINTIFF RE | TANYA DE LA PAZ, AN INDIVIDUAL V. BAYER HEALTHCARE LLC, A DELAWARE LIMITED LIABILITY COMPANY, BAYER ESSURE INC., A DELAW | WESLEY ECHOLS, SURVIVING SPOUSE OF SHONA ECHOLS, DECEASED, PLAINTIFF, V. OMNI MEDICAL GROUP, INC., BAYER CORPORATION, AN | BAYER SCHERA PHARMA AG AND BAYER HEALTHCARE PHARMACEUTICALS INC., PLAINTIFFS, V. SANDOZ, INC., WATSON PHARMACEUTICALS, I | IN RE: MIRENA IUD PRODUCTS LIABILITY LITIGATION MIRENA MDL PLAIPTIFFS-APPELLANTS V. BAYER HEALTHCARE PHARMACEUTICALS INC"
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,19018,7277,"BARTON V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | NUNES V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | GANAPATHY V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | FRY V. BAYER HEALTHCARE PHARMACEUTICALS INC. | BEAM V. BAYER HEALTHCARE PHARMACEUTICALS INC. | WILSON V. BAYER HEALTHCARE PHARMACEUTICALS INC."
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,26,25,"FEDHIA GAILLARD V. BAYER CORPORATION, AND BAYER HEALTHCARE PHARMACEUTICALS, INC. | JENNA THURMOND V. BAYER HEALTHCARE PHARMACEUTICALS, INC. | TANYA DE LA PAZ, AN INDIVIDUAL V. BAYER HEALTHCARE LLC, A DELAWARE LIMITED LIABILITY COMPANY, BAYER ESSURE INC., A DELAW | SIRIA GONZALEZ V. BAYER HEALTHCARE PHARMACEUTICALS, INC. AND PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS | WILLIAM PRESTON WEST, JR. V. BAYER HEALTHCARE PHARMACEUTICALS INC. | IN RE: MIRENA IUD PRODUCTS LIABILITY LITIGATION MIRENA MDL PLAIPTIFFS-APPELLANTS V. BAYER HEALTHCARE PHARMACEUTICALS INC"
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME_RAW,4,1,BAYER HEALTHCARE PHARMACEUTICALS INC
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME_RAW,4,1,BAYER HEALTHCARE PHARMACEUTICALS INC.
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME,4,1,BAYER HEALTHCARE PHARMACEUTICALS INC
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,1,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,1,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,2,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,7,3,"BAYER HEALTHCARE PHARMACEUTICALS | BAYER HEALTHCARE PHARMACEUTICALS LLC | BAYER HEALTHCARE PHARMACEUTICALS, INC"
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,17,1,BAYER HEALTHCARE PHARMACEUTICALS INC
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,3,1,BAYER HEALTHCARE PHARMACEUTICALS INC. FOR FDA PURPOSES ONLY
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,406,2,BAYER HEALTHCARE PHARMACEUTICALS INC | BAYER HEALTHCARE PHARMACEUTICALS LIMITED LIABILITY COMPANY
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,339,3,"BAYER HEALTHCARE PHARMACEUTICALS, LLC | BAYER HEALTHCARE PHARMACEUTICALS LIMITED LIABILITY COMPANY | BAYER HEALTHCARE PHARMACEUTICALS INC."
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,53,2,BAYER HEALTHCARE PHARMACEUTICALS INC. | BAYER HEALTHCARE PHARMACEUTICALS INC
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,2210,2,BAYER HEALTHCARE PHARMACEUTICALS LIMITED LIABILITY COMPANY | BAYER HEALTHCARE PHARMACEUTICALS INC
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,8,1,BAYER HEALTHCARE PHARMACEUTICALS INC. FOR FDA PURPOSES ONLY
BAYER HEALTHCARE PHARMACEUTICALS,doctor_payments,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,55,1,BAYER HEALTHCARE PHARMACEUTICALS
BAYLOR SCOTT AND WHITE HEALTH,injuries,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,6,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,1,1,GIOVANNI FILARDO V. BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,3,3,BOWIE V. BAYLOR SCOTT AND WHITE HEALTH | DOTSON V. BAYLOR SCOTT AND WHITE HEALTH | GIOVANNI FILARDO V. BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,1,1,GIOVANNI FILARDO V. BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,58,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ESTABLISHMENT_NAME,1,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,ESTABLISHMENT_NAME,32,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,COMPANY_NAME,1287,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,money,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,TAXPAYER_NAME,4,1,BAYLOR SCOTT AND WHITE HEALTH
BAYLOR SCOTT AND WHITE HEALTH,injuries,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,336,9,"BAYLOR SCOTT AND WHITE HEALTH CARE SYS | BAYLOR SCOTT AND WHITE HEALTH CRNTET | BAYLOR SCOTT AND WHITE HEALTH TEMPLE T | BAYLOR SCOTT AND WHITE HEALTH | BAYLOR SCOTT AND WHITE HEALTH, TEMPLE, | BAYLOR SCOTT AND WHITE HEALTH PLAN"
BAYLOR SCOTT AND WHITE HEALTH,injuries,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,10,1,BAYLOR SCOTT AND WHITE HEALTH -- FORMERLY BAYLOR HEALTH CARE SYSTEM
BAYLOR SCOTT AND WHITE HEALTH,injuries,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,80,2,BAYLOR SCOTT AND WHITE HEALTH -- FORMERLY BAYLOR HEALTH CARE SYSTEM | BAYLOR HEALTHCARE SYSTEM C/O BAYLOR SCOTT AND WHITE HEALTH
BECHTEL,contracts,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,9,6,"BARNES V. BECHTEL GROUP, INC. | BECHTEL GROUP, INC. V. INDUSTRIAL COMMISSION | IN RE ELMO EARL KENT, DEBTOR. ELMO EARL KENT V. BECHTEL GROUP, INC. | KENT V. BECHTEL GROUP, INC. | KARIM-PANAHI V. BECHTEL GROUP, INC | BRENNAMAN V. BECHTEL GROUP, INC."
BECHTEL,contracts,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,11,7,"KENT V. BECHTEL GROUP, INC. | JAMES B. BEAM DISTILLING CO. V. GEORGIA GOINES V. JAMES KENT V. BECHTEL GROUP, INC. GREENE V. SOUTH CAROLINA ELECTION CO | STEVEN M. O’HARA, KATHLEEN R. O’HARA, PLAINTIFFS-APPELLANTS, V. BECHTEL CONSTRUCTION, INC., BECHTEL ENVIRONMENTAL SAFETY | BECHTEL GROUP, INC., APPELLANT, V. THE INDUSTRIAL COMMISSION ET AL. (KENNETH PACHOLEK, APPELLEE) | BRENNAMAN V. R.M.I. COMPANY BECHTEL GROUP, INC. | BRENNAMAN V. BECHTEL GROUP, INC."
BECHTEL,contracts,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,16,13,"JAMES HENSLEY V. BECHTEL GROUP, INC. | BECHTEL GROUP, INC. V. INDUSTRIAL COMM'N | BECHTEL GROUP, INC. V. C.A. TURNER CONSTRUCTION CO. | IN RE ELMO EARL KENT, DEBTOR. ELMO EARL KENT V. BECHTEL GROUP, INC. | BRENNAMAN V. BECHTEL GROUP, INC. | KENT V. BECHTEL GROUP, INC."
