source,schema_name,table_name,model,clock,clock_column,grain,dtype,has_view,n_rows,why
ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_PN_VIOLATION_ASSOC,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PN_VIOLATION_ASSOC,environment__fed_epa_sdwa_sdwa_pn_violation_assoc,reported,SUBMISSIONYEARQUARTER,quarter,TEXT,true,387627,"Raw passthrough of SUBMISSIONYEARQUARTER (no cast): the YYYYQn SDWIS federal-reporting cycle in which the state submitted this row. A submission label, not an event - quarter grain, never date-parse it."
ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,environment__fed_epa_sdwa_sdwa_pub_water_systems,happened,PWS_DEACTIVATION_DATE,day,DATE,true,434040,"try_to_date(PWS_DEACTIVATION_DATE): the day the public water system stopped operating. Real-world, but only present for deactivated systems."
ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_SITE_VISITS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_SITE_VISITS,environment__fed_epa_sdwa_sdwa_site_visits,happened,VISIT_DATE,day,DATE,true,2495249,"try_to_date(VISIT_DATE): the day the sanitary survey / site visit actually took place. Census min 1900-01-01 with 32 epoch-1970 rows = a small pocket of junk, not a broken column."
ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,environment__fed_epa_sdwa_sdwa_violations_enforcement,happened,PWS_DEACTIVATION_DATE,day,DATE,true,15432737,"try_to_date(PWS_DEACTIVATION_DATE): the day the water system shut down - denormalized from the system record onto every violation row, so it describes the system, not this violation."
ENVIRONMENT.ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,environment__fed_epa_superfund_site_boundaries,reported,ORIGINALLY_CREATED_AT,day,TIMESTAMP_NTZ,true,2114,"Staging does to_timestamp_ntz(try_to_number(ORIGINAL_CREATION_DATE)/1000) - an epoch-MILLISECONDS string, decoded correctly here: when EPA first created the boundary feature record in its public GIS layer. Publication of the record, not contamination or NPL listing."
ENVIRONMENT.ENVIRONMENT__FED_EPA_TRI_BASIC_2023,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,environment__fed_epa_tri_basic_2023,happened,C_1_YEAR,year,TEXT,true,78647,Raw passthrough of C_1_YEAR in the 2023 TRI basic file: the reporting year the releases occurred in. Integer year - the classic column that a bare date-parse turns into 1970.
ENVIRONMENT.ENVIRONMENT__FED_EPA_TRI_FACILITY,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,environment__fed_epa_tri_facility,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
ENVIRONMENT.ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST,ENVIRONMENT,ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST,environment__fed_fracfocus_disclosure_list,none,,none,,false,0,no column in this table holds a readable time value
ENVIRONMENT.ENVIRONMENT__FED_FRACFOCUS_REGISTRY,ENVIRONMENT,ENVIRONMENT__FED_FRACFOCUS_REGISTRY,environment__fed_fracfocus_registry,none,,none,,false,0,no column in this table holds a readable time value
ENVIRONMENT.ENVIRONMENT__FED_FRACFOCUS_WATER_SOURCE,ENVIRONMENT,ENVIRONMENT__FED_FRACFOCUS_WATER_SOURCE,environment__fed_fracfocus_water_source,none,,none,,false,23747,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_NID_DAMS,ENVIRONMENT,ENVIRONMENT__FED_NID_DAMS,environment__fed_nid_dams,happened,YEAR_COMPLETED,year,NUMBER,true,92766,"try_to_number(YEAR_COMPLETED): the year the dam was finished - the structure's own birth date, populated for nearly every dam, so it is the honest way to lay an inventory of dams on a timeline. Integer year, not a date."
ENVIRONMENT.ENVIRONMENT__FED_NOAA_STORM_EVENTS,ENVIRONMENT,ENVIRONMENT__FED_NOAA_STORM_EVENTS,environment__fed_noaa_storm_events,happened,YEAR,year,NUMBER,true,1780730,"try_to_number(YEAR): the year the storm event occurred - a real but coarse duplicate of begin_date_time, so it is not the primary."
ENVIRONMENT.ENVIRONMENT__FED_NOAA_WEATHER_API,ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,environment__fed_noaa_weather_api,span_start,EFFECTIVE,day,TEXT,true,287,"Raw passthrough of EFFECTIVE (no cast): the moment a National Weather Service alert takes effect, paired with expires. Chosen as primary because it is alert-side and cannot be a fetch stamp."
ENVIRONMENT.ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,environment__fed_phmsa_flagged_incidents,happened,INCIDENT_YEAR,year,NUMBER,true,2039,try_to_number(trim(IYEAR)): the year the pipeline incident occurred. A coarse integer duplicate of local_datetime.
ENVIRONMENT.ENVIRONMENT__FED_USCG_NRC_INCIDENTS,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,environment__fed_uscg_nrc_incidents,reported,DATE_TIME_RECEIVED,day,TIMESTAMP_NTZ,true,1029020,try_to_timestamp(trim(DATE_TIME_RECEIVED)): the moment the National Response Center took the spill/release call - the best clock on the table.
ENVIRONMENT.ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,environment__fed_uscg_nrc_incident_reports,reported,DATE_TIME_RECEIVED,day,TIMESTAMP_NTZ,true,116662,"try_to_timestamp(trim(DATE_TIME_RECEIVED)): the moment the National Response Center took the call. It is a report-receipt clock, not the spill itself, though NRC calls usually come in within hours."
ENVIRONMENT.ENVIRONMENT__FED_USGS_MINERALS,ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,environment__fed_usgs_minerals,happened,DISC_YR,year,TEXT,true,304632,"Raw passthrough DISC_YR: the year the mineral deposit was discovered, with DY_BA as its basis code. Integer year."
ENVIRONMENT.ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS,ENVIRONMENT,ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS,environment__fed_usgs_orphaned_oil_gas_wells,reported,DATA_FILE_DATE,day,DATE,true,117672,"try_to_date(trim(DATA_FILE_DATE),'MM/DD/YYYY'): the date of the state agency's data file the well record came from. It is file vintage - the table carries no drilling, plugging or orphaning date at all, so this is the only clock available and a weak one."
ENVIRONMENT.ENVIRONMENT__FED_USGS_WATER,ENVIRONMENT,ENVIRONMENT__FED_USGS_WATER,environment__fed_usgs_water,happened,DATETIME,day,TEXT,true,6694816,"Raw passthrough of DATETIME (no cast anywhere in the mart): the moment the water measurement was taken at the gauge. A real event clock, but still an uncast string - the census recording no min/max is consistent with that."
ENVIRONMENT.ENVIRONMENT__FED_USGS_WBD_HUC8,ENVIRONMENT,ENVIRONMENT__FED_USGS_WBD_HUC8,environment__fed_usgs_wbd_huc8,none,,none,,false,0,"the only time column here is Ripple's own download stamp, which is not a clock for anything in the world"
ENVIRONMENT.ENVIRONMENT__FED_WQP_MONITORING_STATIONS,ENVIRONMENT,ENVIRONMENT__FED_WQP_MONITORING_STATIONS,environment__fed_wqp_monitoring_stations,happened,CONSTRUCTION_DATE_TEXT,day,TEXT,true,5818,"Staging keeps trim(CONSTRUCTIONDATETEXT) as TEXT with no cast: free-form text for when a monitoring well was constructed. LOW - a real event date in principle but unparsed, mixed-format, and only meaningful for well-type stations; the census read no min/max at all, which fits."
ENVIRONMENT.ENVIRONMENT__INTL_GEM_HAZARD,ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,environment__intl_gem_hazard,none,,none,,false,12,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,ENVIRONMENT,ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,environment__intl_global_witness_defenders,happened,YEAR,year,NUMBER,true,232,try_to_number(YEAR): the year the land/environmental defender was killed or attacked - the only clock on the table and a genuine event year.
ENVIRONMENT.ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,environment__xc_epa_corporate_crosswalk,none,,none,,false,5300149,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__XC_OWID_CO2,ENVIRONMENT,ENVIRONMENT__XC_OWID_CO2,environment__xc_owid_co2,happened,YEAR,year,NUMBER,true,29384,try_to_number(YEAR) on an OWID annual series (annual CO2 emissions): the calendar year the measurement describes. Year grain by construction - this table is a time series and year is its whole clock.
ENVIRONMENT.ENVIRONMENT__XC_OWID_FOSSIL_SHARE,ENVIRONMENT,ENVIRONMENT__XC_OWID_FOSSIL_SHARE,environment__xc_owid_fossil_share,happened,YEAR,year,NUMBER,true,6379,try_to_number(YEAR) on an OWID annual series (fossil share of primary energy): the calendar year the measurement describes. Year grain by construction - this table is a time series and year is its whole clock.
ENVIRONMENT.ENVIRONMENT__XC_OWID_TEMP_ANOMALY,ENVIRONMENT,ENVIRONMENT__XC_OWID_TEMP_ANOMALY,environment__xc_owid_temp_anomaly,happened,YEAR,year,NUMBER,true,531,try_to_number(YEAR) on an OWID annual series (global temperature anomaly): the calendar year the measurement describes. Year grain by construction - this table is a time series and year is its whole clock.
EPSTEIN.FCT_DATASET_SIZE_HISTORY,EPSTEIN,FCT_DATASET_SIZE_HISTORY,fct_dataset_size_history,none,,none,,false,339,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
EPSTEIN.FCT_LIBRARY_SNAPSHOT,EPSTEIN,FCT_LIBRARY_SNAPSHOT,fct_library_snapshot,none,,none,,false,619,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
EPSTEIN.FCT_WAYBACK_PAGE_CHANGES,EPSTEIN,FCT_WAYBACK_PAGE_CHANGES,fct_wayback_page_changes,none,,none,,false,203305,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,finance__fed_epa_icis_fec_case_enforcement_conclusion_facilities,none,,none,,false,150877,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,finance__fed_epa_icis_fec_case_facilities,none,,none,,false,204019,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS,FINANCE,FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS,finance__fed_epa_icis_fec_epa_informal_enforcement_actions,decided,ACHIEVED_DATE,day,DATE,true,21930,try_to_date(ACHIEVED_DATE): the day the informal federal enforcement action was achieved by the agency. Census min 1970-06-01 with 1 epoch-1970 row - one junk row only. (An environment table living in the FINANCE schema.)
FINANCE.FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,finance__fed_epa_icis_fec_icis_fec_epa_inspections,span_start,ACTUAL_BEGIN_DATE,day,DATE,true,260556,"try_to_date(ACTUAL_BEGIN_DATE): the day the federal inspection started; with actual_end_date it bounds the inspection. Census min 0201-08-01 is try_to_date junk, not a real 3rd-century row."
FINANCE.FINANCE__FED_FARA,FINANCE,FINANCE__FED_FARA,finance__fed_fara,none,,none,,false,30,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_FATCA_FFI,FINANCE,FINANCE__FED_FATCA_FFI,finance__fed_fatca_ffi,none,,none,,false,516298,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_FDIC_BANK_DATA,FINANCE,FINANCE__FED_FDIC_BANK_DATA,finance__fed_fdic_bank_data,span_end,INSURANCE_DROPPED_DATE,day,DATE,true,27836,"try_to_date(left(INSDROPDATE,10)) - the day insurance coverage ended, closing the coverage period; a likely home for the census's 9999-12-31 sentinel rows."
FINANCE.FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,finance__fed_fdic_sod_branch_deposits,happened,SURVEY_YEAR,year,NUMBER,true,2823000,"try_to_number(YEAR) - the SOD survey year the branch-deposit figures describe and half the table's own grain; a number, so it must never be bare date-parsed."
FINANCE.FINANCE__FED_FEC_BULK,FINANCE,FINANCE__FED_FEC_BULK,finance__fed_fec_bulk,none,,none,,false,20938,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,FINANCE,FINANCE__FED_FEC_BULK_COMMITTEES,finance__fed_fec_bulk_committees,reported,CYCLE,year,TEXT,true,20007,"Raw CYCLE passthrough - the two-year FEC election cycle the committee registration file belongs to; a year-grain label, not a date, and the table's only time-shaped column."
FINANCE.FINANCE__FED_FEC_CANDIDATES,FINANCE,FINANCE__FED_FEC_CANDIDATES,finance__fed_fec_candidates,happened,CAND_ELECTION_YR,year,NUMBER,true,33506,"try_to_number(C4) - the election year the candidate is running in; the mart's own comment warns this landing table has no cycle column at all, so this is the only time anchor it has."
FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FINANCE,FINANCE__FED_FEC_CAND_CMTE_LINKAGE,finance__fed_fec_cand_cmte_linkage,happened,CAND_ELECTION_YR,year,NUMBER,true,30536,"try_to_number(C2) - the year of the election the candidate is contesting; a number, never bare date-parse it."
FINANCE.FINANCE__FED_FEC_COMMITTEES,FINANCE,FINANCE__FED_FEC_COMMITTEES,finance__fed_fec_committees,none,,none,,false,78039,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,finance__fed_fec_committee_to_candidate,reported,CYCLE,year,TEXT,true,866730,Raw CYCLE passthrough - the two-year FEC filing cycle the transaction file belongs to.
FINANCE.FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,finance__fed_fec_independent_expenditures,reported,FEC_ELECTION_YR,year,TEXT,true,261033,Uncast year label naming the election cycle the FEC filed the expenditure under.
FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,finance__fed_fec_indiv_contributions,happened,TRANSACTION_DATE,day,DATE,true,84172112,"try_to_date(transaction_dt,'MMDDYYYY') - the day the individual contribution was made; the explicit format rules out the epoch trap, and the 4 far-future rows (max 3312) are source typos."
FINANCE.FINANCE__FED_FEC_LEADERSHIP_PAC,FINANCE,FINANCE__FED_FEC_LEADERSHIP_PAC,finance__fed_fec_leadership_pac,happened,CAND_ELECTION_YR,year,TEXT,true,8619,Raw year passthrough - the election year the linked candidate is contesting; the only real time anchor on this crosswalk.
FINANCE.FINANCE__FED_FHFA_FHLB_MEMBERSHIP,FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,finance__fed_fhfa_fhlb_membership,decided,APPR_DATE,day,DATE,true,6327,"try_to_date(APPR_DATE,'MM/DD/YY') - the day the membership application was approved; the 2-digit-year format is why 88 rows land in 2066 (a 1966 value read forward a century)."
FINANCE.FINANCE__FED_FINRA_MPID_LIST,FINANCE,FINANCE__FED_FINRA_MPID_LIST,finance__fed_finra_mpid_list,none,,none,,false,4215,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_IRS_SOI,FINANCE,FINANCE__FED_IRS_SOI,finance__fed_irs_soi,happened,TAX_YEAR,year,TEXT,true,179796,Raw TAX_YEAR passthrough - the tax year whose income/return statistics the aggregate row describes; a bare year number and exactly the shape that collapses to 1970 if date-parsed.
FINANCE.FINANCE__FED_MSRB_REGISTRANTS,FINANCE,FINANCE__FED_MSRB_REGISTRANTS,finance__fed_msrb_registrants,none,,none,,false,925,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_NCUA_CALL_REPORTS,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS,finance__fed_ncua_call_reports,none,,none,,false,121713,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_NCUA_CALL_REPORTS_FOICU,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,finance__fed_ncua_call_reports_foicu,happened,YEAR_OPENED,year,NUMBER,true,4336,"try_to_number(YEAR_OPENED) - the year the credit union opened, the one per-row real-world event on this roster that spreads across decades; a number, never date-parse it."
FINANCE.FINANCE__FED_NCUA_CALL_REPORTS_FS220,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FS220,finance__fed_ncua_call_reports_fs220,span_end,CYCLE_DATE,day,DATE,true,4336,Dual-format try_to_timestamp cast to date - the quarter-end (2026-03-31) the financial statement covers; the only world-facing clock on the table.
FINANCE.FINANCE__FED_NCUA_CHARTER_MERGER_EVENTS,FINANCE,FINANCE__FED_NCUA_CHARTER_MERGER_EVENTS,finance__fed_ncua_charter_merger_events,none,,none,,false,27,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,finance__fed_ncua_federally_insured_cu_list,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
FINANCE.FINANCE__FED_OCC_NATIONAL_BANKS,FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,finance__fed_occ_national_banks,none,,none,,false,724,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_OCC_THRIFTS,FINANCE,FINANCE__FED_OCC_THRIFTS,finance__fed_occ_thrifts,none,,none,,false,218,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_PCAOB_FORM_AP_FILINGS,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,finance__fed_pcaob_form_ap_filings,happened,AUDIT_DUAL_DATE,day,TEXT,true,155384,"Left as raw trimmed TEXT while every real date in this model is try_to_date'd - semantically the report's dual date, but it can carry qualifier prose and is unusable until parsed."
FINANCE.FINANCE__FED_SEC_13F_FILERS,FINANCE,FINANCE__FED_SEC_13F_FILERS,finance__fed_sec_13f_filers,reported,DATEREPORTED,day,TEXT,true,344109,"Raw uncast DATEREPORTED - when previously-confidential holdings were finally reported; sparse, confidential-treatment rows only, so a poor table clock."
FINANCE.FINANCE__FED_SEC_13F_HOLDINGS,FINANCE,FINANCE__FED_SEC_13F_HOLDINGS,finance__fed_sec_13f_holdings,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_SEC_13F_SUBMISSION,FINANCE,FINANCE__FED_SEC_13F_SUBMISSION,finance__fed_sec_13f_submission,none,,none,,false,3822885,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_SEC_13F_SUBMISSIONS,FINANCE,FINANCE__FED_SEC_13F_SUBMISSIONS,finance__fed_sec_13f_submissions,reported,FILING_DATE,day,TEXT,true,336124,"Raw FILING_DATE passthrough - when the 13F submission was filed with the SEC; uncast text, so never bare date-parse it."
FINANCE.FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,finance__fed_sec_business_development_company_report,none,,none,,false,0,no column in this table holds a readable time value
FINANCE.FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,finance__fed_sec_closed_end_fund_information,none,,none,,false,0,no column in this table holds a readable time value
FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q1,finance__fed_sec_dera_sub_2024q1,reported,FILED,day,TEXT,true,6028,"Raw FILED passthrough - the YYYYMMDD date the submission was filed with the SEC; uncast text, so never bare date-parse it."
FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q2,finance__fed_sec_dera_sub_2024q2,reported,FILED,day,TEXT,true,7675,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q3,finance__fed_sec_dera_sub_2024q3,reported,FILED,day,TEXT,true,6699,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q4,finance__fed_sec_dera_sub_2024q4,reported,FILED,day,TEXT,true,6491,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q1,finance__fed_sec_dera_sub_2025q1,reported,FILED,day,TEXT,true,6231,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q2,finance__fed_sec_dera_sub_2025q2,reported,FILED,day,TEXT,true,7009,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q3,finance__fed_sec_dera_sub_2025q3,reported,FILED,day,TEXT,true,6541,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q4,finance__fed_sec_dera_sub_2025q4,reported,FILED,day,TEXT,true,6304,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1,FINANCE,FINANCE__FED_SEC_DERA_SUB_2026Q1,finance__fed_sec_dera_sub_2026q1,reported,FILED,day,TEXT,true,6169,Raw FILED passthrough - the YYYYMMDD SEC filing date; uncast text.
FINANCE.FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,FINANCE,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,finance__fed_sec_edgar_company_tickers_exchange,none,,none,,false,10398,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,finance__fed_sec_edgar_financials,reported,FILED,day,TEXT,true,55635,Raw FILED passthrough - the YYYYMMDD date the filing reached the SEC; uncast text.
FINANCE.FINANCE__FED_SEC_EDGAR_INSIDERS,FINANCE,FINANCE__FED_SEC_EDGAR_INSIDERS,finance__fed_sec_edgar_insiders,happened,PERIOD_OF_REPORT,day,TEXT,true,69259,"Raw uncast passthrough; on Forms 3/4/5 the period of report is the date of the event requiring the statement (the transaction), so it is the closest thing to a real event clock here - inferred from SEC form semantics, not confirmed against values."
FINANCE.FINANCE__FED_SEC_INSIDER_DERIV_TRANS,FINANCE,FINANCE__FED_SEC_INSIDER_DERIV_TRANS,finance__fed_sec_insider_deriv_trans,happened,TRANS_DATE,day,DATE,true,1049121,"try_to_date(TRANS_DATE) - the day the derivative transaction occurred; the year-0018 minimum is source typos, not the cast."
FINANCE.FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS,FINANCE,FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS,finance__fed_sec_insider_nonderiv_trans,happened,TRANSACTION_DATE,day,DATE,true,2672841,"try_to_date(trans_date,'DD-MON-YYYY') - the day the non-derivative insider transaction occurred; the explicit format rules out the epoch trap and the year-0022 minimum is source typos."
FINANCE.FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,finance__fed_sec_insider_reportingowner,none,,none,,false,1934673,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_SEC_INSIDER_SUBMISSION,FINANCE,FINANCE__FED_SEC_INSIDER_SUBMISSION,finance__fed_sec_insider_submission,happened,PERIOD_OF_REPORT,day,DATE,true,1772088,"try_to_date(period_of_report,'DD-MON-YYYY'); on Forms 3/4/5 the period of report is the date of the event requiring the statement, i.e. the transaction itself, making it the closest real event clock - inferred from SEC form semantics."
FINANCE.FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,finance__fed_sec_investment_company_series_class,none,,none,,false,43123,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__FED_SEC_MONEY_MARKET_FUND_INFORMATION,FINANCE,FINANCE__FED_SEC_MONEY_MARKET_FUND_INFORMATION,finance__fed_sec_money_market_fund_information,span_end,REPORTMONTH,day,TEXT,true,1206,Raw REPORTMONTH passthrough - the month of money-market-fund filings this fund/class listing summarizes; uncast text at month grain and the table's only time column.
FINANCE.FINANCE__INTL_ISO_MIC_REGISTRY,FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,finance__intl_iso_mic_registry,reported,CREATION_DATE,day,DATE,true,2864,"try_to_date(CREATION_DATE,'YYYYMMDD') - when the market identifier code was first entered in the ISO 10383 registry."
FINANCE.FINANCE__INTL_OSFI_REGULATED_FI,FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,finance__intl_osfi_regulated_fi,none,,none,,false,343,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINANCE.FINANCE__INTL_WB_IDS,FINANCE,FINANCE__INTL_WB_IDS,finance__intl_wb_ids,none,,none,,false,62983,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.CATALOG,FINDINGS,CATALOG,catalog,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY,FINDINGS,EXCLUDED_PROVIDER_AT_FACILITY,excluded_provider_at_facility,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
