column_name,plain,confidence,varies,author,written_on
BENE_CC_PH_HYPERLIPIDEMIA_V2_PCT,"Share of the provider's Medicare patients with high cholesterol. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy, and most rows sit at exactly 75 or 0.75, which looks like a ceiling.",checked,no,claude-code,2026-09-23
BENE_CC_PH_HYPERTENSION_V2_PCT,"Share of the provider's Medicare patients with high blood pressure. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy, and most rows sit at exactly 75 or 0.75, which looks like a ceiling.",checked,no,claude-code,2026-09-23
BENE_CC_PH_ISCHEMICHEART_V2_PCT,"Share of the provider's Medicare patients with ischemic heart disease, meaning narrowed heart arteries. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy.",checked,no,claude-code,2026-09-23
BENE_CC_PH_OSTEOPOROSIS_V2_PCT,"Share of the provider's Medicare patients with osteoporosis. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy.",checked,no,claude-code,2026-09-23
BENE_CC_PH_PARKINSON_V2_PCT,"Share of the provider's Medicare patients with Parkinson's disease. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy.",checked,no,claude-code,2026-09-23
BENE_CC_PH_ARTHRITIS_V2_PCT,"Share of the provider's Medicare patients with arthritis. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy, and a pile of rows sit at exactly 75 or 0.75, which looks like a ceiling.",checked,no,claude-code,2026-09-23
BENE_CC_PH_STROKE_TIA_V2_PCT,"Share of the provider's Medicare patients with a stroke or mini-stroke. A fraction like 0.25 in the equipment and hospital tables, a whole percent like 25 in the others. Blank when hidden for privacy.",checked,no,claude-code,2026-09-23
PROVIDER_ADDRESS,The nursing home's street address.,checked,no,claude-code,2026-09-23
PROGRAM_YEAR,"The year the drug or device company payments were made, like 2024.",checked,no,claude-code,2026-09-23
SUFFIX,"The name suffix, like Jr., Sr., or III. Blank for most people.",checked,no,claude-code,2026-09-23
PHONE,"A phone number, in mixed formats, sometimes with an extension like x1102. Empty in the labor union table, and the FCC table has one value, just I.",checked,no,claude-code,2026-09-23
BRAND_NAME,"The name the drug or medical device is sold under, like DEXCOM G6. The Part D table often gives the generic name like Gabapentin, and the device ID table often gives a company name or NA or N/A instead.",checked,no,claude-code,2026-09-23
PRODUCT_CODE,"The FDA's three-letter code for the type of medical device, like GEX. Needs a lookup; empty in the device enforcement table.",checked,no,claude-code,2026-09-23
DESIGNATION_TYPE,,sampled,yes,claude-code,2026-09-23
STATE_ABBREVIATION,The state as two letters. Territories like GU for Guam and AS for American Samoa appear too.,checked,no,claude-code,2026-09-23
REC_TYPE,,sampled,yes,claude-code,2026-09-23
CENSUS_TRACT,"The census tract, a neighborhood-sized area. Mortgage tables give the full 11-digit code with state and county first; the HUD table gives only the 6-digit tract part.",checked,no,claude-code,2026-09-23
ACTION_TAKEN,"What the lender did with the mortgage application, as a number code: 1 means the loan was made; others like denied or withdrawn need a lookup.",checked,no,claude-code,2026-09-23
PURCHASER_TYPE,"Who bought the mortgage from the lender, as a number code. 0 means it was not sold; others like Fannie Mae need a lookup.",checked,no,claude-code,2026-09-23
PREAPPROVAL,"Whether the borrower asked for preapproval: 1 yes, 2 no, 3 not applicable.",checked,no,claude-code,2026-09-23
LOAN_TYPE,"The kind of mortgage: 1 regular, 2 FHA, 3 VA, 4 USDA rural.",checked,no,claude-code,2026-09-23
LIEN_STATUS,"Where the loan stands in line to be paid back if the home is sold: 1 first, 2 second. The historic table adds 3 and 4, which need a lookup.",checked,no,claude-code,2026-09-23
INTEREST_RATE,"The mortgage interest rate, as a percent like 6.125. Blank for loans not made, and stored as text in some tables.",checked,no,claude-code,2026-09-23
RATE_SPREAD,"How many percentage points the loan's rate sits above the typical rate for a prime borrower. Can be negative, mostly blank, some rows say Exempt, and stored as text in some tables.",checked,no,claude-code,2026-09-23
HOEPA_STATUS,"Whether it was a high-cost loan under federal rules: 1 yes, 2 no, 3 not applicable.",checked,no,claude-code,2026-09-23
APPLICANT_RACE_1,"The borrower's first listed race, as a number code like 5 for White or 3 for Black. Two-digit codes are subgroups; needs a lookup.",checked,no,claude-code,2026-09-23
APPLICANT_RACE_2,"The borrower's second listed race, as a number code like 5 for White. Blank for almost everyone.",checked,no,claude-code,2026-09-23
APPLICANT_RACE_3,"The borrower's third listed race, as a number code. Blank for almost everyone.",checked,no,claude-code,2026-09-23
APPLICANT_RACE_4,"The borrower's fourth listed race, as a number code. Nearly always blank.",checked,no,claude-code,2026-09-23
APPLICANT_RACE_5,"The borrower's fifth listed race, as a number code. Nearly always blank.",checked,no,claude-code,2026-09-23
CO_APPLICANT_RACE_1,"The co-applicant's race as a number code that needs the HMDA lookup, like 5 for White or 3 for Black. 8 means there is no co-applicant.",checked,no,claude-code,2026-09-23
CO_APPLICANT_RACE_2,"A second race the co-applicant picked, as a number code like 22 or 5. Almost always blank.",checked,no,claude-code,2026-09-23
CO_APPLICANT_RACE_3,"A third race the co-applicant picked, as a number code. Almost always blank.",checked,no,claude-code,2026-09-23
CO_APPLICANT_RACE_4,"A fourth race the co-applicant picked, as a number code. Nearly always blank.",checked,no,claude-code,2026-09-23
CO_APPLICANT_RACE_5,"A fifth race the co-applicant picked, as a number code. Nearly always blank, and empty in two of the four tables.",checked,no,claude-code,2026-09-23
APPLICANT_SEX,"The applicant's sex as a number code: 1 male, 2 female, 3 not provided, 4 not applicable. The newer file also uses 6 for picked both.",checked,no,claude-code,2026-09-23
CO_APPLICANT_SEX,"The co-applicant's sex as a number code: 1 male, 2 female, 3 not provided, 4 not applicable, 5 no co-applicant. The newer files also use 6 for picked both.",checked,no,claude-code,2026-09-23
APPLICANT_AGE,"The applicant's age as a range like 25-34, not an exact age. Bands differ by source, and 8888 means not applicable.",checked,no,claude-code,2026-09-23
DENIAL_REASON_1,"The main reason the loan was turned down, as a number code that needs the HMDA lookup. 10 means not applicable and 1111 means the lender is exempt; the older file is blank unless denied.",checked,no,claude-code,2026-09-23
DENIAL_REASON_2,"A second reason the loan was turned down, as a number code that needs the HMDA lookup. Mostly blank.",checked,no,claude-code,2026-09-23
DENIAL_REASON_3,"A third reason the loan was turned down, as a number code that needs the HMDA lookup. Almost always blank.",checked,no,claude-code,2026-09-23
SPONSOR_NAME,,sampled,yes,claude-code,2026-09-23
SOC_CODE,"The job's standard occupation code, like 29-1141 for registered nurses. OSHA rows often hold filler codes like 9999 or 00-9900.",checked,no,claude-code,2026-09-23
CASE_ID,,sampled,yes,claude-code,2026-09-23
CASE_TYPE,,sampled,yes,claude-code,2026-09-23
CALL_SIGN,"The radio call sign of a ship or radio station, like WDB2084. Blank for most sanctions rows.",checked,no,claude-code,2026-09-23
POSITION,,sampled,yes,claude-code,2026-09-23
DATE_RAW,"The date exactly as the judge wrote it on the disclosure form, messy text like 2011 or 08/01/93. The reimbursements table stores it as a date with broken years like 0020 and is mostly blank.",checked,no,claude-code,2026-09-23
SLUG,"A short web-address name for the record, lowercase words joined by dashes, like king-v-phillips.",checked,no,claude-code,2026-09-23
DOCKET_ID,,sampled,yes,claude-code,2026-09-23
IMO_NUMBER,"The ship's 7-digit IMO number, a permanent international hull ID. The AIS table puts IMO in front and often holds the filler IMO0000000; the sanctions tables leave it off and are mostly blank.",checked,no,claude-code,2026-09-23
JUSTICE_CODE,"A number code for the Supreme Court justice, like 81, from the Supreme Court Database. Use it to join justices across tables.",checked,no,claude-code,2026-09-23
JUSTICE_NAME,"The justice's short name, initials jammed onto the last name, like WODouglas or SSotomayor.",checked,no,claude-code,2026-09-23
DATE_PUBLISHED,The date the document or dataset was published. Empty in the Ghana and Georgia portal tables.,checked,no,claude-code,2026-09-23
EMAIL_ADDRESS,"An email address for the person, company or group. Fakes like no@email show up in the IRS 527 files.",checked,no,claude-code,2026-09-23
DIVISION,,sampled,yes,claude-code,2026-09-23
YEAR_FILING_FOR,"The year the OSHA injury report covers, like 2023. Each table holds one year.",checked,no,claude-code,2026-09-23
METADATA_CREATED,"When the dataset's listing was first created on the government open-data portal, down to the second.",checked,no,claude-code,2026-09-23
BILL_TYPE,"The kind of bill as a short code: HR is a House bill, S a Senate bill, HRES and SRES are resolutions, and so on.",checked,no,claude-code,2026-09-23
ELECTION_YEAR,"The election year, like 1976. Empty in the FEC API table.",checked,no,claude-code,2026-09-23
VOTE_SHARE,"The candidate's share of the vote as a decimal, so 0.55 means 55 percent.",checked,no,claude-code,2026-09-23
JCS,"The judge's ideology score on the Judicial Common Space scale, from about -1 liberal to +1 conservative. Stored as text in two tables.",checked,no,claude-code,2026-09-23
ACTIVITYAMOUNTCD,"The price bracket for a Texas lobbyist's gift, meal, award or event, as a code like LT100 for less than $100. OTHER marks the rows that give an exact amount instead.",checked,no,claude-code,2026-09-23
ACTIVITYEXACTAMOUNT,"The exact dollars spent, when the lobbyist reported one. Mostly blank; most rows give only a bracket.",checked,no,claude-code,2026-09-23
ACTIVITYAMOUNTRANGELOW,"The bottom of the reported dollar bracket, like 100.00 for LT150. When an exact amount was reported, it holds that amount.",checked,no,claude-code,2026-09-23
ACTIVITYAMOUNTRANGEHIGH,"The top of the reported dollar bracket, like 149.99 for LT150. When an exact amount was reported, it holds that amount.",checked,no,claude-code,2026-09-23
KINGDOM_ID,"The number for the biological kingdom in the ITIS species list, like 3 or 5. Look it up in the kingdoms table.",checked,no,claude-code,2026-09-23
RAILROAD_NAME,"The railroad company's full name, like CSX Transportation. The FRA safety table holds only N/A.",checked,no,claude-code,2026-09-23
MAKE,"The vehicle or equipment brand, like FORD or HONDA.",checked,no,claude-code,2026-09-23
MODEL_YEAR,"The vehicle's model year, like 2015. 9999 shows up often as a placeholder.",checked,no,claude-code,2026-09-23
COMPONENT,"The part of the vehicle involved, like STEERING or SERVICE BRAKES. Some tables add detail after colons.",checked,no,claude-code,2026-09-23
CLOSE_DATE,"The date the investigation, court case or grant opportunity closed. For grants it is the application deadline.",checked,no,claude-code,2026-09-23
RECALL_NUMBER,"The recall's official ID, like 20V088000 for NHTSA or Z-1333-2013 for FDA. The format differs by agency.",checked,no,claude-code,2026-09-23
SUMMARY,"A text summary of the investigation or court case. Court tables keep web tags like <p>; most CourtListener rows are blank, and the Oyez table mostly holds the word None.",checked,no,claude-code,2026-09-23
MONTH_NAME,"The month spelled out, like January. One calendar table uses short forms like Jan.",checked,no,claude-code,2026-09-23
STATE_USPS,"The state's two-letter postal code, like MA. Includes territories like PR and VI.",checked,no,claude-code,2026-09-23
SECTION,,sampled,yes,claude-code,2026-09-23
IS_ACTIVE,"True if the company, facility or mine is active now, False if not.",checked,no,claude-code,2026-09-23
NATIONALITY,"The person's nationality. Format differs by table: words like British, two-letter codes like EG in immigration court, or wrapped like {""VALUE"": ""Yemen""} in the UN list.",checked,no,claude-code,2026-09-23
ADDRESS_POSTAL_CODE,"The postal code of the address, like BS8 3TU in the UK. Shapes vary by country, and it is mostly blank in the sanctions lists.",checked,no,claude-code,2026-09-23
ADDRESS_COUNTRY,"The country of the address, spelled out, like Kenya or United Kingdom.",checked,no,claude-code,2026-09-23
REGISTRATION_NUMBER,,sampled,yes,claude-code,2026-09-23
QUARTER,"The quarter the numbers cover, like Q1. The HUD table holds a quarter-end date like 31DEC2025, and the BLS table is empty.",checked,no,claude-code,2026-09-23
PLAN_NAME,"The name of the employee pension or benefit plan, like a company's 401K plan.",checked,no,claude-code,2026-09-23
SITE_ADDRESS,"The street address of the site, like the workplace OSHA inspected or the health center's clinic.",checked,no,claude-code,2026-09-23
SITE_CITY,The city of the site.,checked,no,claude-code,2026-09-23
MAIL_STATE,"The state of the mailing address, as two letters.",checked,no,claude-code,2026-09-23
INSURED_DATE,"The date the bank or credit union got federal deposit insurance. The credit union table has placeholder dates like 1900-01-01, and the failed-banks table is empty.",checked,no,claude-code,2026-09-23
AGENCY_CODE,,sampled,yes,claude-code,2026-09-23
AGENCY_NAME,"The government agency's name, like Department of Housing and Urban Development. Empty in the grants table.",checked,no,claude-code,2026-09-23
CUSTODIAN_NAME,"The person who keeps the political group's records, as named on its IRS 527 filing.",checked,no,claude-code,2026-09-23
TAX_YEAR,"The tax year the filing covers. The 990 table writes year and month together, like 202506 for June 2025.",checked,no,claude-code,2026-09-23
SPINE_ENTITY_ID,"The warehouse's own ID for the organization, a code like ENT_d75652c444610274, so one group links across IRS tables. Added by your pipeline, not the source.",checked,no,claude-code,2026-09-23
LEGAL_NAME,The charity's official legal name as the IRS has it. Some names have trailing spaces or are cut off.,checked,no,claude-code,2026-09-23
REVOCATION_DATE,The date the IRS took away the group's tax-exempt status. One table stores it as text like 15-NOV-2010.,checked,no,claude-code,2026-09-23
REINSTATEMENT_DATE,"The date a revoked status was restored, like a charity's tax exemption given back. Mostly blank, and empty in the OIG exclusions table.",checked,no,claude-code,2026-09-23
SUBSECTION,"The IRS 501c subsection as two digits, like 03 for a regular 501c3 charity. Empty in the court table.",checked,no,claude-code,2026-09-23
C_GROUP,,sampled,yes,claude-code,2026-09-23
PROJECT_STATE,"The state where the loan's project or business is, as two letters.",checked,no,claude-code,2026-09-23
ETHNICITY,"Whether the person is Hispanic or Latino, in words. Unknown or not-stated values are common.",checked,no,claude-code,2026-09-23
REPORT_YEAR,"The year the report covers, like 2010. One table stores it as a January 1 date like 2014-01-01.",checked,no,claude-code,2026-09-23
MODIFICATION_NUMBER,"Which change to the award this row is, with 0 for the original. Formats are messy: 0, 0000 and P00003 all appear.",checked,no,claude-code,2026-09-23
TOTAL_OUTLAYED_AMOUNT_FOR_OVERALL_AWARD,"Total dollars actually paid out on the whole award so far. Mostly blank, and 0 is common.",checked,no,claude-code,2026-09-23
DISASTER_EMERGENCY_FUND_CODES_FOR_OVERALL_AWARD,"Which emergency spending law funded the award, as a code plus words, like Q: Not Designated or Z: Emergency P.L. 117-58. Some rows list several codes, and it is mostly blank.",checked,no,claude-code,2026-09-23
OUTLAYED_AMOUNT_FROM_COVID_19_SUPPLEMENTALS_FOR_OVERALL_AWARD,Dollars paid out on the award from COVID-19 relief money. Nearly always blank.,checked,no,claude-code,2026-09-23
OBLIGATED_AMOUNT_FROM_COVID_19_SUPPLEMENTALS_FOR_OVERALL_AWARD,"Dollars promised to the award from COVID-19 relief money. Nearly always blank, and can be negative after a cut.",checked,no,claude-code,2026-09-23
OUTLAYED_AMOUNT_FROM_IIJA_SUPPLEMENTAL_FOR_OVERALL_AWARD,Dollars paid out on the award from the 2021 infrastructure law money. Nearly always blank.,checked,no,claude-code,2026-09-23
OBLIGATED_AMOUNT_FROM_IIJA_SUPPLEMENTAL_FOR_OVERALL_AWARD,Dollars promised to the award from the 2021 infrastructure law money. Nearly always blank.,checked,no,claude-code,2026-09-23
ACTION_DATE_FISCAL_YEAR,"The federal fiscal year of the transaction, like 2007. Federal fiscal years start October 1.",checked,no,claude-code,2026-09-23
AWARDING_AGENCY_CODE,"The three-digit code for the federal department that made the award, like 036. Stored as text to keep the leading zero.",checked,no,claude-code,2026-09-23
AWARDING_SUB_AGENCY_CODE,"The four-character code for the office inside the department that made the award, like 3600. Some contain letters, like 12K3.",checked,no,claude-code,2026-09-23
AWARDING_OFFICE_CODE,"The code for the office that made the award, like 47QSSC or 12346T. Nearly a third of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
AWARDING_OFFICE_NAME,"The name of the office that made the award, like DLA TROOP SUPPORT. Nearly a third of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
FUNDING_AGENCY_CODE,"The three-digit code for the federal department paying for the award, like 047. About a quarter of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
FUNDING_SUB_AGENCY_CODE,"The four-character code for the office inside the department paying for the award, like 7300 or 97AS. About a quarter of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
FUNDING_SUB_AGENCY_NAME,"The name of the office inside the department paying for the award, like Department of the Navy. About a quarter of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
FUNDING_OFFICE_CODE,"The code for the office paying for the award, like 47QSSC or 12346T. Nearly a third of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
FUNDING_OFFICE_NAME,"The name of the office paying for the award, like DLA TROOP SUPPORT. Nearly a third of grant and loan rows leave it blank.",checked,no,claude-code,2026-09-23
TREASURY_ACCOUNTS_FUNDING_THIS_AWARD,"The Treasury accounts that paid for the award, as codes like 012-X-4336-000, several split by semicolons. About half the grant and loan rows fill it, most bulk contract rows are blank, and the full contracts table is empty.",checked,no,claude-code,2026-09-23
FEDERAL_ACCOUNTS_FUNDING_THIS_AWARD,"The federal budget accounts that paid for the award, like 073-1154, several split by semicolons. About half the grant and loan rows fill it, most bulk contract rows are blank, and the full contracts table is empty.",checked,no,claude-code,2026-09-23
OBJECT_CLASSES_FUNDING_THIS_AWARD,"What kind of spending paid for the award, as a budget category code plus words, like 26.0: Supplies and materials; some rows list several. About half the grant and loan rows fill it, and most contract rows are blank.",checked,no,claude-code,2026-09-23
PROGRAM_ACTIVITIES_FUNDING_THIS_AWARD,"The budget programs that paid for the award, as a code plus words, like 0101: FEDERAL PELL GRANTS. Mostly blank, and filler like 0000: UNKNOWN/OTHER or OPTN: FIELD IS OPTIONAL PRIOR TO FY21 shows up.",checked,no,claude-code,2026-09-23
RECIPIENT_NAME_RAW,"The award recipient's name exactly as the source wrote it, not cleaned up. Grant and loan rows often hold stand-ins like REDACTED DUE TO PII or MULTIPLE RECIPIENTS.",checked,no,claude-code,2026-09-23
RECIPIENT_PARENT_DUNS,"The 9-digit DUNS number, the old business ID, of the recipient's parent company. Mostly blank in the grants table, empty in the bulk table, and the fake-looking 123456787 shows up often in contracts.",checked,no,claude-code,2026-09-23
RECIPIENT_PARENT_NAME_RAW,"The name of the recipient's parent company or government, exactly as the source wrote it. Mostly blank in the grants and loans table.",checked,no,claude-code,2026-09-23
RECIPIENT_COUNTRY_CODE,"The recipient's country as a three-letter code, like USA or GBR.",checked,no,claude-code,2026-09-23
RECIPIENT_ADDRESS_LINE_1,The first line of the recipient's street address.,checked,no,claude-code,2026-09-23
RECIPIENT_ADDRESS_LINE_2,"The second line of the recipient's address, like a suite number. Mostly blank, and N/A shows up as filler.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE,"The recipient's 5-digit county code, like 06037. Keep it as text for the leading zero.",checked,no,claude-code,2026-09-23
RECIPIENT_COUNTY_NAME,"The recipient's county name, in capitals.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_RECIPIENT_STATE_FIPS_CODE,"The recipient's state as a 2-digit code, like 06 for California. Keep it as text for the leading zero.",checked,no,claude-code,2026-09-23
RECIPIENT_STATE_NAME,"The recipient's state spelled out, like MARYLAND.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_RECIPIENT_CD_ORIGINAL,"The recipient's congressional district when the award was made, as state and number like MD-06.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_RECIPIENT_CD_CURRENT,"The recipient's congressional district under today's district lines, as state and number like MD-06.",checked,no,claude-code,2026-09-23
PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_CODE,"The country where the work is done, as a three-letter code like USA.",checked,no,claude-code,2026-09-23
PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_NAME,"The country where the work is done, spelled out, like UNITED STATES.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE,"The 5-digit county code where the work is done, like 06037 for Los Angeles. Keep it as text for the leading zero.",checked,no,claude-code,2026-09-23
PRIMARY_PLACE_OF_PERFORMANCE_COUNTY_NAME,"The county where the work is done, in capitals.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_STATE_FIPS_CODE,"The state where the work is done, as a 2-digit code like 06 for California.",checked,no,claude-code,2026-09-23
PRIMARY_PLACE_OF_PERFORMANCE_STATE_NAME,"The state where the work is done, spelled out.",checked,no,claude-code,2026-09-23
PRIMARY_PLACE_OF_PERFORMANCE_ZIP_4,"The ZIP code where the work is done, often with the extra four digits, written like 600858337 or 48226-1906. Some grant rows say CITY-WIDE instead.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_CD_ORIGINAL,"The congressional district where the work is done, when the award was made, as state and number like IL-10.",checked,no,claude-code,2026-09-23
PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_CD_CURRENT,"The congressional district where the work is done, under today's district lines, like IL-10. Grant rows often show a 90 district like CA-90, which needs a lookup.",checked,no,claude-code,2026-09-23
CFDA_NUMBER,"The federal assistance program number, like 93.778. Some rows list several, split by commas.",checked,no,claude-code,2026-09-23
PRIME_AWARD_BASE_TRANSACTION_DESCRIPTION,"What the award is for, in the agency's own free-text words.",checked,no,claude-code,2026-09-23
ACTION_TYPE_CODE,,sampled,yes,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_3_NAME,The name of the third of the recipient's five top-paid officers.,checked,no,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_3_AMOUNT,Yearly pay in dollars of the third of the recipient's five top-paid officers. Mostly blank.,checked,no,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_4_NAME,The name of the fourth of the recipient's five top-paid officers. Mostly blank.,checked,no,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_4_AMOUNT,Yearly pay in dollars of the fourth of the recipient's five top-paid officers. Mostly blank.,checked,no,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_5_NAME,The name of the fifth of the recipient's five top-paid officers.,checked,no,claude-code,2026-09-23
HIGHLY_COMPENSATED_OFFICER_5_AMOUNT,Yearly pay in dollars of the fifth of the recipient's five top-paid officers. Mostly blank.,checked,no,claude-code,2026-09-23
INITIAL_REPORT_DATE,When the transaction was first reported to the federal spending system.,checked,no,claude-code,2026-09-23
FEDERAL_AGENCY,"Whether the recipient or facility belongs to the federal government: a t or f flag in the spending tables, and the owning agency's name, like Defense: Army, in the EPA facilities table, where it is mostly blank.",checked,no,claude-code,2026-09-23
PERIOD_OF_REPORT,"The date the filing reports on, like the date of an insider's trade. One table stores it as text like 27-MAR-2026.",checked,no,claude-code,2026-09-23
AWARD_ID,"The award's ID in the source's own system, like NNG15CR64C. The format differs by agency and country.",checked,no,claude-code,2026-09-23
TOPIC,A text description of what the dataset covers. Filled only in the FAO table; the FTC and Densho tables are empty.,checked,no,claude-code,2026-09-23
AREA,,sampled,yes,claude-code,2026-09-23
MARKET_AND_EXCHANGE_NAMES,"The futures market and the exchange it trades on, like WHEAT - CHICAGO BOARD OF TRADE.",checked,no,claude-code,2026-09-23
AS_OF_DATE_IN_FORM_YYMMDD,"The date the weekly trader positions were counted, a Tuesday. Stored as a real date despite the name.",checked,no,claude-code,2026-09-23
CFTC_CONTRACT_MARKET_CODE,"The exchange's code for one futures market, usually 6 characters and sometimes with a letter or a + sign. Two of the tables pad it with a trailing space, so trim before joining.",checked,no,claude-code,2026-09-23
CFTC_REGION_CODE,"The CFTC's region code, 00 or 01; what each means needs a lookup.",checked,no,claude-code,2026-09-23
CFTC_COMMODITY_CODE,"The CFTC's 3-digit code for the commodity, like 064 or 138.",checked,no,claude-code,2026-09-23
OPEN_INTEREST_ALL,The total number of futures contracts still open that week.,checked,no,claude-code,2026-09-23
CHANGE_IN_OPEN_INTEREST_ALL,How much open interest rose or fell since the week before; can be negative. A lone period shows up as filler.,checked,no,claude-code,2026-09-23
CONTRACT_UNITS,"How big one contract is, like CONTRACTS OF 5,000 BUSHELS.",checked,no,claude-code,2026-09-23
CFTC_CONTRACT_MARKET_CODE_QUOTES,"Another copy of the CFTC's contract code, like 090741; matches CFTC_CONTRACT_MARKET_CODE in the samples.",checked,no,claude-code,2026-09-23
CFTC_COMMODITY_CODE_QUOTES,"Another copy of the CFTC's 3-digit commodity code, like 064; matches CFTC_COMMODITY_CODE in the samples.",checked,no,claude-code,2026-09-23
ACTION,,sampled,yes,claude-code,2026-09-23
INCOME,,sampled,yes,claude-code,2026-09-23
NERC_REGION,"The regional power-grid reliability area, as a short code like SERC or WECC.",checked,no,claude-code,2026-09-23
BALANCING_AUTHORITY_NAME,"The grid operator that keeps power supply and demand matched in the area, like PJM Interconnection or Tennessee Valley Authority.",checked,no,claude-code,2026-09-23
OWNER_NAME,"The owner's name, a company or a person depending on the table.",checked,no,claude-code,2026-09-23
SHORT_FORM,"Y if the utility filed the shorter version of the EIA survey, blank if not.",checked,no,claude-code,2026-09-23
RESIDENTIAL_REVENUES_THOUSAND_DOLLARS,"Money the utility took in from home customers, in thousands of dollars, so 17929 means about $17.9 million. One sales table holds only 0.",checked,no,claude-code,2026-09-23
RESIDENTIAL_SALES_MWH,"Electricity sold to home customers, in megawatt-hours. One sales table holds only 0.",checked,no,claude-code,2026-09-23
RESIDENTIAL_CUSTOMERS,How many home customers the utility served. One sales table holds only 0.,checked,no,claude-code,2026-09-23
COMMERCIAL_REVENUES_THOUSAND_DOLLARS,"Money the utility took in from business customers, in thousands of dollars.",checked,no,claude-code,2026-09-23
COMMERCIAL_SALES_MWH,"Electricity sold to business customers, in megawatt-hours.",checked,no,claude-code,2026-09-23
COMMERCIAL_CUSTOMERS,How many business customers the utility served.,checked,no,claude-code,2026-09-23
INDUSTRIAL_REVENUES_THOUSAND_DOLLARS,"Money the utility took in from industrial customers like factories, in thousands of dollars.",checked,no,claude-code,2026-09-23
INDUSTRIAL_SALES_MWH,"Electricity sold to industrial customers, in megawatt-hours.",checked,no,claude-code,2026-09-23
INDUSTRIAL_CUSTOMERS,How many industrial customers the utility served.,checked,no,claude-code,2026-09-23
TRANSPORTATION_REVENUES_THOUSAND_DOLLARS,"Money the utility took in from transportation customers like electric rail, in thousands of dollars. A few values are negative.",checked,no,claude-code,2026-09-23
TRANSPORTATION_SALES_MWH,"Electricity sold to transportation customers, in megawatt-hours. A few values are negative.",checked,no,claude-code,2026-09-23
TRANSPORTATION_CUSTOMERS,"How many transportation customers the utility served, usually 0 or a handful. A few values are negative.",checked,no,claude-code,2026-09-23
TOTAL_REVENUES_THOUSAND_DOLLARS,"All money the utility took in from electricity sales, in thousands of dollars.",checked,no,claude-code,2026-09-23
TOTAL_SALES_MWH,"All electricity the utility sold, in megawatt-hours.",checked,no,claude-code,2026-09-23
TOTAL_CUSTOMERS,How many customers of all kinds the utility served.,checked,no,claude-code,2026-09-23
PCT_MINORITY,"The percent of people nearby, or living in the housing project, who are minorities, like 33.7. The HUD table stores it as text and has bad values like -4.",checked,no,claude-code,2026-09-23
REPORTING_YEAR,"The year the report covers, like 2017.",checked,no,claude-code,2026-09-23
UNIT_OF_MEASURE,"The unit the amount is measured in, like Pounds or mg/L. Mostly blank in the drinking-water violations table.",checked,no,claude-code,2026-09-23
LOCATION_ADDRESS,"The street address of the facility. Filler like UNKNOWN or NO ADDRESS ON FILE is common, and some rows give a land survey spot like NW 1/4 SEC 13 T3N R22E instead.",checked,no,claude-code,2026-09-23
PARENT_COMPANY,"The company or body that owns this one. The greenhouse-gas table tacks on the ownership share, like 100%.",checked,no,claude-code,2026-09-23
ADDRESS1,The first line of the street address. Almost always blank in the courthouses table.,checked,no,claude-code,2026-09-23
ADDRESS2,"The second address line, like a suite number. Mostly blank in the research awards table and empty in the other two.",checked,no,claude-code,2026-09-23
ACHIEVED_DATE,"The date the EPA's informal enforcement step, like a warning letter, was completed.",checked,no,claude-code,2026-09-23
NPDES_VIOLATION_ID,The EPA's ID number for one water-pollution permit violation.,checked,no,claude-code,2026-09-23
