-- S06 non-net-metering distributed: whole table (507 rows)
RECORD_ID | DATA_YEAR | STATE | UTILITY_NUMBER | UTILITY_NAME | BA_CODE | NUMBER_OF_GENERATORS | TOTAL_CAPACITY_MW | CAPACITY_BACK_UP_ONLY_MW | CAPACITY_UTILITY_OWNED_MW | TECHNOLOGY_TYPE | RESIDENTIAL_CAPACITY_MW_TECH_01 | COMMERCIAL_CAPACITY_MW_TECH_01 | INDUSTRIAL_CAPACITY_MW_TECH_01 | TRANSPORTATION_CAPACITY_MW_TECH_01 | DIRECT_CONNECTED_CAPACITY_MW_TECH_01 | TOTAL_CAPACITY_MW_TECH_01 | RESIDENTIAL_CAPACITY_MW_TECH_02 | COMMERCIAL_CAPACITY_MW_TECH_02 | INDUSTRIAL_CAPACITY_MW_TECH_02 | TRANSPORTATION_CAPACITY_MW_TECH_02 | DIRECT_CONNECTED_CAPACITY_MW_TECH_02 | TOTAL_CAPACITY_MW_TECH_02 | RESIDENTIAL_CAPACITY_MW_TECH_03 | COMMERCIAL_CAPACITY_MW_TECH_03 | INDUSTRIAL_CAPACITY_MW_TECH_03 | TRANSPORTATION_CAPACITY_MW_TECH_03 | DIRECT_CONNECTED_CAPACITY_MW_TECH_03 | TOTAL_CAPACITY_MW_TECH_03 | RESIDENTIAL_CAPACITY_MW_TECH_04 | COMMERCIAL_CAPACITY_MW_TECH_04 | INDUSTRIAL_CAPACITY_MW_TECH_04 | TRANSPORTATION_CAPACITY_MW_TECH_04 | DIRECT_CONNECTED_CAPACITY_MW_TECH_04 | TOTAL_CAPACITY_MW_TECH_04 | RESIDENTIAL_CAPACITY_MW_TECH_05 | COMMERCIAL_CAPACITY_MW_TECH_05 | INDUSTRIAL_CAPACITY_MW_TECH_05 | TRANSPORTATION_CAPACITY_MW_TECH_05 | DIRECT_CONNECTED_CAPACITY_MW_TECH_05 | TOTAL_CAPACITY_MW_TECH_05 | RESIDENTIAL_CAPACITY_MW_TECH_06 | COMMERCIAL_CAPACITY_MW_TECH_06 | INDUSTRIAL_CAPACITY_MW_TECH_06 | TRANSPORTATION_CAPACITY_MW_TECH_06 | DIRECT_CONNECTED_CAPACITY_MW_TECH_06 | TOTAL_CAPACITY_MW_TECH_06 | RESIDENTIAL_CAPACITY_MW_TECH_07 | COMMERCIAL_CAPACITY_MW_TECH_07 | INDUSTRIAL_CAPACITY_MW_TECH_07 | TRANSPORTATION_CAPACITY_MW_TECH_07 | DIRECT_CONNECTED_CAPACITY_MW_TECH_07 | TOTAL_CAPACITY_MW_TECH_07 | RESIDENTIAL_CAPACITY_MW_TECH_08 | COMMERCIAL_CAPACITY_MW_TECH_08 | INDUSTRIAL_CAPACITY_MW_TECH_08 | TRANSPORTATION_CAPACITY_MW_TECH_08 | DIRECT_CONNECTED_CAPACITY_MW_TECH_08 | TOTAL_CAPACITY_MW_TECH_08 | RESIDENTIAL_CAPACITY_MW_TECH_09 | COMMERCIAL_CAPACITY_MW_TECH_09 | INDUSTRIAL_CAPACITY_MW_TECH_09 | TRANSPORTATION_CAPACITY_MW_TECH_09 | DIRECT_CONNECTED_CAPACITY_MW_TECH_09 | TOTAL_CAPACITY_MW_TECH_09 | RESIDENTIAL_CAPACITY_MW_TECH_10 | COMMERCIAL_CAPACITY_MW_TECH_10 | INDUSTRIAL_CAPACITY_MW_TECH_10 | TRANSPORTATION_CAPACITY_MW_TECH_10 | DIRECT_CONNECTED_CAPACITY_MW_TECH_10 | TOTAL_CAPACITY_MW_TECH_10 | RESIDENTIAL_CAPACITY_MW_ALL_TECH | COMMERCIAL_CAPACITY_MW_ALL_TECH | INDUSTRIAL_CAPACITY_MW_ALL_TECH | TRANSPORTATION_CAPACITY_MW_ALL_TECH | DIRECT_CONNECTED_CAPACITY_MW_ALL_TECH | TOTAL_CAPACITY_MW_ALL_TECH | _LOADED_AT | _SOURCE_RUN_ID | _SRC_FILE
c82e74d1b1e7a516fbe5fed031f99f9b-1 | 2024 | TX | 99999 | State Adjustment | MISO |  | -0.187 |  |  |  |  | -0.187 |  |  |  | -0.187 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -0.187 |  |  |  | -0.187 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
c82e74d1b1e7a516fbe5fed031f99f9b-2 | 2024 | TX | 99999 | State Adjustment | ERCO |  | -8.968 |  |  |  | -8.255 | -0.708 | -0.004 |  |  | -8.968 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -8.255 | -0.708 | -0.004 |  |  | -8.968 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
1bd6008173ab1bac7e089c692a30f517-1 | 2024 | CA | 17609 | Southern California Edison Co | CISO | 1832 | 384.164 | 61.031 | 3.58 | AC | 0.0 | 58.541 | 0.0 | 0 | 20.704 | 79.245 | 0.0 | 171.382 | 0.0 | 0 | 1.63 | 173.012 | 0.0 | 561.26 | 0.0 | 0 | 3.0 | 564.26 | 0.0 | 0.454 | 0.0 | 0 | 0.0 | 0.454 | 0.0 | 0.493 | 0.0 | 0 | 6.246 | 6.739 | 0.0 | 7.399 | 0.0 | 0 | 0.225 | 7.624 | 0.0 | 83.151 | 0.0 | 0 | 0.8 | 83.951 | 0.0 | 31.328 | 0.0 | 0 | 0.0 | 31.328 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 1.542 | 0.0 | 0 | 0.269 | 1.811 | 0.0 | 354.29 | 0.0 | 0 | 29.874 | 384.164 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
c588842974e58107798e1ee208a4277b-1 | 2024 | RI | 13214 | The Narragansett Electric Co | ISNE | 7578 | 101.304 |  |  | AC | 43.191 | 53.842 | 0.135 |  |  | 97.168 | 0.48 | 0.47 |  |  |  | 0.95 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 0.89 |  |  |  | 0.89 |  |  |  |  |  | 0.0 |  | 1.221 | 0.08 |  |  | 1.301 | 0.002 | 0.633 | 0.36 |  |  | 0.995 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 43.673 | 57.056 | 0.575 | 0 | 0.0 | 101.304 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
899a3f6e487c865ae19288c199973856-1 | 2024 | MS | 18943 | Tippah Electric Power Assn | TVA | 1 | 0.002 | 0.0 | 0.0 | AC | 0.002 | 0.0 | 0.0 | 0 | 0.0 | 0.002 |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.002 | 0.0 | 0.0 | 0 | 0.0 | 0.002 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
31198705104edf2819dad929a5db127d-1 | 2024 | MS | 12685 | Entergy Mississippi LLC | MISO | 15 | 3.675 |  | 3.675 | DC |  |  |  |  | 1.5 | 1.5 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 2.175 |  |  |  | 2.175 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 2.175 | 0.0 | 0 | 1.5 | 3.675 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
c848fcaf7fb1edbda62bfba3d165ebfd-1 | 2024 | TN | 13027 | Mountain Electric Coop, Inc | TVA | 16 | 0.126 | 0.0 | 0.0 | AC | 0.079 | 0.044 | 0.0 | 0 | 0.0 | 0.123 |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.003 | 0.0 | 0 | 0.0 | 0.003 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.079 | 0.047 | 0.0 | 0 | 0.0 | 0.126 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
989fa78d636111d9aa17c2dc47d81164-1 | 2024 | MN | 20996 | Wright-Hennepin Coop Elec Assn | MISO | 15 | 6.529 | 6.05 | 0.0 | AC | 0.229 | 0.25 |  |  |  | 0.479 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 6.05 |  |  |  | 6.05 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.229 | 6.3 | 0.0 | 0 | 0.0 | 6.529 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
e668ad38329388eb9f688022f2d3b4ef-1 | 2024 | AK | 99999 | State Adjustment |  |  | -0.016 |  |  |  |  | -0.016 |  |  |  | -0.016 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -0.016 |  |  |  | -0.016 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
4cbfc99b98679f3d6dbaad05c56ea884-1 | 2024 | FL | 6452 | Florida Power & Light Co | FPL | 771 | 213.597 | 207.84 | 8.241 | AC |  | 3.544 |  |  | 2.216 | 5.76 |  | 0.307 |  |  |  | 0.307 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 206.53 | 1.0 |  |  | 207.53 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 210.381 | 1.0 | 0 | 2.216 | 213.597 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
fc7f47ea9486dc32745c68ef7dccca2b-1 | 2024 | GA | 18397 | City of Sylvania - (GA) | SOCO | 1 | 0.005 |  |  | DC | 0.005 |  |  |  |  | 0.005 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.005 | 0.0 | 0.0 | 0 | 0.0 | 0.005 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
bd0a5bc95234dafe1a2922b34c512e2e-1 | 2024 | HI | 8287 | Hawaii Electric Light Co Inc |  | 2674 | 60.054 |  | 0.059 | AC | 16.172 | 20.05 |  |  |  | 36.222 | 16.932 | 4.386 |  |  |  | 21.318 | 42.111 | 10.984 |  |  |  | 53.095 |  | 0.662 |  |  |  | 0.662 |  | 0.237 |  |  |  | 0.237 |  |  |  |  |  | 0.0 |  | 1.615 |  |  |  | 1.615 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 33.104 | 26.95 | 0.0 | 0 | 0.0 | 60.054 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
244cb6e35aa860eb6264bec42365df57-1 | 2024 | TN | 6608 | Fort Loudoun Electric Coop | TVA | 49 | 1.586 | 0.0 | 0.0 | AC | 0.36 | 0.227 | 0.0 | 0 | 0.0 | 0.587 |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.999 | 0.0 | 0 | 0.0 | 0.999 | 0.36 | 1.226 | 0.0 | 0 | 0.0 | 1.586 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
6a76d44d9e9f1b6c09611b7399445211-1 | 2024 | CA | 11124 | City of Lodi - (CA) | CISO | 1637 | 9.48 |  |  | AC | 7.754 | 1.315 |  |  |  | 9.069 | 0.411 |  |  |  |  | 0.411 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 8.165 | 1.315 | 0.0 | 0 | 0.0 | 9.48 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
260fe1e29772aa516ba56fecf66430bf-1 | 2024 | VA | 733 | Appalachian Power Co | PJM | 13 | 1.637 |  | 0.0 | AC | 0.0 | 0.036 | 0.066 | 0 | 0.0 | 0.102 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 0.01 | 0.0 | 0 | 0.0 | 0.01 | 0.0 | 0.51 | 0.0 | 0 | 0.0 | 0.51 |  |  |  |  |  | 0.0 | 0.0 | 0.95 | 0.0 | 0 | 0.0 | 0.95 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 0.065 | 0.0 | 0 | 0.0 | 0.065 | 0.0 | 1.571 | 0.066 | 0 | 0.0 | 1.637 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
b5f1a31b62601a4d89ab3aa28af728cf-1 | 2024 | KY | 10171 | Kentucky Utilities Co | LGEE | 35 | 6.239 | 0.0 | 0.204 | DC |  | 3.75 | 2.15 |  | 0.204 | 6.104 |  |  | 0.135 |  |  | 0.135 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 3.75 | 2.285 | 0 | 0.204 | 6.239 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
dc4ee9c2131efd7a5749b5ead33f39aa-1 | 2024 | HI | 19547 | Hawaiian Electric Co Inc | HECO | 6725 | 229.863 |  | 0.928 | AC | 57.754 | 115.772 | 0.803 |  | 0.125 | 174.454 | 47.507 | 7.777 |  |  |  | 55.284 | 121.194 | 41.992 |  |  |  | 163.186 |  | 0.005 |  |  |  | 0.005 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 0.12 |  |  |  | 0.12 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 105.261 | 123.674 | 0.803 | 0 | 0.125 | 229.863 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
59cc2e01ad596ec0dd9771d8d14189c9-1 | 2024 | FL | 20885 | Withlacoochee River Elec Coop | SEC | 21 | 11.05 | 11.05 | 11.05 |  |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 11.05 |  |  |  | 11.05 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 11.05 | 0.0 | 0 | 0.0 | 11.05 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
47c077031d5c23a330fe6efe3794e59c-1 | 2024 | KY | 9697 | City of Jellico | TVA | 18 | 0.088 | 0.0 | 0.0 | AC | 0.088 | 0.0 | 0.0 | 0 | 0.0 | 0.088 |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.088 | 0.0 | 0.0 | 0 | 0.0 | 0.088 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
2616ffd549b8e26e6ffbe89d3ec17ad6-1 | 2024 | TN | 15141 | Plateau Electric Cooperative | TVA | 3 | 0.052 | 0.0 | 0.0 | AC | 0.005 | 0.047 | 0.0 | 0 | 0.0 | 0.052 |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.005 | 0.047 | 0.0 | 0 | 0.0 | 0.052 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
4f705dfa4230e6405d4753764d5ed3df-1 | 2024 | WI | 13815 | Northwestern Wisconsin Elec Co | MISO | 5 | 3.0 | 3.0 |  | AC |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  | 3.0 |  |  | 3.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 3.0 | 0 | 0.0 | 3.0 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
1db7401c9e6f738252b196376a00c0aa-1 | 2024 | MN | 9130 | Hutchinson Utilities Comm | MISO | 1 | 0.625 | 0.0 | 0.625 | DC |  |  |  |  | 0.625 | 0.625 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.625 | 0.625 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
c7eea42a3186ee3862d19b382ab2276c-1 | 2024 | CA | 207 | Alameda Municipal Power | CISO | 663 | 6.159 |  |  | AC | 3.371 | 1.536 |  |  |  | 4.907 | 1.252 |  |  |  |  | 1.252 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 4.623 | 1.536 | 0.0 | 0 | 0.0 | 6.159 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
e03e447b7eef58ac18a8e770d2388408-1 | 2024 | NE | 17548 | South Central Public Pwr Dist | SWPP | 3 | 1.05 | 0.0 | 0.0 | AC | 0.0 | 0.0 | 0.0 | 0 | 1.05 | 1.05 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 1.05 | 1.05 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
e14e9da35765cabc1a1abb6221e60cec-1 | 2024 | SC | 21002 | York Electric Coop Inc | DUK | 7 | 6.5 |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 6.5 |  |  |  |  | 6.5 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 6.5 | 0.0 | 0.0 | 0 | 0.0 | 6.5 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
d1d35b5207966478b836deeaee62b1b2-1 | 2024 | TX | 5078 | Denton County Elec Coop, Inc | ERCO | 21 | 14.9 |  |  | DC |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 14.9 |  |  |  | 14.9 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.0 | 14.9 | 0.0 | 0 | 0.0 | 14.9 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
122f20578581458453ba7b182e40c004-1 | 2024 | MS | 17252 | Singing River Elec Cooperative | MISO | 207 | 1.621 |  |  | AC | 1.505 | 0.106 |  |  |  | 1.611 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  | 0.01 |  |  |  | 0.01 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 1.505 | 0.116 | 0.0 | 0 | 0.0 | 1.621 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
08f62c028a6c2d574f7faf0a813296d2-1 | 2024 | CA | 14328 | Pacific Gas & Electric Co. | CISO | 2830 | 166.523 | 1.085 |  | AC | 0.099 | 24.73 | 32.657 | 0 | 12.268 | 69.754 | 5.658 | 13.971 | 15.246 | 0 | 0.089 | 34.964 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.019 | 0.015 | 0 | 0.0 | 0.034 | 0.0 | 6.193 | 0.0 | 0 | 10.83 | 17.023 | 0.117 | 1.332 | 2.685 | 0 | 0.0 | 4.134 | 0.426 | 6.573 | 16.898 | 0 | 1.773 | 25.67 | 0.0 | 0.868 | 9.886 | 0 | 0.0 | 10.754 | 0 | 0.0 | 0.0 | 0 | 1.35 | 1.35 | 0.1 | 2.02 | 0.72 | 0 | 0.0 | 2.84 | 6.4 | 55.706 | 78.107 | 0 | 26.31 | 166.523 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
1d87dd59e0e4661495764c06ac6c7269-1 | 2024 | AL | 3222 | Central Alabama Electric Coop | SOCO | 19 | 0.951 | 0.867 | 0.951 |  |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.951 |  |  |  |  | 0.951 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.951 | 0.0 | 0.0 | 0 | 0.0 | 0.951 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
8c22548d6c9728a1f151f78542dc614d-1 | 2024 | TX | 16900 | City of Seguin - (TX) | ERCO | 111 | 5.832 |  |  | AC | 0.808 | 5.024 |  |  |  | 5.832 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 | 0.808 | 5.024 | 0.0 | 0 | 0.0 | 5.832 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
1ad49d9e54c58006ae802a9a0277c188-1 | 2024 | CA | 14354 | PacifiCorp | PACW | 2 | 0.111 |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  | 0.036 | 0.036 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  |  | 0.075 | 0.075 |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.111 | 0.111 | 2026-08-05 21:39:28.599333 | 2667b6ca-9c67-4477-bc96-23793248c717 | Non_Net_Metering_Distributed_2024.xlsx
