K	ID	NM	ACT	CITY	ST	FIPS	DU	TOT	SHARE
county_top	AH2496063	HANCOCK LAMBERT PHARMACY INC	RETAIL PHARMACY	CLINTWOOD	VA	51051	2799180.0	13597600.0	0.20585838677413662
county_top	BR4012566	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	GRANTSBORO	NC	37137	1427400.0	2935920.0	0.4861849096705632
county_top	FC1685025	CAMPTON PHARMACARE, INC.	RETAIL PHARMACY	CAMPTON	KY	21237	1983500.0	4698050.0	0.4221964432051596
county_top	AP6633348	J&B KELLY, INC	RETAIL PHARMACY	HAZEN	AR	05117	945200.0	1495710.0	0.631940683688683
county_top	AR9308708	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	COCHRAN	GA	13023	1874500.0	4539895.0	0.4128950118890415
county_top	BW7814040	WALGREEN CO.	CHAIN PHARMACY	LANSING	MI	26065	4657300.0	71010066.0	0.06558647614832522
county_top	BA9814294	AMERIPHARM, INC	RETAIL PHARMACY	SIOUX FALLS	SD	46099	5710500.0	36493354.0	0.1564805471155104
county_top	FW0961070	WALGREEN OF PUERTO RICO., INC.	CHAIN PHARMACY	LAS PIEDRAS	PR	72085	129300.0	301300.0	0.42914039163624296
county_top	AR7917668	RANCHLAND DRUG	RETAIL PHARMACY	WHITE RIVER	SD	46095	547300.0	547300.0	1.0
county_top	AR2496253	SURRY DRUG COMPANY	RETAIL PHARMACY	SURRY	VA	51181	114800.0	114800.0	1.0
county_top	BR5769053	ECKERD CORPORATION	CHAIN PHARMACY	CARTERSVILLE	GA	13015	3645610.0	33039206.0	0.11034193739401607
county_top	BH9539620	HOME OXYGEN SERVICE, LLC	RETAIL PHARMACY	KIMBALL	NE	31105	574300.0	1395740.0	0.41146631894192326
county_top	AF4894716	FLAT IRON DRUG STORE INC	RETAIL PHARMACY	WELCH	WV	54047	3431120.0	15223900.0	0.2253772029506237
county_top	BF2628569	FRONTIER PHARMACY	RETAIL PHARMACY	ERIE	PA	42049	5235240.0	76283755.0	0.06862850419463488
county_top	AR5228285	RITE AID OF NEW YORK, INC.	CHAIN PHARMACY	JAMESTOWN	NY	36013	4107280.0	42918420.0	0.09569970189955734
county_top	BM7274006	MCGRADY FAMILY PHARMACY	RETAIL PHARMACY	NEW CASTLE	IN	18065	4716480.0	24445220.0	0.1929407876059205
county_top	AW9538591	WALGREEN OF SAN PATRICIO, INC.	CHAIN PHARMACY	HATILLO	PR	72065	391760.0	919440.0	0.42608544331332115
county_top	AM4216380	FARMACIA NUEVA	RETAIL PHARMACY	CAMUY	PR	72027	187500.0	507610.0	0.36937806583794647
county_top	AW9623768	WALGREEN CO.	CHAIN PHARMACY	AUSTIN	TX	48453	6115930.0	176320755.0	0.034686387317250315
county_top	BS7290086	SPRINGFIELD PHARMACY INC	RETAIL PHARMACY	SPRINGFIELD	VT	50027	2355790.0	8899060.0	0.2647234651749735
county_top	BW6384856	WALGREEN CO.	CHAIN PHARMACY	ALVIN	TX	48039	4766910.0	67343650.0	0.0707848475691472
county_top	AG9749384	GEM DRUGS GRAMERCY INC	RETAIL PHARMACY	GRAMERCY	LA	22093	1012900.0	3119700.0	0.3246786549988781
county_top	FW1422512	WALGREEN CO.	CHAIN PHARMACY	WASILLA	AK	02170	3460520.0	24202020.0	0.14298475912341202
county_top	BN9796472	NORTH SHORE PHARMACY SERVICES	RETAIL PHARMACY	PEABODY	MA	25009	12985775.0	136706432.0	0.09499022694118738
county_top	BM2410049	MEDICAP PHARMACY	RETAIL PHARMACY	CRESTON	IA	19175	1415440.0	3520680.0	0.4020359703239147
county_top	BF1206160	FRED'S PHARMACY	RETAIL PHARMACY	FALFURRIAS	TX	48047	633580.0	1260940.0	0.502466413945152
county_top	BW8858916	WALGREEN CO.	CHAIN PHARMACY	MAUSTON	WI	55057	4225330.0	8792850.0	0.4805415763944569
county_top	BR5156422	ALABAMA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	DEMOPOLIS	AL	01091	1650400.0	5974020.0	0.2762628849585371
county_top	BM8540038	MEMPHIS DRUG	RETAIL PHARMACY	MEMPHIS	TX	48191	605420.0	642760.0	0.9419067770240837
county_top	AF2048646	FARMACIA CANEY, INC.	RETAIL PHARMACY	TRUJILLO ALTO	PR	72139	370300.0	909155.0	0.4073012852593892
county_top	BP5692909	PRESCRIPTION SHOP	RETAIL PHARMACY	LITTLEFIELD	TX	48279	1578530.0	2734890.0	0.5771822632720146
county_top	BP9009160	PHARMACY SERVICES/WINNFIELD/IN	RETAIL PHARMACY	WINNFIELD	LA	22127	1505720.0	4279490.0	0.3518456638524684
county_top	BP4315152	PENNINGTON DRUG CENTER	RETAIL PHARMACY	PENNINGTON GAP	VA	51105	2592540.0	14022009.0	0.18489076707909688
county_top	AH5435323	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	KNOX	IN	18149	7376300.0	12276650.0	0.6008398056473061
county_top	FF0395574	FREUDENTHAL, ALLEN F. MD	PRACTITIONER	BETHEL	AK	02050	21878.0	22458.0	0.9741740137144893
county_top	AN9809320	ND PHARMACY INC	RETAIL PHARMACY	WILLISTON	ND	38105	1371850.0	3663200.0	0.3744949770692291
county_top	AW1132416	WEIGANTS' PHARMACY	RETAIL PHARMACY	PAWHUSKA	OK	40113	2383960.0	5008540.0	0.4759790278204826
county_top	AS1374204	STEELE DRUG	RETAIL PHARMACY	STEELE	ND	38043	188000.0	188000.0	1.0
county_top	AD7509702	DILLON PHARMACY #5	CHAIN PHARMACY	GARDEN CITY	KS	20055	1319260.0	6072380.0	0.2172558370852944
county_top	BS9839424	SARASOTA PHARMACY SERVICES	RETAIL PHARMACY	SARASOTA	FL	12115	6187700.0	129544084.1	0.04776520705664552
county_top	AB0765644	B J K INC	RETAIL PHARMACY	LONG BEACH	NY	36059	14697140.0	261780431.0	0.05614300482223593
county_top	FW0277283	WALGREEN CO.	CHAIN PHARMACY	PRINCE FREDERICK	MD	24009	3142700.0	27150403.0	0.11575150468300599
county_top	BW6679445	WALGREEN CO.	CHAIN PHARMACY	CHASKA	MN	27019	1840200.0	10446360.0	0.17615705374886564
county_top	AW3170519	WAL-MART PHARMACY 10-0749	CHAIN PHARMACY	AMES	IA	19169	1105800.0	9650155.0	0.11458883302910679
county_top	BW5430690	WAL-MART PHARMACY 10-0515	CHAIN PHARMACY	MURPHY	NC	37039	2940080.0	14558944.0	0.20194321785975686
county_top	BT3942516	TRISTAR CLEVELAND	RETAIL PHARMACY	CLEVELAND	TX	48291	6353960.0	34380880.0	0.18481085998962213
county_top	AK3205324	KEL-SAVE DRUGS	RETAIL PHARMACY	SYLVA	NC	37099	3845990.0	11722410.0	0.32808867801075037
county_top	AW3062534	WALGREEN CO.	CHAIN PHARMACY	LINCOLN	NE	31109	3554590.0	49423851.0	0.0719205389316992
county_top	AL4002933	WESTERN DRUG CO INC	RETAIL PHARMACY	SIDNEY	NE	31033	1046820.0	2586620.0	0.4047057550007345
county_top	AT8924640	TODD, CHESTER L MD	PRACTITIONER	ROCKSPRINGS	TX	48137	20200.0	20200.0	1.0
county_top	BW7573238	WILSON DRUG INC	RETAIL PHARMACY	PARIS	KY	21017	2481600.0	7020190.0	0.35349470598374116
county_top	BD9074321	DAWSON'S PHARMACY	RETAIL PHARMACY	GOOCHLAND	VA	51075	996770.0	2153690.0	0.46281962585144565
county_top	AW4395326	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	MATTOON	IL	17029	3895660.0	11875750.0	0.32803486095615014
county_top	BB6091069	BADGER ACQUISITION OF KY LLC	RETAIL PHARMACY	HENDERSON	KY	21101	6226510.0	26050890.0	0.2390133312144038
county_top	AH5308071	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	NASHVILLE	IN	18013	2576150.0	2579650.0	0.9986432267943326
county_top	BD7254725	HY-VEE DRUGSTORE CLINIC PHCY 7060-3	CHAIN PHARMACY	WAPELLO	IA	19115	389200.0	569090.0	0.6838988560684601
county_top	BS0818596	SAV-RITE FAMILY PHCY INC	RETAIL PHARMACY	CORBIN	KY	21235	6859420.0	47677589.0	0.1438709495146661
county_top	BW7319646	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	LAPLACE	LA	22095	2462330.0	9869540.0	0.24948781807460124
county_top	BO9897666	OMNICARE PHARMACY OF NORTH	RETAIL PHARMACY	HICKORY	NC	37035	9202680.0	67375275.0	0.13658838498247317
county_top	FP1273820	PHARMSCRIPT, LLC	RETAIL PHARMACY	SOMERSET	NJ	34035	2367080.0	35057841.0	0.06751927478934028
county_top	BW2664705	WALGREEN CO.	CHAIN PHARMACY	EVANSVILLE	IN	18163	6555530.0	89647075.0	0.07312597761834394
county_top	BW8403002	WAL-MART PHARMACY 10-5166	CHAIN PHARMACY	DEMING	NM	35029	3041940.0	6072830.0	0.5009097899990614
county_top	BD5195145	DSSK PHARMACEUTICAL INC	RETAIL PHARMACY	HAZARD	KY	21193	6069910.0	35253205.0	0.17218037338732747
county_top	BB8137615	BUCHANAN PHARMACIES	RETAIL PHARMACY	GALAX	VA	51640	1856760.0	7085710.0	0.26204290042917366
county_top	AR7579432	MARYLAND CVS PHARMACY, L.L.C.	CHAIN PHARMACY	OAKLAND	MD	24023	1944000.0	7028380.0	0.2765928990748935
county_top	AK1668815	KIDD HEALTH MART DRUG CO INC	RETAIL PHARMACY	FAIRVIEW	OK	40093	422120.0	873800.0	0.483085374227512
county_top	FP0552136	PAMIDA PHARMACY #656	CHAIN PHARMACY	AINSWORTH	NE	31017	470620.0	577650.0	0.8147147926945382
county_top	BW8502040	WALGREEN CO.	CHAIN PHARMACY	PORTAGE	WI	55021	3986760.0	19857860.0	0.20076483568722914
county_top	BR4667777	RITE AID OF MICHIGAN, INC.	CHAIN PHARMACY	KALKASKA	MI	26079	1705030.0	5494110.0	0.3103377981147083
county_top	BH6600375	HY-VEE PHARMACY (1850)	CHAIN PHARMACY	WASHINGTON	IA	19183	865100.0	2700790.0	0.3203136859955791
county_top	BC3564146	CASH WISE PHARMACY	RETAIL PHARMACY	HUTCHINSON	MN	27085	1422900.0	7151076.0	0.1989770490482831
county_top	AB8719481	BERRYVILLE PHARMACY	RETAIL PHARMACY	BERRYVILLE	VA	51043	772000.0	780800.0	0.9887295081967213
county_top	BW5495773	WAL-MART PHARMACY 10-1569	CHAIN PHARMACY	MAYSVILLE	KY	21161	1576200.0	6494670.0	0.2426913145702553
county_top	BW9163572	WALGREEN CO.	CHAIN PHARMACY	PALESTINE	TX	48001	4055500.0	16860930.0	0.24052647155287402
county_top	AK1187675	KPH HEALTHCARE SERVICES, INC.	CHAIN PHARMACY	MORRISVILLE	VT	50015	2693360.0	5124670.0	0.5255674999560948
county_top	BA4250952	APEX DRUG STORES, INC.	CHAIN PHARMACY	DOWAGIAC	MI	26027	1977640.0	5743390.0	0.3443332248027733
county_top	BF0301490	FAMILY DRUG INC	RETAIL PHARMACY	BIG STONE GAP	VA	51195	5865280.0	34888121.0	0.16811682119538623
county_top	BH3894703	HARRISON PHARMACY	RETAIL PHARMACY	TOMPKINSVILLE	KY	21171	2379000.0	6261290.0	0.37995365172352663
county_top	AW3883394	WALGREEN CO.	CHAIN PHARMACY	MOLINE	IL	17161	2486200.0	21718096.0	0.11447596511222714
county_top	AW3289091	WAL-MART PHARMACY 10-0788	CHAIN PHARMACY	CLINTON	AR	05141	2178960.0	4730280.0	0.4606408077323118
county_top	BW6568856	WALGREEN CO.	CHAIN PHARMACY	NEWPORT NEWS	VA	51700	3288600.0	29068130.0	0.11313421262392868
county_top	FT0015722	TRUMM DRUG GLENWOOD	RETAIL PHARMACY	GLENWOOD	MN	27121	578300.0	1428300.0	0.4048869285164181
county_top	BF3545704	FRUTH PHARMACY #16	RETAIL PHARMACY	WAVERLY	OH	39131	3176700.0	10766630.0	0.2950505404197971
county_top	BG5614892	GOOD LIFE DISCOUNT PHARMACY	RETAIL PHARMACY	LOUP CITY	NE	31163	159940.0	159940.0	1.0
county_top	FW0538415	WALGREEN CO	CHAIN PHARMACY	CLINTON	IL	17039	996600.0	2740130.0	0.36370537164295125
county_top	AK2337904	KENNEDY DRUG CO	RETAIL PHARMACY	MEDFORD	OK	40053	167200.0	175500.0	0.9527065527065527
county_top	BW2744832	WALGREEN HASTINGS CO.	CHAIN PHARMACY	ALAMOGORDO	NM	35035	5666160.0	13831430.0	0.4096582927434112
county_top	AT1653066	TUCKER, MARK A DO	PRACTITIONER	CENTER	MO	29173	1500.0	1500.0	1.0
county_top	BS5673682	SUPER D DRUGS ACQUISITION CO.	CHAIN PHARMACY	MENA	AR	05113	2655370.0	8175080.0	0.324812723545213
county_top	BW5359080	WAL-MART PHARMACY 10-0951	CHAIN PHARMACY	HEMPSTEAD	TX	48473	802010.0	1820740.0	0.4404857365686479
county_top	BS2126022	SPALDING PHARMACY	RETAIL PHARMACY	SPALDING	NE	31077	81900.0	81900.0	1.0
county_top	AS6508482	SCHROEDER DRUGS, INC.	RETAIL PHARMACY	OSAGE CITY	KS	20139	736580.0	1858210.0	0.3963922269280652
county_top	AS5499163	SMITH MCKENNEY CO, INC #1,	RETAIL PHARMACY	SHELBYVILLE	KY	21211	3603970.0	12512430.0	0.2880311817928252
county_top	BB9186506	BEST CARE PHARMACY INC	RETAIL PHARMACY	WESTON	WV	54041	2180940.0	6809410.0	0.32028325508377375
county_top	AL4071471	DAVIS PHARMACY	RETAIL PHARMACY	VERMILLION	SD	46027	378690.0	1150380.0	0.32918687737964847
county_top	AF2898332	FORBES DRUG CO	RETAIL PHARMACY	VIENNA	GA	13093	504890.0	856490.0	0.5894873261801071
county_top	BW5905849	WAL-MART PHARMACY 10-2645	CHAIN PHARMACY	BLACKSTONE	VA	51135	1236400.0	3099510.0	0.39890176189139576
county_top	AM8431126	MORGAN, EDGAR CECIL III DVM	PRACTITIONER	GIBSON	GA	13125	900.0	900.0	1.0
county_top	AS7662352	SYRACUSE TOWN & COUNTRY PHAR	RETAIL PHARMACY	SYRACUSE	NE	31131	671430.0	3042890.0	0.2206553638153203
county_top	BF6064769	FOUR SEASONS PHARMACY INC	RETAIL PHARMACY	PRINCETON	WV	54055	7099410.0	31358290.0	0.2263965924162319
county_top	BC5700287	SOUTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	WINNSBORO	SC	45039	1652250.0	3986820.0	0.4144280403930953
county_top	AW5301344	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	ROUND LAKE BEACH	IL	17097	4042600.0	92919708.0	0.04350637864682054
county_top	AS1454824	STANGEL PHARMACY INC	RETAIL PHARMACY	ONAWA	IA	19133	1052360.0	2111190.0	0.498467688838996
county_top	FS2107678	SPENCER DRUG CO., LLC	RETAIL PHARMACY	SPENCER	TN	47175	383400.0	383400.0	1.0
county_top	AH8108222	HOLLIS DISCOUNT PHARMACY	RETAIL PHARMACY	RIPLEY	MS	28139	2462620.0	6740390.0	0.3653527466511582
county_top	AR5567093	OHIO CVS STORES, L.L.C.	CHAIN PHARMACY	CAMBRIDGE	OH	39059	3514000.0	16493770.0	0.2130501395375345
county_top	BH4051265	HEARTLAND HLTHCARE SERVICES	RETAIL PHARMACY	TOLEDO	OH	39095	23238860.0	164140410.0	0.14157915165436713
county_top	FW1085516	WALGREEN CO.	CHAIN PHARMACY	BLAIR	NE	31177	904600.0	2403550.0	0.37635996754800194
county_top	BS7578353	STEELVILLE DRUG	RETAIL PHARMACY	STEELVILLE	MO	29055	2214890.0	7530870.0	0.29410811765440115
county_top	FC0258346	CVS PHARMACY, INC.	CHAIN PHARMACY	PAMPA	TX	48179	1479400.0	5949120.0	0.2486754343499543
county_top	BB5721762	BENKELMAN PHARMACY	RETAIL PHARMACY	BENKELMAN	NE	31057	285500.0	553000.0	0.5162748643761302
county_top	BJ4024131	J AND K DRUG	RETAIL PHARMACY	COLUMBIA	LA	22021	2174320.0	3605990.0	0.6029744952149063
county_top	BM5773216	MED-CARE PHARMACY	RETAIL PHARMACY	DAINGERFIELD	TX	48343	3680930.0	5651530.0	0.651315661422659
county_top	AW2320276	WISE DRUG INC	RETAIL PHARMACY	HILL CITY	KS	20065	727000.0	727000.0	1.0
county_top	AW6023080	WALGREEN CO.	CHAIN PHARMACY	OCALA	FL	12083	4033120.0	104625795.0	0.03854804639716238
county_top	AW3065465	WAL-MART PHARMACY 10-0636	CHAIN PHARMACY	PRINCETON	IL	17011	1140690.0	3632150.0	0.3140536596781521
county_top	BP9094703	PHILLIPS ROCHE-A-CRI PHARMACY	RETAIL PHARMACY	FRIENDSHIP	WI	55001	1958830.0	3647820.0	0.536986474113306
county_top	BD2125335	DILLON PHARMACY	CHAIN PHARMACY	PRATT	KS	20151	3071960.0	5767160.0	0.5326642576242032
county_top	AB9244497	BERNIE'S PHARMACY	RETAIL PHARMACY	ANCHORAGE	AK	02020	9020700.0	62292963.0	0.14481089942695455
county_top	BA9280289	ASPERMONT PHARMACY, INC.	RETAIL PHARMACY	ASPERMONT	TX	48433	258400.0	258400.0	1.0
county_top	BS0985931	SAVE ON DRUGS	RETAIL PHARMACY	CADIZ	KY	21221	2662411.0	4901054.0	0.5432323332899414
county_top	BF7648908	FAMILY PHARMACY	RETAIL PHARMACY	STUART	VA	51141	2248460.0	5581580.0	0.4028357561837329
county_top	AW1111905	WALGREEN EASTERN CO., INC.	CHAIN PHARMACY	KINGSTON	NY	36111	4678590.0	43367700.0	0.10788190289086116
county_top	BW9352559	WALGREEN CO.	CHAIN PHARMACY	PLYMOUTH	IN	18099	2227430.0	12460610.0	0.17875770126823648
county_top	BW5396735	WAL-MART PHARMACY 10-0210	CHAIN PHARMACY	HOLDENVILLE	OK	40063	1966460.0	4076810.0	0.48235262374258303
county_top	AP5520881	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	CULPEPER	VA	51047	2641190.0	10100186.0	0.261499144669217
county_top	BW5226495	WHITWELL PHARMACY	RETAIL PHARMACY	WHITWELL	TN	47153	3314700.0	10251510.0	0.3233377326852337
county_top	BM9067516	MARSHFIELD CLINIC PHARMACY LLC	RETAIL PHARMACY	MARSHFIELD	MO	29225	1720850.0	10623660.0	0.16198278182848472
county_top	AB2992433	BOND'S DRUG STORE INC	RETAIL PHARMACY	WASHINGTON	WV	54107	2968710.0	39670000.0	0.07483513990420973
county_top	BK4408678	KROGER PHARMACY L-408	CHAIN PHARMACY	BARDSTOWN	KY	21179	4593260.0	16140580.0	0.2845783732678751
county_top	AT1701172	CITY PHARMACY INC OF ELKTON	RETAIL PHARMACY	ELKTON	MD	24015	8792200.0	36132010.0	0.24333548009092215
county_top	BH6185335	HOLDREGE PHARMACY	RETAIL PHARMACY	HOLDREGE	NE	31137	532250.0	1502730.0	0.35418870988134926
county_top	BK5377999	KERR DRUG	CHAIN PHARMACY	HILLSBOROUGH	NC	37135	3171550.0	17498500.0	0.1812469640254879
county_top	AR2966832	RITE AID OF GEORGIA, INC.	CHAIN PHARMACY	FOLKSTON	GA	13049	1551990.0	3021090.0	0.5137185585335095
county_top	BS5776476	SMITH'S PHARMACY	RETAIL PHARMACY	BUTLER	GA	13269	1551230.0	2405830.0	0.6447795563277539
county_top	BW9155892	WALGREEN CO.	CHAIN PHARMACY	OAKLAND	TN	47047	1513000.0	6880980.0	0.21988147037195283
county_top	BW5397458	WAL-MART PHARMACY 10-1986	CHAIN PHARMACY	NORWALK	OH	39077	2934000.0	17725100.0	0.16552798009602201
county_top	BF4209208	FREEMAN PHARMACY	RETAIL PHARMACY	TUSKEGEE	AL	01087	1409560.0	2864400.0	0.4920960759670437
county_top	AM1926647	MEDICINE SHOPPE	RETAIL PHARMACY	LAURINBURG	NC	37165	3870620.0	18735770.0	0.20658985459364626
county_top	BK9078468	KAISER FOUNDATION HEALTH PLAN INC	RETAIL PHARMACY	WAILUKU	HI	15009	5838700.0	44466492.0	0.13130561322444775
county_top	AH2080288	HOLBROOK DRUG	RETAIL PHARMACY	MOREHEAD	KY	21205	1868440.0	8013120.0	0.23317259694101672
county_top	BW6465226	WALGREEN CO.	CHAIN PHARMACY	CEDAR RAPIDS	IA	19113	3019560.0	33753003.5	0.08946048312411664
county_top	BR5278987	ECKERD CORPORATION	CHAIN PHARMACY	NORWICH	NY	36017	1889970.0	11438480.0	0.165229121351788
county_top	BW9169853	WAL-MART PHARMACY 10-0350	CHAIN PHARMACY	YORK	NE	31185	907600.0	3234260.0	0.28062060564085756
county_top	BS9082164	SINKS PHARMACY 100	RETAIL PHARMACY	BELLE	MO	29125	1325040.0	2245410.0	0.5901104920704905
county_top	BW6622559	WAL-MART PHARMACY 10-2805	CHAIN PHARMACY	EMPORIA	VA	51081	1208700.0	3692300.0	0.3273569319936083
county_top	BS5648843	SUPER D DRUGS	CHAIN PHARMACY	SIKESTON	MO	29201	3980080.0	22056000.0	0.18045339136742836
county_top	BT1812456	TAYLOR PHARMACY	RETAIL PHARMACY	HARDINSBURG	KY	21027	2952910.0	6443635.2	0.4582677181973306
county_top	AC2792338	CVS MANCHESTER NH, L.L.C.	CHAIN PHARMACY	KEENE	NH	33005	3637300.0	14927020.0	0.24367221320799462
county_top	BD2509187	DON'S FAMILY PHARMACY	RETAIL PHARMACY	LEESVILLE	LA	22115	3391320.0	12084720.0	0.28062876094770917
county_top	BB1660693	BENTON DISCOUNT PHARMACY	RETAIL PHARMACY	BENTON	KY	21157	4177300.0	13865840.0	0.3012655562158513
county_top	BM2824414	MARSHFIELD CLINIC PHARMACY	RETAIL PHARMACY	MINOCQUA	WI	55085	2598780.0	12502600.0	0.20785916529361892
county_top	BR3824768	ROSAUERS PHARMACY #9	CHAIN PHARMACY	MOSCOW	ID	16057	1907010.0	7602004.0	0.2508562215963054
county_top	BG0818104	GIANT EAGLE PHARMACY #0039	CHAIN PHARMACY	WASHINGTON	PA	42125	3051110.0	52449420.0	0.058172425929590835
county_top	BD1734222	DDP PHARMACY	RETAIL PHARMACY	ROANOKE RAPIDS	NC	37083	5608680.0	13860610.0	0.404648857445668
county_top	BC8095514	CARE PHARMACY, LLC	RETAIL PHARMACY	GEORGETOWN	SC	45043	3594500.0	21291200.0	0.1688256180957391
county_top	BW5439321	WAL-MART PHARMACY 10-1143	CHAIN PHARMACY	SANDERSVILLE	GA	13303	1339930.0	4440360.0	0.3017615688818024
county_top	BC2718003	CASTLEBERRY DRUG CO	RETAIL PHARMACY	FORSYTH	GA	13207	2091590.0	5329160.0	0.3924802407884169
county_top	BC1856737	CENTRAL AVENUE PHARMACY	RETAIL PHARMACY	VALLEY CITY	ND	38003	655400.0	1873590.0	0.3498097235787979
county_top	AP5971432	STRICKLAND'S CASH & SAVE	RETAIL PHARMACY	RICHTON	MS	28111	1190650.0	3140320.0	0.37914925867427524
county_top	AW1768463	WALGREEN CO.	CHAIN PHARMACY	STUART	FL	12085	4764680.0	39431144.0	0.12083544925807885
county_top	BP5341502	PARK PHARMACY	RETAIL PHARMACY	PARK FALLS	WI	55099	1090630.0	3084610.0	0.35357144014964614
county_top	BB5801116	BEASLEY, CRAIG CLARK MD	PRACTITIONER	THROCKMORTON	TX	48447	110.0	110.0	1.0
county_top	BB6623210	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	PONTIAC	IL	17105	2251800.0	7859980.0	0.2864892785986733
county_top	BM6247806	MARIETTA DISCOUNT PHACY INC	RETAIL PHARMACY	MARIETTA	OK	40085	2063680.0	2280450.0	0.9049441996097262
county_top	BC3493133	HANNAFORD BROS. CO., LLC	CHAIN PHARMACY	BELFAST	ME	23027	2964300.0	9872840.0	0.3002479529699661
county_top	AG5734517	ELLIOTT PHARMACY	RETAIL PHARMACY	KIRKSVILLE	MO	29001	2372690.0	8661560.0	0.27393333302545964
county_top	BW5353305	WAL-MART PHARMACY 10-1974	CHAIN PHARMACY	HOULTON	ME	23003	2289300.0	21125610.0	0.10836610161789412
county_top	AW7598797	WALTER'S PHARMACY INC	RETAIL PHARMACY	BELLVILLE	TX	48015	1511380.0	5342950.0	0.28287369337163926
county_top	AC3794357	AMERICAN DRUG STORES DELAWARE, L.L.C.	CHAIN PHARMACY	MINOT	ND	38101	1530200.0	6820830.0	0.22434219882331036
county_top	AS7909419	SATANTA HOSP RETAIL PHARMACY	RETAIL PHARMACY	SATANTA	KS	20081	385900.0	385900.0	1.0
county_top	AC0234295	CITY REXALL DRUGS	RETAIL PHARMACY	PICAYUNE	MS	28109	2712580.0	19941092.0	0.1360296617657649
county_top	BF5989910	FRED'S PHARMACY #3369	RETAIL PHARMACY	WOODVILLE	MS	28157	957100.0	2639540.0	0.3626010592754798
county_top	BS5995761	SAFEWAY INC	CHAIN PHARMACY	LAMAR	CO	08099	1947810.0	3802810.0	0.512202818442152
county_top	BL6021947	LEWIS FAMILY DRUG #52	RETAIL PHARMACY	SHELDON	IA	19141	551360.0	1273120.0	0.4330777931381174
county_top	AP6633110	PEOPLES PHARMACY INC	RETAIL PHARMACY	MURFREESBORO	AR	05109	2174930.0	5869930.0	0.37052060246033597
county_top	BW8623945	WAL-MART PHARMACY 10-5246	CHAIN PHARMACY	WHARTON	TX	48481	1325270.0	6425800.0	0.20624202433938188
county_top	BW4706567	WALGREEN CO.	CHAIN PHARMACY	SPRINGFIELD	MO	29077	6036640.0	102652634.0	0.05880647933495793
county_top	BL8891776	LINCOLN COUNTY PHARMACY	RETAIL PHARMACY	LINCOLN	KS	20105	610280.0	610280.0	1.0
county_top	BL8295998	LITTLE'S PHARMACY	RETAIL PHARMACY	RALEIGH	MS	28129	870860.0	1599225.0	0.5445512670199628
county_top	BW5506071	WAL-MART PHARMACY 10-1108	CHAIN PHARMACY	OAK GROVE	LA	22123	898000.0	1904400.0	0.47153959252257927
county_top	AT2557188	CANTNER'S DRUG STORE INC	RETAIL PHARMACY	FEDERALSBURG	MD	24011	1433460.0	5547880.0	0.2583797775005948
county_top	BM9654232	WAGNER'S MOUNT IDA PHARMACY	RETAIL PHARMACY	MOUNT IDA	AR	05097	1747700.0	1813890.0	0.9635093638533759
county_top	BO9759676	OCEAN BREEZE ASSOCIATES LLC	RETAIL PHARMACY	STATEN ISLAND	NY	36085	4148240.0	110354990.0	0.037589963081868794
county_top	BR5678252	RITE AID OF NEW HAMPSHIRE, INC.	CHAIN PHARMACY	ALLENSTOWN	NH	33013	2231170.0	37736090.0	0.05912562748286852
county_top	BC5792292	SOUTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	WEST PELZER	SC	45007	3826380.0	61656662.0	0.06205947380025211
county_top	BW9582859	WALGREEN CO.	CHAIN PHARMACY	LEBANON	MO	29105	3260590.0	11851446.5	0.2751216908417044
county_top	AN3193579	NORTHWESTERN DRUG CO	RETAIL PHARMACY	TAYLORSVILLE	NC	37003	4864050.0	10007960.0	0.4860181295688632
county_top	BH5561647	HEALTHCARE PHARMACY	RETAIL PHARMACY	TRENTON	NJ	34021	2879800.0	54919709.5	0.05243654830330084
county_top	BW5439357	WAL-MART PHARMACY 10-0862	CHAIN PHARMACY	HINESVILLE	GA	13179	1808860.0	7001500.0	0.2583532100264229
county_top	BW0884456	WAL-MART PHARMACY 10-1019	CHAIN PHARMACY	CANON CITY	CO	08043	3513330.0	13815920.0	0.25429576893902106
county_top	AS2019948	SMITH'S DRUG KING #86	CHAIN PHARMACY	EVANSTON	WY	56041	1710060.0	5777950.0	0.29596310109987106
county_top	BW1256040	WEGMANS FOOD MARKETS, INC.	CHAIN PHARMACY	ITHACA	NY	36109	2632430.0	18487260.0	0.14239157127665214
county_top	BS1868376	JONES HOMETOWN PHARMACY	RETAIL PHARMACY	HOHENWALD	TN	47101	3764000.0	5475880.0	0.6873781017845534
