schema	table	column	type	regex_tag	regex_verdict	real_tag	real_tier	real_verdict	sampled	filled	distinct	regex_shape_pct	real_shape_pct	value_looks_like	name_hint	names_holds	fips_level	examples
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_DKK	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_DKK	NUMBER						2000	2000	1							"[""500""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_HUF	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_HUF	NUMBER						2000	2000	1							"[""20000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_PLN	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_PLN	NUMBER						2000	2000	1							"[""250""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_RON	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_RON	NUMBER						2000	2000	1							"[""250""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_SEK	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_SEK	NUMBER						2000	2000	1							"[""1000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_GBP	NUMBER						2000	2000	7							"[""0"", ""2000"", ""50""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_GBP	NUMBER						2000	2000	7							"[""50"", ""2500"", ""100""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_NZD	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_NZD	NUMBER						2000	2000	1							"[""200""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_ILS	NUMBER						2000	2000	3							"[""0"", ""6000"", ""2000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_ILS	NUMBER						2000	2000	3							"[""250"", ""7000"", ""2500""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_AUD	NUMBER						2000	2000	15							"[""0"", ""4500"", ""150""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_AUD	NUMBER						2000	2000	15							"[""150"", ""5000"", ""300""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_TWD	NUMBER						2000	2000	2							"[""0"", ""60000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_TWD	NUMBER						2000	2000	2							"[""3000"", ""70000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_BRL	NUMBER						2000	2000	10							"[""0"", ""500"", ""10000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_BRL	NUMBER						2000	2000	10							"[""500"", ""1000"", ""15000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_ARS	NUMBER						2000	2000	12							"[""0"", ""75000"", ""200000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_ARS	NUMBER						2000	2000	12							"[""15000"", ""90000"", ""250000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_ZAR	NUMBER						2000	2000	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_ZAR	NUMBER						2000	2000	1							"[""15000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_CLP	NUMBER						2000	2000	2							"[""0"", ""50000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_CLP	NUMBER						2000	2000	2							"[""50000"", ""100000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MIN_MXN	NUMBER						2000	2000	9							"[""0"", ""150000"", ""20000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	SPEND_RANGE_MAX_MXN	NUMBER						2000	2000	9							"[""1000"", ""200000"", ""25000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS	UNNAMED_59	NUMBER						2000	0	0							[]
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	COUNTRY	TEXT			COUNTRY	GEO	NO SHAPE TEST	1289	1289	12							"[""US"", ""MX"", ""CL""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	COUNTRY_SUBDIVISION_PRIMARY	TEXT			COUNTRY	GEO	NO SHAPE TEST	1289	1271	202							"[""US-CA"", ""US-TX"", ""US-IL""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	COUNTRY_SUBDIVISION_SECONDARY	TEXT			COUNTRY	GEO	NO SHAPE TEST	1289	1289	1289							"[""CA-27 (2012 redistricting)"", ""TX-3 (2026 redistricting)"", ""IL-11 (2012 redistricting)""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_USD	TEXT						1289	1289	1105							"[""1649000"", ""169200"", ""906400""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_EUR	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_INR	TEXT						1289	1289	39							"[""0"", ""362952000"", ""592500""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_BGN	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_CZK	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_DKK	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_HUF	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_PLN	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_RON	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_SEK	TEXT						1289	1289	1							"[""0""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_GBP	TEXT						1289	1289	2							"[""0"", ""12240900""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_NZD	TEXT						1289	1289	2							"[""0"", ""3351600""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_ILS	TEXT						1289	1289	2							"[""0"", ""9680750""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_AUD	TEXT						1289	1289	11							"[""0"", ""17400450"", ""150""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_TWD	TEXT						1289	1289	2							"[""0"", ""42459000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_BRL	TEXT						1289	1289	29							"[""0"", ""642500"", ""8703000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_ARS	TEXT						1289	1289	26							"[""0"", ""912330000"", ""4650000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_ZAR	TEXT						1289	1289	10							"[""0"", ""225000"", ""3975000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_CLP	TEXT						1289	1289	17							"[""0"", ""79450000"", ""27150000""]"
EDUCATION	EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND	SPEND_MXN	TEXT						1289	1289	33							"[""0"", ""1968000"", ""21244000""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_UUID	TEXT						2000	2000	2000							"[""c7e8d110-f4bc-469f-a2b0-1b821ddb5858"", ""83a116a3-47a5-44e4-a13d-f825eb370eac"", ""378e020f-55f6-4177-a3fd-5dc5d1923d81""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_TYPE	TEXT						2000	2000	42							"[""Q3Y"", ""Q1"", ""1TY""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_TYPE_DISPLAY	TEXT						2000	2000	42							"[""3rd Quarter - Report (No Activity)"", ""1st Quarter - Report"", ""1st Quarter - Termination (No Activity)""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_YEAR	TEXT						2000	2000	28							"[""2021"", ""2016"", ""2019""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_PERIOD	TEXT						2000	2000	6							"[""third_quarter"", ""first_quarter"", ""second_quarter""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FILING_PERIOD_DISPLAY	TEXT						2000	2000	6							"[""3rd Quarter (July 1 - Sep 30)"", ""1st Quarter (Jan 1 - Mar 31)"", ""2nd Quarter (Apr 1 - June 30)""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	DT_POSTED	TEXT						2000	2000	1904							"[""2021-10-20T13:33:35.630000-04:00"", ""2016-04-07T09:45:18.517000-04:00"", ""2019-04-22T11:11:47.433000-04:00""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	INCOME	TEXT						2000	1217	73							"[""10000.00"", ""15000.00"", ""0.00""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	EXPENSES	TEXT						2000	227	114							"[""90000.00"", ""62600.00"", ""10000.00""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_ID	TEXT						2000	2000	1121							"[""401046942"", ""285871"", ""401103711""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	1123					organizations		"[""BANNER PUBLIC AFFAIRS, LLC"", ""NELSON MULLINS RILEY & SCARBOROUGH"", ""NEXA STRATEGIES, LLC""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_DESCRIPTION	TEXT						2000	1780	528							"[""Public affairs and government relations."", ""Law firm"", ""Lobbying""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_CITY	TEXT						2000	2000	290							"[""Washington"", ""Bethesda"", ""WASHINGTON""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	1999	47	100.0	100.0					"[""DC"", ""MD"", ""VA""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	REGISTRANT_COUNTRY	TEXT			COUNTRY	GEO	NO SHAPE TEST	2000	2000	2							"[""US"", ""GB""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	CLIENT_ID	TEXT						2000	2000	1949							"[""206546"", ""176254"", ""199984""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	CLIENT_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	1889					organizations		"[""ADVANTAGE CAPITAL"", ""TIER 1 GROUP, LLC (TIG)"", ""DOTCHIN & ASSOCIATES ON BEHALF OF UNITED PARCEL SERVICE""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	CLIENT_DESCRIPTION	TEXT						2000	1182	1048							"[""Investments."", ""Provides military-style weapons and tactics training"", ""Global transportation company""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	CLIENT_STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	1807	54	99.8	99.8					"[""CA"", ""AR"", ""GA""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	CLIENT_COUNTRY	TEXT			COUNTRY	GEO	NO SHAPE TEST	2000	1942	32							"[""US"", ""CA"", ""ZA""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	LOBBYING_ISSUES	TEXT						2000	1729	685							"[""Defense"", ""Retirement|Postal|Trade (domestic/foreign)"", ""Homeland Security|Defense|Budget/Appropriations|Marine/Maritime/Boating/Fisheries""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	GOVERNMENT_ENTITIES	TEXT						2000	1568	591							"[""HOUSE OF REPRESENTATIVES|SENATE"", ""U.S. Coast Guard (USCG)|HOUSE OF REPRESENTATIVES|Defense Logistics Agency|Agriculture, Dept of (USDA)|SENATE|Federal Maritime Commission|U.S. Customs & Border Protection|Maritime Administration (MARAD"", ""SENATE|HOUSE OF REPRESENTATIVES""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	LOBBYIST_NAMES	TEXT						2000	0	0							[]
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	SPECIFIC_ISSUES	TEXT						2000	1483	1475							"[""Military medical and tactical programs"", ""Postal Reform || Multi-Employer Pensions Reform Proposals || Passage of USMCA"", ""Universal Service Contract 08; Maritime Security Program, P.L. 112-239;Logistics and transportation services for U.S. Transportation Command; addition of U.S. flag ocean transportation to Guam. || U.S""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	TERMINATION_DATE	DATE						2000	72	64							"[""2018-01-01"", ""2022-02-28"", ""2024-12-31""]"
EDUCATION	EDUCATION__FED_SENATE_LDA_FILINGS	FOREIGN_ENTITY_LISTED	TEXT						2000	2000	2							"[""False"", ""True""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	UTILITY_ID	NUMBER			EIA_UTILITY_ID	STEEL	NO SHAPE TEST	2000	2000	2000							"[""7"", ""8"", ""25""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	UTILITY_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	1990					organizations		"[""Primary Products Ingredients Americas, LLC"", ""Tate & Lyle Ingredients Americas Inc"", ""Greenidge Generation Holdings LLC""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	STREET_ADDRESS	TEXT			ADDRESS	PROBABILISTIC	NO SHAPE TEST	2000	2000	1784							"[""2200 East Eldorado Street"", ""2245 Sagamore Parkway North"", ""PO Box 187590 Plant Rd""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	CITY	TEXT						2000	2000	1219							"[""Decatur"", ""Lafayette"", ""Dresden""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	2000	54	99.5	99.5					"[""IL"", ""IN"", ""NY""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	ZIP	TEXT	ZIP	PASS	ZIP	GEO	PASS	2000	2000	1572	90.2	90.2					"[""62525"", ""47904"", ""14441""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	OWNER_OF_PLANTS_REPORTED_ON_FORM	TEXT						2000	1739	1							"[""Y""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	OPERATOR_OF_PLANTS_REPORTED_ON_FORM	TEXT						2000	554	1							"[""Y""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	ASSET_MANAGER_OF_PLANTS_REPORTED_ON_FORM	TEXT						2000	117	1							"[""Y""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	OTHER_RELATIONSHIPS_WITH_PLANTS_REPORTED_ON_FORM	TEXT						2000	28	1							"[""Y""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	ENTITY_TYPE	TEXT						2000	2000	9							"[""IND"", ""Q"", ""M""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	_LOADED_AT	TIMESTAMP_NTZ						2000	2000	1							"[""2026-08-05 21:37:34.980797""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	_SOURCE_RUN_ID	TEXT						2000	2000	1							"[""30e6e27a-c93e-4172-b32a-d00e44b3ae3f""]"
ENERGY	ENERGY__FED_EIA860_1_UTILITY	_SRC_FILE	TEXT						2000	2000	1							"[""1___Utility_Y2024.xlsx""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	PLANT_CODE	NUMBER			EIA_PLANT_ID	STEEL	NO SHAPE TEST	2000	2000	2000							"[""1"", ""2"", ""3""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	UTILITY_ID	NUMBER			EIA_UTILITY_ID	STEEL	NO SHAPE TEST	2000	2000	688							"[""63560"", ""195"", ""5701""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	UTILITY_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	688					organizations		"[""Sand Point Generating, LLC"", ""Alabama Power Co"", ""El Paso Electric Co""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	PLANT_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	2000					names, org or person unclear		"[""Sand Point"", ""Bankhead Dam"", ""Barry""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	STREET_ADDRESS	TEXT			ADDRESS	PROBABILISTIC	NO SHAPE TEST	2000	1961	1896							"[""100 Power Plant Way"", ""19001 Lock 17 Road"", ""North Highway 43""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	CITY	TEXT						2000	1996	1436							"[""Sand Point"", ""Northport"", ""Bucks""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	2000	50	100.0	100.0					"[""AK"", ""AL"", ""TX""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	ZIP	TEXT	ZIP	PASS	ZIP	GEO	PASS	2000	2000	1632	92.8	92.8					"[""99661"", ""35476"", ""36512""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	COUNTY	TEXT						2000	2000	785							"[""Aleutians East"", ""Tuscaloosa"", ""Mobile""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	LATITUDE	FLOAT			LATLON	GEO	NO SHAPE TEST	2000	2000	1986							"[""55.339722"", ""33.458665"", ""31.0069""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	LONGITUDE	FLOAT			LATLON	GEO	NO SHAPE TEST	2000	2000	1989							"[""-160.497222"", ""-87.356823"", ""-88.0103""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NERC_REGION	TEXT						2000	1964	7							"[""SERC"", ""WECC"", ""MRO""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	BALANCING_AUTHORITY_CODE	TEXT						2000	1930	55							"[""SOCO"", ""EPE"", ""MISO""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	BALANCING_AUTHORITY_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	1931	56					organizations		"[""Southern Company Services, Inc. - Trans"", ""El Paso Electric Company"", ""Midcontinent Independent Transmission System Operator, Inc..""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NAME_OF_WATER_SOURCE	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	1751	699					names, org or person unclear		"[""Black Warrior River"", ""Mobile River"", ""Coosa River""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	PRIMARY_PURPOSE_NAICS_CODE	TEXT			NAICS	THING	NO SHAPE TEST	2000	2000	4				NAICS			"[""22"", ""22131"", ""32411""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	REGULATORY_STATUS	TEXT						2000	2000	2							"[""RE"", ""NR""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	SECTOR	TEXT						2000	2000	6							"[""1"", ""2"", ""4""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	SECTOR_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	6					names, org or person unclear		"[""Electric Utility"", ""IPP Non-CHP"", ""Commercial Non-CHP""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_COGENERATION_STATUS	TEXT						2000	2000	2							"[""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_COGENERATION_DOCKET_NUMBER	TEXT			DOCKET	STRONG	NO SHAPE TEST	2000	2	2							"[""93-36-000"", ""86-512-001""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_SMALL_POWER_PRODUCER_STATUS	TEXT						2000	2000	2							"[""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_SMALL_POWER_PRODUCER_DOCKET_NUMBER	TEXT			DOCKET	STRONG	NO SHAPE TEST	2000	26	24							"[""98-53-000"", ""98-95-000"", ""98-52-000""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_EXEMPT_WHOLESALE_GENERATOR_STATUS	TEXT						2000	2000	2							"[""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	FERC_EXEMPT_WHOLESALE_GENERATOR_DOCKET_NUMBER	TEXT			DOCKET	STRONG	NO SHAPE TEST	2000	254	79							"[""98-69-000"", ""99-109-000"", ""98-93-000, 07-23-000""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	ASH_IMPOUNDMENT	TEXT						2000	1679	2							"[""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	ASH_IMPOUNDMENT_LINED	TEXT						2000	1993	3							"[""X"", ""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	ASH_IMPOUNDMENT_STATUS	TEXT						2000	196	4							"[""OP"", ""OS"", ""OA""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	TRANSMISSION_OR_DISTRIBUTION_SYSTEM_OWNER	TEXT						2000	1956	497							"[""TDX Sand Point Generating, LLC"", ""Alabama Power Co"", ""El Paso Electric Co""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	TRANSMISSION_OR_DISTRIBUTION_SYSTEM_OWNER_ID	NUMBER						2000	1956	477							"[""63560"", ""195"", ""5701""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	TRANSMISSION_OR_DISTRIBUTION_SYSTEM_OWNER_STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	1832	49	100.0	100.0					"[""AK"", ""AL"", ""TX""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	GRID_VOLTAGE_KV	FLOAT						2000	1958	83							"[""0.48"", ""115.0"", ""230.0""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	GRID_VOLTAGE_2_KV	FLOAT						2000	130	24							"[""345.0"", ""230.0"", ""115.0""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	GRID_VOLTAGE_3_KV	FLOAT						2000	21	13							"[""12.47"", ""69.0"", ""161.0""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	ENERGY_STORAGE	TEXT						2000	1929	2							"[""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NATURAL_GAS_LDC_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	353	98					organizations		"[""CENTERPOINT ENERGY"", ""Other - See pipeline notes."", ""ENSTAR NAT GAS""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NATURAL_GAS_PIPELINE_NAME_1	TEXT			NAME	PROBABILISTIC	PASS	2000	371	88					organizations		"[""BAY GAS STORAGE"", ""SOUTHERN NATURAL GAS COMPANY"", ""ONEOK WES TEX TRANSMISSION LLC""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NATURAL_GAS_PIPELINE_NAME_2	TEXT			NAME	PROBABILISTIC	PASS	2000	49	29					organizations		"[""TEXAS EASTERN TRANSMISSION LP"", ""TRANSWESTERN PIPELINE COMPANY"", ""GULFSTREAM NATURAL GAS SYSTEM LLC""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NATURAL_GAS_PIPELINE_NAME_3	TEXT			NAME	PROBABILISTIC	PASS	2000	11	8					organizations		"[""KINDER MORGAN BORDER PIPELINE LLC"", ""SOUTHERN STAR CENTRAL GAS PIPELINE"", ""MID LOUISIANA GAS TRANSMISSION LLC""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	PIPELINE_NOTES	TEXT						2000	50	47							"[""Per our Supervisor of NG procurement, \""none of these are LDC's.  They are interstate and/or intrastate pipelines.\"""", ""NextEra Energy is the pipeline owner"", ""Not shown in the list""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	NATURAL_GAS_STORAGE	TEXT						2000	1560	3							"[""N"", ""X"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	LIQUEFIED_NATURAL_GAS_STORAGE	TEXT						2000	1341	3							"[""X"", ""N"", ""Y""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	_LOADED_AT	TIMESTAMP_NTZ						2000	2000	1							"[""2026-08-05 21:37:40.609771""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	_SOURCE_RUN_ID	TEXT						2000	2000	1							"[""fd7df351-7907-4cc2-8452-1426affcb249""]"
ENERGY	ENERGY__FED_EIA860_2_PLANT	_SRC_FILE	TEXT						2000	2000	1							"[""2___Plant_Y2024.xlsx""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	PLANT_CODE	NUMBER			EIA_PLANT_ID	STEEL	NO SHAPE TEST	2000	2000	598							"[""1"", ""2"", ""3""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	GENERATOR_ID	TEXT						2000	2000	343							"[""1"", ""2"", ""3""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	UTILITY_ID	NUMBER			EIA_UTILITY_ID	STEEL	NO SHAPE TEST	2000	2000	242							"[""63560"", ""195"", ""5701""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	UTILITY_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	242					organizations		"[""Sand Point Generating, LLC"", ""Alabama Power Co"", ""El Paso Electric Co""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	PLANT_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	598					names, org or person unclear		"[""Sand Point"", ""Bankhead Dam"", ""Barry""]"
ENERGY	ENERGY__FED_EIA860_3_1_GENERATOR	STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	2000	34	100.0	100.0					"[""AK"", ""AL"", ""TX""]"
