key	a	b	a_ids	shared	pct_of_a	works
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	6771	6771	100.0	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	6771	6771	100.0	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	5268	5267	99.98	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	14448	14443	99.97	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	6771	6769	99.97	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	6771	6769	99.97	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	13686	13676	99.93	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	14383	14372	99.92	True
CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	4210	4206	99.9	True
CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	7028	7021	99.9	True
CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	14443	14426	99.88	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	14448	14431	99.88	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	14250	14228	99.85	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	14456	14431	99.83	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	14250	14225	99.82	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	14250	14222	99.8	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	2906	2900	99.79	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	14456	14426	99.79	True
CCN	HEALTH.HEALTH__FED_CMS_IRF.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	410	409	99.76	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	13686	13650	99.74	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	5966	5945	99.65	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	3044	3032	99.61	True
CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14443	14383	99.58	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14448	14383	99.55	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	2396	2385	99.54	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14250	14167	99.42	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14456	14372	99.42	True
CCN	HEALTH.HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	5313	5266	99.12	True
CCN	IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_HOSPICE.CCN	4798	4755	99.1	True
CCN	HEALTH.HEALTH__FED_CMS_DIALYSIS.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES.CCN	7557	7487	99.07	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	2906	2875	98.93	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	3126	3092	98.91	True
CCN	HEALTH.HEALTH__FED_CMS_LTCH.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	311	307	98.71	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	2906	2864	98.55	True
CCN	HEALTH.HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	9954	9805	98.5	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	14383	14167	98.5	True
CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	14443	14225	98.49	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	14448	14228	98.48	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	13686	13475	98.46	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	14456	14222	98.38	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	6771	6660	98.36	True
CCN	HEALTH.HEALTH__FED_CMS_IRF.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	410	403	98.29	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_OWNERS.CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH.CCN	11131	10939	98.28	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	3044	2991	98.26	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH.CCN	11413	11213	98.25	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	5268	5161	97.97	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	5268	5150	97.76	True
CCN	HEALTH.HEALTH__FED_CMS_LTCH.CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	311	304	97.75	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	3044	2975	97.73	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	3126	3050	97.57	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_OWNERS.CCN	11413	11131	97.53	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	2906	2833	97.49	True
CCN	HEALTH.HEALTH__FED_CMS_LTCH.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	311	303	97.43	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	2396	2332	97.33	True
CCN	HEALTH.HEALTH__FED_CMS_DIALYSIS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	7557	7353	97.3	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	3044	2954	97.04	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	2906	2820	97.04	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	2396	2310	96.41	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	5966	5748	96.35	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	3126	3012	96.35	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CAH_OR_HOSPITAL_CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	27	26	96.3	False
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	2396	2305	96.2	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	3126	3004	96.1	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	3044	2921	95.96	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	3044	2906	95.47	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	6771	6446	95.2	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14383	13650	94.9	True
CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14443	13686	94.76	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14448	13686	94.73	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14456	13676	94.6	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	14250	13475	94.56	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	3126	2954	94.5	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPICE.CCN	IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS.CCN	5155	4755	92.24	True
CCN	IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	4798	4383	91.35	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES.CCN	HEALTH.HEALTH__FED_CMS_DIALYSIS.CCN	8241	7487	90.85	True
CCN	HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	14250	12945	90.84	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	14383	13049	90.73	True
CCN	HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	14443	13102	90.72	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	13686	12415	90.71	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	14448	13104	90.7	True
CCN	HEALTH.HEALTH__FED_NURSINGHOME411.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	14456	13110	90.69	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	3126	2833	90.63	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH.CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS.CCN	12392	11213	90.49	True
CCN	HEALTH.HEALTH__FED_CMS_IRF.CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	410	371	90.49	True
CCN	HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES.CMS_CERTIFICATION_NUMBER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	6771	6111	90.25	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CAH_OR_HOSPITAL_CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	27	24	88.89	False
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	8241	7325	88.88	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH.CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_OWNERS.CCN	12392	10939	88.27	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	5966	5236	87.76	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPICE.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	5155	4470	86.71	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	5268	4560	86.56	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	5966	5161	86.51	True
CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	7028	5748	81.79	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	2333	1877	80.45	True
CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	4210	3254	77.29	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	2333	1716	73.55	True
CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	7028	5152	73.31	True
CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	7028	5150	73.28	True
CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	4210	3058	72.64	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	2333	1691	72.48	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	2333	1687	72.31	True
CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	4210	3028	71.92	True
CCN	HEALTH.HEALTH__FED_CMS_LTCH.CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CROSS_REF_PROVIDER_NUMBER	311	222	71.38	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_OWNERS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	11131	7472	67.13	True
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	11413	7555	66.2	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	2396	1531	63.9	True
CCN	FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY.FACILITY_CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	35	22	62.86	False
CCN	FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY.FACILITY_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	35	22	62.86	False
CCN	FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY.FACILITY_CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	35	22	62.86	False
CCN	FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY.FACILITY_CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.CCN	35	22	62.86	False
CCN	HEALTH.HEALTH__FED_CMS_HOME_HEALTH.CCN	HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION.CCN	12392	7687	62.03	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	2396	1454	60.68	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	2396	1436	59.93	True
CCN	HEALTH.HEALTH__FED_CMS_HCRIS.PROVIDER_CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	7028	4210	59.9	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	2333	1387	59.45	True
CCN	CORE.XWALK_HOSPITAL_CCN_EIN.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	2396	1407	58.72	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	5268	3058	58.05	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	3044	1747	57.39	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	5268	3012	57.18	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	3126	1786	57.13	True
CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	2906	1659	57.09	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	5268	2991	56.78	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CAH_OR_HOSPITAL_CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.PARENT_PROVIDER_NUMBER	27	15	55.56	False
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL.CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE.RNDRNG_PRVDR_CCN	5268	2875	54.57	True
CCN	HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS.CCN	FINDINGS.HOSPITAL_CLOSURE_RISK.CCN	5966	3254	54.54	True
CCN	HEALTH.HEALTH__FED_CMS_POS_OTHER.RELATED_PROVIDER_NUMBER	HEALTH.HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS.CCN	474	257	54.22	True
CCN	FINDINGS.EXCLUDED_PROVIDER_AT_FACILITY.FACILITY_CCN	HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER.RNDRNG_PRVDR_CCN	35	18	51.43	False
