SPONSOR_NAME,PLAN_NAME,STATE,PARTICIPANTS,TERM_DATE,TRUSTEE_DATE,CIK,ISSUER_NAME,OWNER_NAMES,TITLES,OWNER_COUNT,LEG,TRANSACTION_CODE,TRANSACTION_DATE,SHARES,PRICE_PER_SHARE,TRANSACTION_VALUE,DAYS_BEFORE_TERMINATION
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,F,2020-07-17,2433.0,15.8,38441.4,1840
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2020-07-17,2345.0,15.8,37051.0,1840
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HARRIS CASSANDRA,Chief Financial Officer,1,common,F,2020-08-07,2365.0,14.98,35427.700000000004,1515
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,President & COO,1,common,F,2017-01-02,653.0,52.62,34360.86,2828
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2022-07-17,4684.0,7.19,33677.96,1110
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,MARTINEZ ANGEL R,,1,common,S,2019-12-09,4424.0,7.55,33401.2,1757
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA LILLIAN D,Exec. Vice President,1,common,F,2018-02-21,649.0,50.51,32780.99,2413
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,OTERO MADELINE,"SVP, Finance & Accounting",1,common,F,2021-02-18,1006.0,31.55,31739.3,1320
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2020-12-06,1954.0,16.22,31693.879999999997,1698
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,D,2021-07-17,2117.0,14.58,30865.86,1475
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2020-07-17,1951.0,15.8,30825.800000000003,1840
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2021-01-04,1866.0,16.07,29986.62,1669
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,DANDO ALLAN,Group President,1,common,S,2016-11-08,500.0,59.82,29910.0,2883
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,President & CEO,1,common,F,2019-02-20,948.0,30.9,29293.199999999997,2049
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Monteiro de Castro Antonio,,1,common,F,2019-05-22,1344.0,21.54,28949.76,1958
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2022-01-03,1916.0,15.03,28797.48,1305
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,GILBERT PAUL D,"EVP, Secretary&General Counsel",1,common,F,2022-08-17,2728.0,10.51,28671.28,1079
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,SZOSTAK M ANNE,,1,common,S,2020-11-10,1000.0,28.43,28430.0,1420
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,400.0,70.68,28272.000000000004,2646
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2023-07-27,17349.0,1.58,27411.420000000002,735
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,D,2021-07-17,1871.0,14.58,27279.18,1475
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2020-01-03,1866.0,14.52,27094.32,2036
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,LEZAMA HECTOR,Chief Commercial Officer (CCO),1,common,F,2023-04-28,21197.0,1.25,26496.25,521
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2021-07-08,1744.0,14.67,25584.48,1484
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GUPTA ASHA,Group President,1,common,S,2016-08-04,400.0,62.65,25060.0,2979
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Everett Bryan B,President/COO,1,common,F,2018-07-17,14948.0,1.67,24963.16,2571
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2021-07-08,1651.0,14.67,24220.17,1484
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2021-12-06,1954.0,12.38,24190.52,1333
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA LILLIAN D,Exec. Vice President,1,common,F,2019-02-20,771.0,30.9,23823.899999999998,2049
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Monteiro de Castro Antonio,,1,common,F,2018-05-09,556.0,42.77,23780.120000000003,2336
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,F,2017-02-28,388.0,60.39,23431.32,2771
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,400.0,57.0,22800.0,2863
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HARRIS CASSANDRA,CFO & COO,1,common,F,2022-03-12,1276.0,17.82,22738.32,933
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,D,2021-07-17,1533.0,14.58,22351.14,1475
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HAJEK JOSEF,"SVP, Tax & Gov't Relations",1,common,F,2018-02-21,439.0,50.51,22173.89,2413
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,Chairman & CEO,1,common,F,2019-10-03,1488.0,14.8,22022.4,1824
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2022-02-03,2076.0,10.59,21984.84,1274
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,F,2018-02-21,435.0,50.51,21971.85,2413
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,F,2019-02-20,708.0,30.9,21877.2,2049
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,FENNE STEIN OVE,Group President,1,common,F,2019-03-17,795.0,27.22,21639.899999999998,2024
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA RANGEL LUCIANO,Group President,1,common,F,2019-03-17,793.0,27.22,21585.46,2024
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2021-07-08,1458.0,14.67,21388.86,1484
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2018-07-17,12703.0,1.67,21214.01,2571
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Abelman David,Executive VP,1,common,F,2018-07-17,12490.0,1.67,20858.3,2571
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Karst Darren W,Senior Executive VP,1,common,F,2018-06-22,9949.0,2.02,20096.98,2596
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GOINGS E V,,1,common,F,2019-05-22,883.0,21.54,19019.82,1958
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2022-07-07,2553.0,7.42,18943.26,1120
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,STANDLEY JOHN T,Chairman/CEO,1,common,F,2019-06-22,2821.0,6.67,18816.07,2231
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Robson Dan,"President, EnvisionRXOptions",1,common,F,2020-07-17,1133.0,15.8,17901.4,1840
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,OTERO MADELINE,"SVP, Finance & Accounting",1,common,F,2020-08-07,1188.0,14.98,17796.24,1515
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,OTERO MADELINE,"SVP, Chief Accounting Officer",1,common,F,2022-02-18,1006.0,17.31,17413.859999999997,955
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Fernandez Calero Miguel Angel,Chief Executive Officer,1,common,F,2023-02-27,4548.0,3.81,17327.88,581
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,300.0,56.92,17076.0,2863
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,300.0,56.54,16962.0,2863
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Poucher Nicholas K.,SVP & Controller,1,common,F,2018-02-21,329.0,50.51,16617.79,2413
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,GILBERT PAUL D,"EVP, Secretary&General Counsel",1,common,F,2022-07-07,2189.0,7.42,16242.38,1120
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA LILLIAN D,Exec. Vice President,1,common,F,2017-02-28,263.0,60.39,15882.57,2771
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2022-07-17,2117.0,7.19,15221.230000000001,1110
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2022-07-07,2007.0,7.42,14891.94,1120
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2022-07-07,1998.0,7.42,14825.16,1120
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,President & COO,1,common,F,2017-02-28,241.0,60.39,14553.99,2771
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,POTESHMAN MICHAEL S,Executive Vice President & CFO,1,common,S,2017-05-05,200.0,72.66,14532.0,2705
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,DANDO ALLAN,Group President,1,common,S,2017-04-27,200.0,72.54,14508.000000000002,2713
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,SHEEHAN KAREN M,"EVP, CLO & Secretary",1,common,F,2023-02-17,3351.0,4.32,14476.320000000002,591
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HAJEK JOSEF,"SVP, Tax & Gov't Relations",1,common,S,2017-04-28,200.0,71.8,14360.0,2712
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,200.0,70.59,14118.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,200.0,70.54,14108.000000000002,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,JAGGY GEORGES,EVP & Chief Global Mrktg Offcr,1,common,F,2017-01-02,267.0,52.62,14049.539999999999,2828
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2020-12-06,854.0,16.22,13851.88,1698
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Everett Bryan B,CHIEF OPERATING OFFICER,1,common,F,2019-09-06,1939.0,7.13,13825.07,2155
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2023-07-07,8226.0,1.64,13490.64,755
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2022-07-17,1871.0,7.19,13452.490000000002,1110
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,Chairman & CEO,1,common,F,2019-11-01,1366.0,9.73,13291.18,1795
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,200.0,62.05,12410.0,2495
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2022-07-08,1744.0,7.07,12330.08,1119
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HEMUS SIMON C,Vice Chairman,1,common,S,2017-03-03,200.0,60.93,12186.0,2768
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HAJEK JOSEF,"SVP, Tax & Gov't Relations",1,common,F,2017-02-28,201.0,60.39,12138.39,2771
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,200.0,58.57,11714.0,2890
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2022-07-08,1651.0,7.07,11672.57,1119
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,F,2017-02-28,193.0,60.39,11655.27,2771
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,200.0,57.75,11550.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,185.0,61.95,11460.75,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,OTERO MADELINE,"SVP, Chief Accounting Officer",1,common,F,2021-11-05,630.0,18.18,11453.4,1060
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,200.0,57.19,11438.0,2863
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,200.0,56.97,11394.0,2863
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Abelman David,EVP,1,common,F,2016-09-17,1408.0,8.03,11306.24,3239
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,200.0,56.47,11294.0,2863
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,F,2020-12-06,689.0,16.22,11175.58,1698
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-07-01,198.0,56.22,11131.56,3013
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,F,2022-07-17,1533.0,7.19,11022.27,1110
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2023-07-27,6934.0,1.58,10955.720000000001,735
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2019-12-10,1280.0,8.29,10611.199999999999,2060
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2022-07-08,1458.0,7.07,10308.060000000001,1119
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2023-07-07,5998.0,1.64,9836.72,755
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,SHEEHAN KAREN M,"EVP, CLO & Secretary",1,common,F,2020-01-02,1127.0,8.5,9579.5,1733
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,F,2021-07-08,619.0,14.67,9080.73,1484
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Cuesta Patricio,"President, Commercial WW",1,common,F,2022-03-12,495.0,17.82,8820.9,933
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Everett Bryan B,President/COO,1,common,F,2018-06-22,4343.0,2.02,8772.86,2596
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Karst Darren W,Senior Executive VP,1,common,F,2018-06-24,4320.0,2.02,8726.4,2594
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA RANGEL LUCIANO,Group President,1,common,F,2018-11-18,228.0,37.26,8495.279999999999,2143
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GUPTA ASHA,Group President,1,common,M,2016-08-04,400.0,20.83,8332.0,2979
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA RANGEL LUCIANO,Group President,1,common,F,2019-10-03,559.0,14.8,8273.2,1824
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Comitale James J,"EVP, General Counsel, Secy.",1,common,F,2019-12-10,978.0,8.29,8107.619999999999,2060
